,0,1,2,3,4,5,6,7,8,9,10,11,12,13
24,3253.0,396369980.0,0.0,0.0,0.0,0.1901034,-0.3456165,-0.3456165,-0.02,,0.0,-0.1502197,-5.0,-5.0
25,3322.0,396470005.0,0.0,0.0,0.0,0.1901034,-0.355533,-0.355533,-0.17,,0.0,-0.1602197,-5.0,-5.0
26,3394.0,396570034.0,0.0,0.0,0.0,0.1901034,-0.3656286,-0.3656286,-0.15,,0.0,-0.1702197,-5.0,-5.0
27,3465.0,396669996.0,0.0,0.0,0.0,0.1901034,-0.3734316,-0.3734316,-0.15,,0.0,-0.1802197,-5.0,-5.0
28,3537.0,396770035.0,0.0,0.0,0.0,0.1901034,-0.3792773,-0.3792773,-0.32,,0.0,-0.1802197,-5.0,-5.0
29,3609.0,396869995.0,0.0,0.0,0.0,0.1901034,-0.3846732,-0.3846732,0.0,,0.0,-0.1902197,-5.0,-5.0
30,3678.0,396969991.0,0.0,0.0,0.0,0.1901034,-0.3907872,-0.3907872,-0.04,,0.0,-0.2002197,-6.0,-6.0
31,3748.0,397069948.0,0.0,0.0,0.0,0.1901034,-0.3967704,-0.3967704,-0.19,,0.0,-0.2002197,-6.0,-6.0
32,3820.0,397169973.0,0.0,0.0,0.0,0.1901034,-0.4040314,-0.4040314,-0.2,,0.0,-0.2102197,-6.0,-6.0
33,3889.0,397270022.0,0.0,0.0,0.0,0.1901034,-0.4100367,-0.4100367,-0.16,,0.0,-0.2202197,-6.0,-6.0
34,3960.0,397369956.0,0.0,0.0,0.0,0.1901034,-0.4152615,-0.4152615,-0.1,,0.0,-0.2202197,-6.0,-6.0
35,4030.0,397470043.0,0.0,0.0,0.0,0.1901034,-0.4195503,-0.4195503,-0.12,,0.0,-0.2202197,-6.0,-6.0
36,4100.0,397570005.0,0.0,0.0,0.0,0.1901034,-0.4223884,-0.4223884,0.0,,0.0,-0.2302197,-6.0,-6.0
37,4173.0,397669995.0,0.0,0.0,0.0,0.1901034,-0.4246857,-0.4246857,-0.06,,0.0,-0.2302197,-6.0,-6.0
38,4242.0,397770000.0,0.0,0.0,0.0,0.1901034,-0.4258994,-0.4258994,-0.02,,0.0,-0.2302197,-6.0,-6.0
39,4314.0,397869999.0,0.0,0.0,0.0,0.1901034,-0.4269126,-0.4269126,-0.12,,0.0,-0.2302197,-6.0,-6.0
40,4382.0,397970001.0,0.0,0.0,0.0,0.1901034,-0.4279065,-0.4279065,-0.2,,0.0,-0.2302197,-6.0,-6.0
41,4452.0,398069974.0,0.0,0.0,0.0,0.1901034,-0.4281766,-0.4281766,-0.19,,0.0,-0.2302197,-6.0,-6.0
42,4524.0,398169989.0,0.0,0.0,0.0,0.1901034,-0.4279278,-0.4279278,-0.2,,0.0,-0.2302197,-5.0,-5.0
43,4594.0,398270018.0,0.0,0.0,0.0,0.1901034,-0.4288265,-0.4288265,-0.15,,0.0,-0.2302197,-5.0,-5.0
44,4664.0,398369956.0,0.0,0.0,0.0,0.1901034,-0.4311705,-0.4311705,-0.02,,0.0,-0.2402197,-5.0,-5.0
45,4734.0,398469983.0,0.0,0.0,0.0,0.1901034,-0.4337488,-0.4337488,-0.21,,0.0,-0.2402197,-5.0,-5.0
46,4807.0,398570012.0,0.0,0.0,0.0,0.1901034,-0.4364416,-0.4364416,-0.17,,0.0,-0.2402197,-5.0,-5.0
47,4879.0,398669953.0,0.0,0.0,0.0,0.1901034,-0.4386678,-0.4386678,-0.23,,0.0,-0.2402197,-6.0,-6.0
48,4948.0,398769984.0,0.0,0.0,0.0,0.1901034,-0.4404972,-0.4404972,-0.15,,0.0,-0.2502197,-6.0,-6.0
49,5020.0,398869994.0,0.0,0.0,0.0,0.1901034,-0.442125,-0.442125,-0.13,,0.0,-0.2502197,-6.0,-6.0
50,5088.0,398970034.0,0.0,0.0,0.0,0.1901034,-0.4427117,-0.4427117,-0.07,,0.0,-0.2502197,-5.0,-5.0
51,5159.0,399069963.0,0.0,0.0,0.0,0.1901034,-0.4422415,-0.4422415,-0.19,,0.0,-0.2502197,-5.0,-5.0
52,5231.0,399169957.0,0.0,0.0,0.0,0.1901034,-0.4402307,-0.4402307,0.01,,0.0,-0.2502197,-5.0,-5.0
53,5300.0,399270106.0,0.0,0.0,0.0,0.1901034,-0.437227,-0.437227,-0.12,,0.0,-0.2402197,-5.0,-5.0
54,5371.0,399370013.0,0.0,0.0,0.0,0.1901034,-0.4301606,-0.4301606,-0.31,,0.0,-0.2402197,-5.0,-5.0
55,5441.0,399470038.0,0.0,0.0,0.0,0.1901034,-0.4234665,-0.4234665,-0.01,,0.0,-0.2302197,-5.0,-5.0
56,5511.0,399570029.0,0.0,0.0,0.0,0.1901034,-0.4158068,-0.4158068,-0.16,,0.0,-0.2202197,-4.0,-4.0
57,5583.0,399669964.0,0.0,0.0,0.0,0.1901034,-0.4087121,-0.4087121,-0.08,,0.0,-0.2102197,-4.0,-4.0
58,5653.0,399769992.0,0.0,0.0,0.0,0.1901034,-0.3997561,-0.3997561,-0.1,,0.0,-0.2002197,-4.0,-4.0
59,5724.0,399869968.0,0.0,0.0,0.0,0.1901034,-0.3923354,-0.3923354,-0.13,,0.0,-0.2003227,-3.0,-3.0
60,5793.0,399969968.0,0.0,0.0,0.0,0.1901034,-0.3846597,-0.3846597,-0.13,,0.0,-0.1903227,-3.0,-3.0
61,5864.0,400070017.0,0.0,0.0,0.0,0.1901034,-0.3772977,-0.3772977,-0.28,,0.0,-0.1803227,-3.0,-3.0
62,5936.0,400170030.0,0.0,0.0,0.0,0.1901034,-0.3695415,-0.3695415,-0.07,,0.0,-0.1703227,-3.0,-3.0
63,6005.0,400270028.0,0.0,0.0,0.0,0.1901034,-0.3631339,-0.3631339,0.0,,0.0,-0.1703227,-2.0,-2.0
64,6076.0,400369984.0,0.0,0.0,0.0,0.1901034,-0.3554157,-0.3554157,-0.11,,0.0,-0.1603227,-2.0,-2.0
65,6145.0,400469997.0,0.0,0.0,0.0,0.1901034,-0.3485417,-0.3485417,-0.08,,0.0,-0.1503227,-2.0,-2.0
66,6216.0,400569995.0,0.0,0.0,0.0,0.1901034,-0.3418308,-0.3418308,-0.04,,0.0,-0.1504352,-2.0,-2.0
67,6288.0,400670006.0,0.0,0.0,0.0,0.1901034,-0.3359753,-0.3359753,-0.12,,0.0,-0.1404352,-2.0,-2.0
68,6357.0,400770016.0,0.0,0.0,0.0,0.1901034,-0.3297177,-0.3297177,-0.1,,0.0,-0.1304352,-1.0,-1.0
69,6429.0,400870001.0,0.0,0.0,0.0,0.1901034,-0.3247528,-0.3247528,0.0,,0.0,-0.1304352,-1.0,-1.0
70,6501.0,400969976.0,0.0,0.0,0.0,0.1901034,-0.3207695,-0.3207695,-0.31,,0.0,-0.1304352,-1.0,-1.0
71,6571.0,401070057.0,0.0,0.0,0.0,0.1901034,-0.3165341,-0.3165341,-0.13,,0.0,-0.1204352,-1.0,-1.0
72,6644.0,401169977.0,0.0,0.0,0.0,0.1901034,-0.3120977,-0.3120977,-0.14,,0.0,-0.1204352,-1.0,-1.0
73,6714.0,401270021.0,0.0,0.0,0.0,0.1901034,-0.3098949,-0.3098949,-0.06,,0.0,-0.1110895,-1.0,-1.0
74,6785.0,401370015.0,0.0,0.0,0.0,0.1901034,-0.3105007,-0.3105007,-0.08,,0.0,-0.1210895,-1.0,-1.0
75,6854.0,401469999.0,0.0,0.0,0.0,0.1901034,-0.3098805,-0.3098805,-0.02,,0.0,-0.1110895,-1.0,-1.0
76,6926.0,401569999.0,0.0,0.0,0.0,0.1901034,-0.3074399,-0.3074399,0.03,,0.0,-0.1110895,-1.0,-1.0
77,6997.0,401669984.0,0.0,0.0,0.0,0.1901034,-0.3042952,-0.3042952,-0.17,,0.0,-0.1110895,-1.0,-1.0
78,7066.0,401769973.0,0.0,0.0,0.0,0.1901034,-0.2992561,-0.2992561,-0.23,,0.0,-0.1009826,-1.0,-1.0
79,7141.0,401870036.0,0.0,0.0,0.0,0.1901034,-0.2950178,-0.2950178,-0.11,,0.0,-0.1009826,0.0,0.0
80,7210.0,401970050.0,0.0,0.0,0.0,0.1901034,-0.2919951,-0.2919951,-0.18,,0.0,-0.1010895,0.0,0.0
81,7280.0,402069975.0,0.0,0.0,0.0,0.1901034,-0.289181,-0.289181,-0.19,,0.0,-0.09108946,0.0,0.0
82,7352.0,402169992.0,0.0,0.0,0.0,0.1901034,-0.2859203,-0.2859203,-0.38,,0.0,-0.09108946,0.0,0.0
83,7421.0,402270004.0,0.0,0.0,0.0,0.1901034,-0.2837943,-0.2837943,-0.09,,0.0,-0.09108946,0.0,0.0
84,7492.0,402370001.0,0.0,0.0,0.0,0.1901034,-0.2837212,-0.2837212,-0.04,,0.0,-0.09108946,0.0,0.0
85,7561.0,402470008.0,0.0,0.0,0.0,0.1901034,-0.2831528,-0.2831528,-0.08,,0.0,-0.09108946,0.0,0.0
86,7632.0,402570001.0,0.0,0.0,0.0,0.1901034,-0.2813611,-0.2813611,0.01,,0.0,-0.09108946,0.0,0.0
87,7703.0,402669971.0,0.0,0.0,0.0,0.1901034,-0.2793554,-0.2793554,-0.04,,0.0,-0.08108946,0.0,0.0
88,7772.0,402770012.0,0.0,0.0,0.0,0.1901034,-0.2769909,-0.2769909,0.03,,0.0,-0.08108946,0.0,0.0
89,7845.0,402870060.0,0.0,0.0,0.0,0.1901034,-0.2737557,-0.2737557,-0.29,,0.0,-0.08108946,0.0,0.0
90,7914.0,402969982.0,0.0,0.0,0.0,0.1901034,-0.2689116,-0.2689116,-0.13,,0.0,-0.07108946,0.0,0.0
91,7984.0,403070020.0,0.0,0.0,0.0,0.1901034,-0.2659633,-0.2659633,-0.18,,0.0,-0.07108946,0.0,0.0
92,8054.0,403169992.0,0.0,0.0,0.0,0.1901034,-0.2654961,-0.2654961,-0.13,,0.0,-0.07108946,0.0,0.0
93,8116.0,403270007.0,0.0,0.0,0.0,0.1901034,-0.2647617,-0.2647617,-0.13,,0.0,-0.07108946,0.0,0.0
94,8179.0,403370017.0,0.0,0.0,0.0,0.1901034,-0.2635056,-0.2635056,-0.15,,0.0,-0.07108946,0.0,0.0
95,8241.0,403469993.0,0.0,0.0,0.0,0.1901034,-0.2617469,-0.2617469,-0.13,,0.0,-0.07108946,0.0,0.0
96,8304.0,403570011.0,0.0,0.0,0.0,0.1901034,-0.2595372,-0.2595372,-0.01,,0.0,-0.06108946,0.0,0.0
97,8368.0,403670021.0,0.0,0.0,0.0,0.1901034,-0.2575252,-0.2575252,-0.25,,0.0,-0.06108946,0.0,0.0
98,8429.0,403770015.0,0.0,0.0,0.0,0.1901034,-0.2551914,-0.2551914,-0.06,,0.0,-0.06108946,0.0,0.0
99,8493.0,403869965.0,0.0,0.0,0.0,0.1901034,-0.252558,-0.252558,-0.04,,0.0,-0.06108946,0.0,0.0
100,8555.0,403970024.0,0.0,0.0,0.0,0.1901034,-0.2484302,-0.2484302,-0.27,,0.0,-0.05108946,0.0,0.0
101,8618.0,404069968.0,0.0,0.0,0.0,0.1901034,-0.2442731,-0.2442731,-0.02,,0.0,-0.05120199,0.0,0.0
102,8682.0,404170038.0,0.0,0.0,0.0,0.1901034,-0.2406362,-0.2406362,-0.19,,0.0,-0.05120199,0.0,0.0
103,8744.0,404269994.0,0.0,0.0,0.0,0.1901034,-0.2369946,-0.2369946,-0.13,,0.0,-0.04120199,0.0,0.0
104,8807.0,404370018.0,0.0,0.0,0.0,0.1901034,-0.2330627,-0.2330627,-0.16,,0.0,-0.04120199,0.0,0.0
105,8869.0,404469966.0,0.0,0.0,0.0,0.1901034,-0.2303598,-0.2303598,-0.2,,0.0,-0.04120199,0.0,0.0
106,8932.0,404569961.0,0.0,0.0,0.0,0.1901034,-0.2288346,-0.2288346,-0.01,,0.0,-0.03120199,0.0,0.0
107,8996.0,404670057.0,0.0,0.0,0.0,0.1901034,-0.2276687,-0.2276687,-0.16,,0.0,-0.03120199,0.0,0.0
108,9057.0,404770001.0,0.0,0.0,0.0,0.1901034,-0.2262824,-0.2262824,-0.06,,0.0,-0.03120199,0.0,0.0
109,9121.0,404870044.0,0.0,0.0,0.0,0.1901034,-0.2243281,-0.2243281,-0.1,,0.0,-0.03120199,0.0,0.0
110,9183.0,404970021.0,0.0,0.0,0.0,0.1901034,-0.2215178,-0.2215178,0.02,,0.0,-0.03120199,0.0,0.0
111,9246.0,405069972.0,0.0,0.0,0.0,0.1901034,-0.2174953,-0.2174953,-0.09,,0.0,-0.02120199,0.0,0.0
112,9310.0,405169954.0,0.0,0.0,0.0,0.1901034,-0.2104052,-0.2104052,-0.09,,0.0,-0.0213088,1.0,1.0
113,9372.0,405270005.0,0.0,0.0,0.0,0.1901034,-0.2043572,-0.2043572,-0.08,,0.0,-0.0113088,1.0,1.0
114,9435.0,405369999.0,0.0,0.0,0.0,0.1901034,-0.1994455,-0.1994455,-0.12,,0.0,-0.001308804,1.0,1.0
115,9497.0,405470018.0,0.0,0.0,0.0,0.1901034,-0.1954078,-0.1954078,-0.2,,0.0,-0.001308804,1.0,1.0
116,9560.0,405570068.0,0.0,0.0,0.0,0.1901034,-0.1923844,-0.1923844,-0.19,,0.0,-0.001308804,1.0,1.0
117,9624.0,405670012.0,0.0,0.0,0.0,0.1901034,-0.1903112,-0.1903112,-0.03,,0.0,-0.001308804,1.0,1.0
118,9685.0,405770068.0,0.0,0.0,0.0,0.1901034,-0.1895753,-0.1895753,0.06,,0.0,0.008584384,1.0,1.0
119,9749.0,405869978.0,0.0,0.0,0.0,0.1901034,-0.1880465,-0.1880465,-0.13,,0.0,0.008584384,1.0,1.0
120,9810.0,405969940.0,0.0,0.0,0.0,0.1901034,-0.1848482,-0.1848482,-0.1,,0.0,0.008584384,1.0,1.0
121,9874.0,406069967.0,0.0,0.0,0.0,0.1901034,-0.1823415,-0.1823415,0.0,,0.0,0.008584384,1.0,1.0
122,9938.0,406169972.0,0.0,0.0,0.0,0.1901034,-0.1816546,-0.1816546,-0.14,,0.0,0.008584384,1.0,1.0
123,10000.0,406269988.0,0.0,0.0,0.0,0.1901034,-0.1800595,-0.1800595,0.0,,0.0,0.008477572,1.0,1.0
124,10063.0,406369978.0,0.0,0.0,0.0,0.1901034,-0.1780703,-0.1780703,-0.01,,0.0,0.01847757,1.0,1.0
125,10125.0,406470051.0,0.0,0.0,0.0,0.1901034,-0.1760014,-0.1760014,-0.11,,0.0,0.01847757,1.0,1.0
126,10188.0,406569987.0,0.0,0.0,0.0,0.1901034,-0.1741107,-0.1741107,-0.1,,0.0,0.01847757,1.0,1.0
127,10252.0,406669960.0,0.0,0.0,0.0,0.1901034,-0.1717747,-0.1717747,-0.25,,0.0,0.01847757,1.0,1.0
128,10313.0,406769978.0,0.0,0.0,0.0,0.1901034,-0.1688878,-0.1688878,-0.15,,0.0,0.02847757,1.0,1.0
129,10377.0,406869965.0,0.0,0.0,0.0,0.1901034,-0.1661832,-0.1661832,-0.05,,0.0,0.02836885,1.0,1.0
130,10441.0,406970027.0,0.0,0.0,0.0,0.1901034,-0.1626306,-0.1626306,-0.08,,0.0,0.02836885,1.0,1.0
131,10505.0,407069971.0,0.0,0.0,0.0,0.1901034,-0.1598474,-0.1598474,-0.06,,0.0,0.03836885,1.0,1.0
132,10570.0,407169978.0,0.0,0.0,0.0,0.1901034,-0.1583944,-0.1583944,0.04,,0.0,0.03825632,1.0,1.0
133,10630.0,407270016.0,0.0,0.0,0.0,0.1901034,-0.1570864,-0.1570864,-0.18,,0.0,0.03825632,1.0,1.0
134,10691.0,407370009.0,0.0,0.0,0.0,0.1901034,-0.1562709,-0.1562709,0.08,,0.0,0.03825632,1.0,1.0
135,10751.0,407469987.0,0.0,0.0,0.0,0.1901034,-0.1551711,-0.1551711,-0.05,,0.0,0.03825632,1.0,1.0
136,10812.0,407569971.0,0.0,0.0,0.0,0.1901034,-0.1533299,-0.1533299,-0.15,,0.0,0.03825632,1.0,1.0
137,10874.0,407669960.0,0.0,0.0,0.0,0.1901034,-0.1511392,-0.1511392,0.0,,0.0,0.03825632,1.0,1.0
138,10933.0,407769952.0,0.0,0.0,0.0,0.1901034,-0.1497669,-0.1497669,-0.07,,0.0,0.04814951,1.0,1.0
139,10995.0,407869967.0,0.0,0.0,0.0,0.1901034,-0.1475009,-0.1475009,-0.21,,0.0,0.04814951,1.0,1.0
140,11054.0,407969988.0,0.0,0.0,0.0,0.1901034,-0.1443591,-0.1443591,-0.09,,0.0,0.04814951,1.0,1.0
141,11115.0,408069980.0,0.04624963,1.206249e-05,0.01828157,0.1901034,-0.1417976,-0.1417976,-0.16,,0.0,0.04814951,1.0,1.0
142,11178.0,408169922.0,0.09624937,2.458692e-05,0.0590167,0.1901034,-0.1393642,-0.1393642,-0.13,,0.0,0.05814951,1.0,1.0
143,11238.0,408269964.0,0.1462492,3.454089e-05,0.1063364,0.1901034,-0.1373015,-0.1373015,-0.19,,0.0,0.05814951,1.0,1.0
144,11299.0,408369919.0,0.1962492,4.506111e-05,0.1555654,0.1901034,-0.1354967,-0.1354967,-0.04,,0.0,0.05814951,1.0,1.0
145,11359.0,408470015.0,0.2462491,6.28233e-05,0.2053506,0.1901034,-0.1346086,-0.1346086,-0.03,,0.0,0.05814951,3.0,3.0
146,11420.0,408569976.0,0.2962491,6.622076e-05,0.2552995,0.1901034,-0.1348883,-0.1348883,0.06,,0.0,0.05814951,1.0,1.0
147,11482.0,408669960.0,0.3462493,8.291006e-05,0.3052936,0.1901034,-0.1348278,-0.1348278,-1.08,,0.0,0.05814951,1.0,1.0
148,11541.0,408769982.0,0.3962498,9.602308e-05,0.3553003,0.1901034,-0.1355241,-0.1355241,-1.03,,0.0,0.05814951,3.0,3.0
149,11603.0,408869998.0,0.4462505,0.0001107454,0.4053098,0.1901034,-0.1368336,-0.1368336,-1.22,,0.0,0.05814951,4.0,4.0
150,11663.0,408970012.0,0.480442,0.0001598597,0.4538058,0.1901034,-0.1336057,-0.1368375,-1.16,,0.0,0.05814951,14.0,13.0
151,11724.0,409069942.0,0.4397947,0.0003199279,0.4557681,0.1901034,-0.113852,-0.1222243,-1.15,,0.0,0.06814951,25.0,33.0
152,11787.0,409169990.0,0.4043518,0.0006485283,0.4269852,0.1901034,-0.08553448,-0.08407629,-0.34,,0.0,0.1080408,30.0,52.0
153,11847.0,409269992.0,0.3810258,0.0007531941,0.4006988,0.1901034,-0.05313139,-0.02500792,-0.42,,0.0,0.1680408,30.0,70.0
154,11908.0,409370034.0,0.3667574,0.0004100502,0.3800882,0.1901034,-0.01818369,0.05446021,0.64,,0.0,0.247934,28.0,78.0
155,11968.0,409470012.0,0.353614,0.0002793968,0.3633485,0.1901034,0.01878631,0.1388086,0.81,,0.0,0.327934,25.0,81.0
156,12029.0,409569997.0,0.3307468,0.0001784265,0.3469236,0.1901034,0.05596934,0.2259314,1.35,,0.0,0.417934,19.0,81.0
157,12091.0,409669988.0,0.340187,9.36389e-05,0.3396811,0.1901034,0.09106847,0.3098405,1.01,,0.0,0.4978214,12.0,76.0
158,12150.0,409770014.0,0.3478945,7.855892e-05,0.3411148,0.1901034,0.1260992,0.3866532,0.8,,0.0,0.5778214,9.0,63.0
159,12212.0,409869994.0,0.3502699,1.54078e-05,0.3468564,0.1901034,0.1637208,0.4624131,0.72,,0.0,0.6578214,10.0,55.0
160,12271.0,409969989.0,0.3477772,7.152557e-07,0.3490336,0.1901034,0.2069644,0.5344023,0.78,,0.0,0.7278214,13.0,49.0
161,12331.0,410070065.0,0.3510267,4.976988e-06,0.3481939,0.1901034,0.2552965,0.6006712,0.83,,0.0,0.7978214,16.0,45.0
162,12394.0,410169961.0,0.3569458,5.871058e-06,0.3519973,0.1901034,0.3078508,0.6594097,1.43,,0.0,0.8478214,19.0,41.0
163,12455.0,410270029.0,0.3612105,5.084276e-05,0.3572369,0.1901034,0.3641904,0.7113364,1.26,,0.0,0.9078214,23.0,37.0
164,12516.0,410369931.0,0.361551,4.711747e-05,0.3600425,0.1901034,0.4237282,0.7625798,1.06,,0.0,0.9578214,26.0,35.0
165,12576.0,410469977.0,0.3652685,3.370643e-05,0.362194,0.1901034,0.4857373,0.8184403,1.44,,0.0,1.007821,29.0,33.0
166,12637.0,410569994.0,0.368682,3.778934e-05,0.3644988,0.1901034,0.5498303,0.8732696,1.69,,0.0,1.067821,32.0,33.0
167,12699.0,410669979.0,0.3693814,2.294779e-05,0.3678537,0.1901034,0.6158639,0.928768,1.71,,0.0,1.117821,35.0,32.0
168,12758.0,410769972.0,0.3744357,3.772974e-05,0.3705903,0.1901034,0.6840284,0.9876039,1.57,,0.0,1.177821,38.0,36.0
169,12820.0,410869993.0,0.3688311,2.172589e-05,0.3718022,0.1901034,0.7543972,1.05143,1.05,,0.0,1.247821,41.0,35.0
170,12880.0,410969948.0,0.3711636,1.221895e-05,0.3714194,0.1901034,0.8268152,1.115661,1.51,,0.0,1.307821,44.0,41.0
171,12940.0,411070006.0,0.3803454,1.055002e-05,0.3742002,0.1901034,0.9016458,1.176236,1.21,,0.0,1.367715,48.0,42.0
172,13003.0,411170009.0,0.3751146,7.152557e-07,0.3764381,0.1901034,0.978808,1.235689,0.99,,0.0,1.427715,52.0,45.0
173,13064.0,411270016.0,0.3696253,5.722046e-06,0.3748049,0.1901034,1.05722,1.295429,1.35,,0.0,1.487715,54.0,49.0
174,13125.0,411369936.0,0.3587632,2.05636e-06,0.3646479,0.1901034,1.133515,1.353449,1.32,,0.0,1.547715,51.0,51.0
175,13185.0,411469972.0,0.3322765,4.470348e-07,0.349249,0.1901034,1.202763,1.407379,1.11,,0.0,1.597715,43.0,48.0
176,13246.0,411570000.0,0.3456132,8.940697e-07,0.3432114,0.1901034,1.26199,1.453473,1.39,,0.0,1.647715,35.0,46.0
177,13308.0,411669918.0,0.3570723,1.758337e-06,0.3493324,0.1901034,1.314647,1.490836,1.45,,0.0,1.687715,33.0,43.0
178,13367.0,411770029.0,0.3616099,4.082918e-06,0.3581084,0.1901034,1.365313,1.519494,1.44,,0.0,1.707821,34.0,33.0
179,13429.0,411870024.0,0.3530917,7.450581e-06,0.3574331,0.1901034,1.414692,1.545756,2.05,,0.0,1.737934,34.0,34.0
180,13488.0,411970019.0,0.3405916,1.510978e-05,0.3486822,0.1901034,1.458849,1.56778,1.85,,0.0,1.758041,29.0,30.0
181,13551.0,412069980.0,0.3454006,3.814697e-06,0.3463732,0.1901034,1.495262,1.592284,1.85,,0.0,1.788149,23.0,25.0
182,13615.0,412169949.0,0.3453154,1.519918e-06,0.3470695,0.1901034,1.52506,1.614885,1.37,,0.0,1.808256,17.0,18.0
183,13675.0,412269975.0,0.3466288,4.351139e-06,0.3468672,0.1901034,1.549443,1.6351,1.18,,0.0,1.828369,13.0,15.0
184,13737.0,412369955.0,0.3589065,6.109476e-06,0.351361,0.1901034,1.569969,1.646676,1.45,,0.0,1.838477,12.0,10.0
185,13797.0,412469993.0,0.3681074,2.890825e-06,0.3596248,0.1901034,1.590306,1.649846,1.43,,0.0,1.838691,14.0,10.0
186,13858.0,412569970.0,0.3650564,4.768372e-07,0.3636769,0.1901034,1.611601,1.648064,1.77,,0.0,1.838798,17.0,8.0
187,13920.0,412669993.0,0.3574847,1.877546e-06,0.3616203,0.1901034,1.632331,1.646412,1.79,,0.0,1.83891,17.0,9.0
188,13979.0,412770030.0,0.3602825,1.847744e-06,0.3596918,0.1901034,1.649733,1.646366,1.81,,0.0,1.839017,16.0,9.0
189,14041.0,412869977.0,0.3635901,8.374453e-06,0.360979,0.1901034,1.663974,1.649584,1.74,,0.0,1.839132,14.0,7.0
190,14100.0,412969975.0,0.3630704,1.308322e-05,0.3620649,0.1901034,1.675667,1.654276,1.55,,0.0,1.849345,12.0,8.0
191,14160.0,413069985.0,0.3695669,0.0002216995,0.3656849,0.1901034,1.686283,1.660193,1.43,,0.0,1.859565,13.0,7.0
192,14224.0,413169943.0,0.369091,0.001035064,0.3680284,0.1901034,1.696414,1.664858,1.43,,0.0,1.859671,12.0,5.0
193,14284.0,413270027.0,0.3640828,0.002614707,0.369627,0.1901034,1.705692,1.668776,1.76,,0.0,1.859887,12.0,0.0
194,14346.0,413369955.0,0.366218,0.004520625,0.3710874,0.1901034,1.713935,1.672557,1.68,,0.0,1.870108,11.0,4.0
