,0,1,2,3
48,4949.0,398769991.0,0.0,40.0
49,5021.0,398870001.0,0.0,40.0
50,5089.0,398970060.0,0.0,40.0
51,5160.0,399069988.0,0.0,40.0
52,5232.0,399169962.0,0.0,40.0
53,5301.0,399270111.0,0.0,40.0
54,5372.0,399370018.0,0.0,40.0
55,5442.0,399470046.0,0.0,40.0
56,5512.0,399570035.0,0.0,40.0
57,5584.0,399669969.0,0.0,40.0
58,5654.0,399770041.0,0.0,40.0
59,5725.0,399869996.0,0.0,40.0
60,5794.0,399969974.0,0.0,40.0
61,5865.0,400070022.0,0.0,40.0
62,5937.0,400170035.0,0.0,40.0
63,6006.0,400270034.0,0.0,40.0
64,6077.0,400369988.0,0.0,40.0
65,6146.0,400470004.0,0.0,40.0
66,6217.0,400569999.0,0.0,40.0
67,6289.0,400670047.0,0.0,40.0
68,6358.0,400770023.0,0.0,40.0
69,6430.0,400870031.0,0.0,40.0
70,6502.0,400969983.0,0.0,40.0
71,6572.0,401070062.0,0.0,40.0
72,6645.0,401169981.0,0.0,40.0
73,6715.0,401270026.0,0.0,40.0
74,6786.0,401370032.0,0.0,40.0
75,6855.0,401470005.0,0.0,40.0
76,6927.0,401570016.0,0.0,40.0
77,6998.0,401670005.0,0.0,40.0
78,7067.0,401769978.0,0.0,40.0
79,7142.0,401870060.0,0.0,40.0
80,7211.0,401970055.0,0.0,40.0
81,7281.0,402069980.0,0.0,40.0
82,7353.0,402169996.0,0.0,40.0
83,7422.0,402270010.0,0.0,40.0
84,7493.0,402370010.0,0.0,40.0
85,7562.0,402470016.0,0.0,40.0
86,7633.0,402570007.0,0.0,40.0
87,7704.0,402669976.0,0.0,40.0
88,7773.0,402770017.0,0.0,40.0
89,7846.0,402870066.0,0.0,40.0
90,7915.0,402969989.0,0.0,40.0
91,7985.0,403070025.0,0.0,40.0
92,8055.0,403169996.0,0.0,40.0
93,8117.0,403270012.0,0.0,40.0
94,8180.0,403370023.0,0.0,40.0
95,8242.0,403469997.0,0.0,40.0
96,8305.0,403570035.0,0.0,40.0
97,8369.0,403670028.0,0.0,40.0
98,8430.0,403770051.0,0.0,40.0
99,8494.0,403869971.0,0.0,40.0
100,8556.0,403970032.0,0.0,40.0
101,8619.0,404069975.0,0.0,40.0
102,8683.0,404170045.0,0.0,40.0
103,8745.0,404270014.0,0.0,40.0
104,8808.0,404370025.0,0.0,40.0
105,8870.0,404469972.0,0.0,40.0
106,8933.0,404569969.0,0.0,40.0
107,8997.0,404670064.0,0.0,40.0
108,9058.0,404770008.0,0.0,40.0
109,9122.0,404870049.0,0.0,40.0
110,9184.0,404970025.0,0.0,40.0
111,9247.0,405070010.0,0.0,40.0
112,9311.0,405169958.0,0.0,40.0
113,9373.0,405270011.0,0.0,40.0
114,9436.0,405370004.0,0.0,40.0
115,9498.0,405470042.0,0.0,40.0
116,9561.0,405570073.0,0.0,40.0
117,9625.0,405670017.0,0.0,40.0
118,9686.0,405770074.0,0.0,40.0
119,9750.0,405869997.0,0.0,40.0
120,9811.0,405969965.0,0.0,40.0
121,9875.0,406069972.0,0.0,40.0
122,9939.0,406169977.0,0.0,40.0
123,10001.0,406270018.0,0.0,40.0
124,10064.0,406369983.0,0.0,40.0
125,10126.0,406470071.0,0.0,40.0
126,10189.0,406569992.0,0.0,40.0
127,10253.0,406669965.0,0.0,40.0
128,10314.0,406770004.0,0.0,40.0
129,10378.0,406869972.0,0.0,40.0
130,10442.0,406970035.0,0.0,40.0
131,10506.0,407069976.0,0.0,40.0
132,10571.0,407169983.0,0.0,40.0
133,10631.0,407270021.0,0.0,40.0
134,10692.0,407370016.0,0.0,40.0
135,10752.0,407469992.0,0.0,40.0
136,10813.0,407569975.0,0.0,40.0
137,10875.0,407670000.0,0.0,40.0
138,10934.0,407769958.0,0.0,40.0
139,10996.0,407869971.0,0.0,40.0
140,11055.0,407969993.0,0.0,40.0
141,11116.0,408069985.0,0.0,40.0
142,11179.0,408169927.0,0.0,40.0
143,11239.0,408269969.0,0.0,40.0
144,11300.0,408369924.0,0.0,40.0
145,11360.0,408470020.0,0.0,42.05677
146,11421.0,408569981.0,0.0,46.94956
147,11483.0,408669965.0,0.0,51.48846
148,11542.0,408769987.0,0.0,55.36503
149,11604.0,408870027.0,0.0,59.26414
150,11664.0,408970019.0,0.0,62.7145
151,11725.0,409069975.0,0.0,63.0662
152,11788.0,409169996.0,0.0,61.1569
153,11848.0,409270017.0,0.0,59.14708
154,11909.0,409370039.0,0.0,57.66694
155,11969.0,409470017.0,0.0,56.32345
156,12030.0,409570004.0,0.0,55.05761
157,12092.0,409669993.0,0.0,54.42615
158,12151.0,409770019.0,0.0,54.51538
159,12213.0,409870001.0,0.0,54.98527
160,12272.0,409969994.0,0.0,55.1771
161,12332.0,410070071.0,0.0,55.10816
162,12395.0,410169966.0,0.0,55.38501
163,12456.0,410270034.0,0.0,55.79395
164,12517.0,410369935.0,0.0,56.02507
165,12577.0,410469984.0,0.0,56.17174
166,12638.0,410570001.0,0.0,56.37108
167,12700.0,410669987.0,0.0,56.62487
168,12759.0,410769977.0,0.0,56.84834
169,12821.0,410870014.0,0.0,56.93259
170,12881.0,410969953.0,0.0,56.898
171,12941.0,411070013.0,0.0,57.11149
172,13004.0,411170014.0,0.0,57.27917
173,13065.0,411270023.0,0.0,57.17642
174,13126.0,411369942.0,0.0,56.46315
175,13186.0,411469977.0,0.0,55.25038
176,13247.0,411570006.0,0.0,54.69984
177,13309.0,411669923.0,0.0,55.14966
178,13368.0,411770035.0,0.0,55.83832
179,13430.0,411870029.0,0.0,55.83765
180,13489.0,411970024.0,0.0,55.17908
181,13552.0,412069997.0,0.0,54.9476
182,13616.0,412169954.0,0.0,55.01102
183,13676.0,412269980.0,0.0,54.99422
184,13738.0,412369962.0,0.0,55.31231
185,13798.0,412469998.0,0.0,55.98599
186,13859.0,412569974.0,0.0,56.29858
187,13921.0,412670004.0,0.0,56.16387
188,13980.0,412770037.0,0.0,56.00117
189,14042.0,412869982.0,0.0,56.105
190,14101.0,412969984.0,0.0,56.16905
191,14161.0,413069990.0,0.0,56.45926
192,14225.0,413169967.0,0.0,56.63873
193,14285.0,413270032.0,0.0,56.75153
194,14347.0,413369961.0,0.0,56.89371
195,14407.0,413470010.0,0.0,56.7733
196,14468.0,413569974.0,0.0,56.63466
197,14530.0,413670040.0,0.0,56.55085
198,14589.0,413770008.0,0.0,56.46086
199,14651.0,413869977.0,0.0,56.20809
200,14710.0,413969956.0,0.0,56.1512
201,14770.0,414069980.0,0.0,56.16322
202,14833.0,414169980.0,0.0,56.20081
203,14893.0,414270014.0,0.0,56.20876
204,14954.0,414369961.0,0.0,56.29776
205,15015.0,414469985.0,0.0,56.38358
206,15076.0,414569977.0,0.0,56.41058
207,15138.0,414669988.0,0.0,56.42205
208,15197.0,414770033.0,0.0,56.90401
209,15259.0,414870013.0,0.0,57.65971
210,15318.0,414970006.0,0.0,57.8776
211,15378.0,415070016.0,0.0,57.91146
212,15441.0,415169953.0,0.0,57.80405
213,15501.0,415269976.0,0.0,57.65953
214,15562.0,415370006.0,0.0,57.50822
215,15623.0,415470054.0,0.0,57.2798
216,15685.0,415569977.0,0.0,57.02621
217,15747.0,415670030.0,0.0,56.46111
218,15806.0,415769998.0,0.0,55.96861
219,15867.0,415869946.0,0.0,55.78023
220,15926.0,415969984.0,0.0,55.75201
221,15986.0,416070034.0,0.0,55.76543
222,16049.0,416170007.0,0.0,55.8051
223,16109.0,416270033.0,0.0,55.93354
224,16170.0,416370011.0,0.0,55.71989
225,16230.0,416470028.0,0.0,55.94067
226,16292.0,416570017.0,0.0,56.09118
227,16354.0,416669976.0,0.0,56.32523
228,16413.0,416769990.0,0.0,56.77379
229,16475.0,416869986.0,0.0,57.15477
230,16534.0,416970009.0,0.0,57.29774
231,16594.0,417069996.0,0.0,57.38399
232,16660.0,417170017.0,0.0,57.35057
233,16720.0,417270042.0,0.0,57.31353
234,16781.0,417369987.0,0.0,57.23028
235,16841.0,417469996.0,0.0,56.98085
236,16903.0,417570000.0,0.0,56.64759
237,16965.0,417669957.0,0.0,56.45842
238,17024.0,417769984.0,0.0,56.35761
239,17086.0,417870014.0,0.0,56.15864
240,17145.0,417969994.0,0.0,55.92068
241,17205.0,418069998.0,0.0,55.81058
242,17268.0,418170008.0,0.0,55.76268
243,17328.0,418270022.0,0.0,55.83957
244,17389.0,418370030.0,0.0,55.99505
245,17450.0,418469971.0,0.0,56.09231
246,17512.0,418569970.0,0.0,55.89822
247,17575.0,418669965.0,0.0,55.86611
248,17634.0,418770032.0,0.0,55.97841
249,17696.0,418869988.0,0.0,56.12229
250,17755.0,418969972.0,0.0,56.27392
251,17815.0,419070024.0,0.0,56.49453
252,17877.0,419169931.0,0.0,56.51279
253,17938.0,419270034.0,0.0,56.5422
254,17999.0,419369980.0,0.0,56.53389
255,18059.0,419469998.0,0.0,56.45664
256,18120.0,419569975.0,0.0,56.55944
257,18183.0,419669979.0,0.0,56.76149
258,18242.0,419769952.0,0.0,56.81257
259,18304.0,419869979.0,0.0,57.20881
260,18363.0,419970021.0,0.0,57.66163
261,18423.0,420069947.0,0.0,57.77067
262,18485.0,420170003.0,0.0,57.30106
263,18546.0,420270025.0,0.0,56.43715
264,18607.0,420369973.0,0.0,56.04655
265,18667.0,420469995.0,0.0,55.76199
266,18728.0,420570032.0,0.0,55.61652
267,18792.0,420669987.0,0.0,55.53576
268,18852.0,420770004.0,0.0,55.52222
269,18914.0,420869994.0,0.0,55.59325
270,18974.0,420970000.0,0.0,55.64554
271,19036.0,421069991.0,0.0,55.7962
272,19098.0,421169995.0,0.0,55.96342
273,19159.0,421270005.0,0.0,56.0902
274,19220.0,421369991.0,0.0,56.1877
275,19280.0,421469954.0,0.0,56.29585
276,19341.0,421569950.0,0.0,56.39969
277,19402.0,421670002.0,0.0,56.45895
278,19463.0,421770023.0,0.0,56.45292
279,19525.0,421869975.0,0.0,56.43305
280,19584.0,421970011.0,0.0,56.49589
281,19644.0,422070012.0,0.0,56.49666
282,19706.0,422169968.0,0.0,56.42845
283,19770.0,422270014.0,0.0,56.44686
284,19831.0,422369972.0,0.0,56.54702
285,19891.0,422469947.0,0.0,56.50692
286,19952.0,422569966.0,0.0,56.47007
287,20013.0,422670055.0,0.0,56.48983
288,20073.0,422769980.0,0.0,56.44955
289,20136.0,422870006.0,0.0,56.45903
290,20195.0,422970010.0,0.0,56.38658
291,20255.0,423069946.0,0.0,56.20958
292,20318.0,423169958.0,0.0,56.24149
293,20379.0,423269983.0,0.0,56.66931
294,20440.0,423370003.0,0.0,57.39132
295,20500.0,423470027.0,0.0,58.03821
296,20561.0,423570043.0,0.0,57.63519
297,20622.0,423669971.0,0.0,56.92004
298,20682.0,423770020.0,0.0,56.7281
299,20745.0,423869995.0,0.0,56.45449
300,20804.0,423969977.0,0.0,56.25324
301,20864.0,424070018.0,0.0,56.29926
302,20926.0,424169987.0,0.0,56.48516
303,20987.0,424269975.0,0.0,56.45641
304,21048.0,424370021.0,0.0,56.3342
305,21108.0,424470080.0,0.0,56.25425
306,21169.0,424569989.0,0.0,56.0811
307,21230.0,424669973.0,0.0,56.14993
308,21291.0,424770033.0,0.0,56.18166
309,21355.0,424870019.0,0.0,56.06911
310,21417.0,424970069.0,0.0,56.10534
311,21479.0,425070053.0,0.0,56.28675
312,21543.0,425170026.0,0.0,56.30294
313,21606.0,425270075.0,0.0,56.3217
314,21669.0,425370021.0,0.0,56.46017
315,21731.0,425470029.0,0.0,56.43925
316,21794.0,425570082.0,0.0,56.50963
317,21857.0,425670044.0,0.0,56.63353
318,21919.0,425770076.0,0.0,56.62283
319,21983.0,425870007.0,0.0,56.73082
320,22045.0,425970010.0,0.0,56.73861
321,22107.0,426070018.0,0.0,56.71164
322,22171.0,426170020.0,0.0,57.20414
323,22234.0,426270088.0,0.0,57.67263
324,22297.0,426370043.0,0.0,57.62212
325,22359.0,426470051.0,0.0,57.5065
326,22422.0,426570046.0,0.0,57.43422
327,22485.0,426670028.0,0.0,57.43006
328,22547.0,426770013.0,0.0,57.35866
329,22610.0,426870060.0,0.0,57.12588
330,22672.0,426970021.0,0.0,56.87547
331,22735.0,427070033.0,0.0,56.69761
332,22799.0,427170020.0,0.0,56.60471
333,22861.0,427270014.0,0.0,56.37905
334,22927.0,427370074.0,0.0,55.68775
335,22989.0,427470029.0,0.0,55.37096
336,23052.0,427570026.0,0.0,55.24587
337,23115.0,427670085.0,0.0,55.24898
338,23177.0,427770033.0,0.0,55.39215
339,23241.0,427870029.0,0.0,55.55169
340,23302.0,427970057.0,0.0,55.78829
341,23365.0,428070102.0,0.0,56.08603
342,23429.0,428170017.0,0.0,56.46002
343,23492.0,428270108.0,0.0,56.7681
344,23555.0,428370038.0,0.0,56.87924
345,23617.0,428470030.0,0.0,57.02898
346,23680.0,428570029.0,0.0,57.26744
347,23743.0,428670071.0,0.0,57.53992
348,23805.0,428770037.0,0.0,57.58031
349,23869.0,428870027.0,0.0,57.57946
350,23930.0,428970072.0,0.0,57.59715
351,23992.0,429070012.0,0.0,57.58631
352,24058.0,429170048.0,0.0,57.56548
353,24121.0,429270055.0,0.0,57.50651
354,24184.0,429370026.0,0.0,57.33848
355,24246.0,429470045.0,0.0,57.07729
356,24309.0,429570011.0,0.0,56.71816
357,24372.0,429670032.0,0.0,56.6176
358,24434.0,429770060.0,0.0,56.52588
359,24498.0,429870089.0,0.0,56.39117
360,24559.0,429970007.0,0.0,56.45267
361,24621.0,430070067.0,0.0,56.45643
362,24686.0,430169996.0,0.0,56.49368
363,24749.0,430270035.0,0.0,56.49471
364,24812.0,430370059.0,0.0,56.45095
365,24874.0,430470031.0,0.0,56.43064
366,24937.0,430570042.0,0.0,56.39864
367,25000.0,430670038.0,0.0,56.43437
368,25062.0,430770131.0,0.0,56.47385
369,25126.0,430870062.0,0.0,56.51297
370,25188.0,430970083.0,0.0,56.55561
371,25250.0,431070031.0,0.0,56.53522
372,25315.0,431170028.0,0.0,56.55888
373,25379.0,431270046.0,0.0,56.58802
374,25442.0,431370047.0,0.0,56.57528
375,25504.0,431470042.0,0.0,56.4244
376,25567.0,431570044.0,0.0,56.31641
377,25630.0,431670042.0,0.0,56.3907
378,25692.0,431770057.0,0.0,56.48722
379,25756.0,431870028.0,0.0,56.48305
380,25817.0,431970072.0,0.0,56.48958
381,25879.0,432070028.0,0.0,56.49308
382,25945.0,432170098.0,0.0,56.5938
383,26009.0,432270021.0,0.0,56.68161
384,26072.0,432370041.0,0.0,56.67572
385,26138.0,432470061.0,0.0,56.57631
386,26201.0,432570102.0,0.0,56.53955
387,26264.0,432670004.0,0.0,56.50255
388,26326.0,432770071.0,0.0,56.62862
389,26390.0,432870003.0,0.0,56.65735
390,26451.0,432970006.0,0.0,56.61019
391,26513.0,433070059.0,0.0,56.6024
392,26578.0,433170024.0,0.0,56.46423
393,26641.0,433270075.0,0.0,56.3434
394,26705.0,433370061.0,0.0,56.34272
395,26767.0,433470073.0,0.0,56.26312
396,26830.0,433569979.0,0.0,56.2361
397,26893.0,433670059.0,0.0,56.19243
398,26955.0,433769993.0,0.0,56.32593
399,27019.0,433870079.0,0.0,56.46961
400,27080.0,433970049.0,0.0,56.57606
401,27142.0,434070088.0,0.0,56.72359
402,27207.0,434170052.0,0.0,56.84576
403,27270.0,434270066.0,0.0,56.89476
404,27334.0,434370044.0,0.0,56.84004
405,27396.0,434470037.0,0.0,56.85893
406,27459.0,434570086.0,0.0,56.80807
407,27522.0,434670056.0,0.0,56.83421
408,27584.0,434770063.0,0.0,56.82403
409,27648.0,434870018.0,0.0,56.74874
410,27709.0,434970037.0,0.0,56.66508
411,27771.0,435070045.0,0.0,56.51259
412,27835.0,435169982.0,0.0,56.40095
413,27898.0,435270088.0,0.0,56.3889
414,27961.0,435370047.0,0.0,56.29434
415,28024.0,435470064.0,0.0,56.25257
416,28087.0,435570049.0,0.0,56.2999
417,28150.0,435670036.0,0.0,56.41892
418,28212.0,435770014.0,0.0,56.28686
419,28277.0,435870033.0,0.0,56.37314
420,28338.0,435970054.0,0.0,56.34255
421,28400.0,436070051.0,0.0,56.30342
422,28464.0,436170056.0,0.0,56.42199
423,28527.0,436270030.0,0.0,56.56469
424,28590.0,436370055.0,0.0,56.68752
425,28653.0,436470007.0,0.0,56.81577
426,28716.0,436570039.0,0.0,56.93174
427,28779.0,436670052.0,0.0,57.05888
428,28841.0,436770026.0,0.0,57.0802
429,28905.0,436870009.0,0.0,57.16316
430,28966.0,436970031.0,0.0,57.34904
431,29028.0,437070100.0,0.0,57.3604
432,29092.0,437170034.0,0.0,57.19826
433,29154.0,437270101.0,0.0,56.92236
434,29217.0,437370035.0,0.0,56.72729
435,29279.0,437470057.0,0.0,56.58783
436,29346.0,437570060.0,0.0,56.51213
437,29409.0,437670030.0,0.0,56.52638
438,29471.0,437769974.0,0.0,56.61256
439,29535.0,437870030.0,0.0,56.72905
440,29596.0,437970078.0,0.0,56.82367
441,29658.0,438070036.0,0.0,56.86921
442,29728.0,438170044.0,0.0,56.8717
443,29791.0,438270055.0,0.0,56.83061
444,29854.0,438370062.0,0.0,56.66389
445,29917.0,438470106.0,0.0,56.55247
446,29982.0,438570042.0,0.0,56.48646
447,30045.0,438670047.0,0.0,56.40225
448,30107.0,438770025.0,0.0,56.25713
449,30171.0,438870067.0,0.0,56.21708
450,30232.0,438969963.0,0.0,56.12583
451,30294.0,439070055.0,0.0,55.96391
452,30358.0,439170019.0,0.0,55.93197
453,30421.0,439270059.0,0.0,55.93684
454,30484.0,439370038.0,0.0,56.00018
455,30546.0,439470085.0,0.0,55.91951
456,30609.0,439570052.0,0.0,55.94991
457,30673.0,439670015.0,0.0,55.94337
458,30735.0,439770075.0,0.0,56.04062
459,30799.0,439869995.0,0.0,56.13256
460,30860.0,439970113.0,0.0,56.23273
461,30922.0,440070077.0,0.0,56.34335
462,30986.0,440170036.0,0.0,56.41777
463,31049.0,440270035.0,0.0,56.39038
464,31112.0,440369978.0,0.0,56.3596
465,31174.0,440470017.0,0.0,56.36666
466,31237.0,440570068.0,0.0,56.33353
467,31301.0,440670065.0,0.0,56.42176
468,31363.0,440770029.0,0.0,56.4384
469,31427.0,440870067.0,0.0,56.38292
470,31489.0,440970003.0,0.0,56.34415
471,31551.0,441070009.0,0.0,56.34683
472,31615.0,441170034.0,0.0,56.3208
473,31678.0,441270085.0,0.0,56.26101
474,31741.0,441370014.0,0.0,56.24326
475,31803.0,441469994.0,0.0,56.23371
476,31866.0,441570086.0,0.0,56.23062
477,31929.0,441670019.0,0.0,56.22633
478,31992.0,441770066.0,0.0,56.21048
479,32056.0,441870019.0,0.0,56.18084
480,32117.0,441970039.0,0.0,56.18824
481,32179.0,442070050.0,0.0,56.26068
482,32243.0,442170011.0,0.0,56.39466
483,32306.0,442270012.0,0.0,56.45126
484,32369.0,442370074.0,0.0,56.45178
485,32431.0,442470074.0,0.0,56.41296
486,32494.0,442570052.0,0.0,56.40816
487,32560.0,442670053.0,0.0,56.39894
488,32623.0,442770071.0,0.0,56.29782
489,32687.0,442870042.0,0.0,56.2423
490,32748.0,442970031.0,0.0,56.19611
491,32810.0,443070060.0,0.0,56.03999
492,32875.0,443170035.0,0.0,55.94303
493,32938.0,443270066.0,0.0,55.88147
494,33001.0,443370071.0,0.0,55.85948
495,33063.0,443470063.0,0.0,55.87038
496,33126.0,443570101.0,0.0,55.88951
497,33189.0,443670027.0,0.0,55.85674
498,33251.0,443769994.0,0.0,55.89393
499,33316.0,443870021.0,0.0,55.94135
500,33377.0,443970016.0,0.0,55.9119
501,33439.0,444070037.0,0.0,55.90976
502,33503.0,444170032.0,0.0,55.89805
503,33566.0,444270099.0,0.0,55.96667
504,33629.0,444370021.0,0.0,56.01814
505,33691.0,444470126.0,0.0,55.99731
506,33754.0,444570036.0,0.0,55.98688
507,33817.0,444670060.0,0.0,55.95198
508,33879.0,444770013.0,0.0,55.927
509,33944.0,444870044.0,0.0,55.99228
510,34005.0,444970066.0,0.0,56.02695
511,34067.0,445070069.0,0.0,56.03707
512,34131.0,445170036.0,0.0,56.05171
513,34194.0,445270067.0,0.0,56.10552
514,34257.0,445370062.0,0.0,56.11367
515,34319.0,445470101.0,0.0,56.16545
516,34382.0,445569977.0,0.0,56.20952
517,34445.0,445669997.0,0.0,56.34499
518,34507.0,445770043.0,0.0,56.31422
519,34571.0,445870031.0,0.0,56.25175
520,34633.0,445970021.0,0.0,56.20554
521,34695.0,446070096.0,0.0,56.15252
522,34759.0,446170034.0,0.0,56.07204
523,34822.0,446270046.0,0.0,56.05018
524,34885.0,446370031.0,0.0,55.95731
525,34948.0,446470007.0,0.0,55.89024
526,35011.0,446570102.0,0.0,55.90618
527,35074.0,446670077.0,0.0,55.87738
528,35137.0,446770017.0,0.0,55.93465
529,35201.0,446870060.0,0.0,55.97134
530,35263.0,446970109.0,0.0,55.97816
531,35325.0,447070036.0,0.0,55.97924
532,35389.0,447170066.0,0.0,56.00215
533,35452.0,447270065.0,0.0,56.01469
534,35515.0,447370065.0,0.0,56.00763
535,35577.0,447470037.0,0.0,55.90115
536,35640.0,447570013.0,0.0,55.85814
537,35703.0,447670019.0,0.0,55.83942
538,35768.0,447770044.0,0.0,55.92361
539,35832.0,447870035.0,0.0,55.80688
540,35893.0,447970033.0,0.0,55.6669
541,35956.0,448070091.0,0.0,55.58315
542,36020.0,448169995.0,0.0,55.58697
543,36083.0,448270030.0,0.0,55.6786
544,36146.0,448370023.0,0.0,55.73182
545,36208.0,448470040.0,0.0,55.751
546,36271.0,448570015.0,0.0,55.85762
547,36334.0,448670080.0,0.0,55.94482
548,36396.0,448770109.0,0.0,56.06686
549,36460.0,448870030.0,0.0,56.1109
550,36521.0,448970017.0,0.0,56.12177
551,36584.0,449069994.0,0.0,56.14574
552,36648.0,449170010.0,0.0,56.07036
553,36711.0,449270113.0,0.0,56.0519
554,36774.0,449370017.0,0.0,56.06701
555,36836.0,449469982.0,0.0,55.85698
556,36899.0,449570016.0,0.0,55.72826
557,36962.0,449670133.0,0.0,55.57198
558,37024.0,449770059.0,0.0,55.51953
559,37088.0,449870059.0,0.0,55.40146
560,37149.0,449970023.0,0.0,55.41306
561,37210.0,450070018.0,0.0,55.38243
562,37275.0,450169982.0,0.0,55.43489
563,37338.0,450270067.0,0.0,55.40755
564,37401.0,450370024.0,0.0,55.46525
565,37463.0,450470025.0,0.0,55.66975
566,37526.0,450570080.0,0.0,55.77695
567,37589.0,450670024.0,0.0,55.77045
568,37651.0,450770034.0,0.0,55.80116
569,37715.0,450870032.0,0.0,55.86345
570,37777.0,450970052.0,0.0,55.8522
571,37842.0,451070031.0,0.0,55.94953
572,37907.0,451170005.0,0.0,55.99497
573,37970.0,451270017.0,0.0,55.95648
574,38033.0,451370007.0,0.0,55.92209
575,38095.0,451470096.0,0.0,55.80185
576,38162.0,451570036.0,0.0,55.76842
577,38225.0,451670019.0,0.0,55.69363
578,38287.0,451770075.0,0.0,55.76592
579,38351.0,451869978.0,0.0,55.74578
580,38412.0,451970036.0,0.0,55.90827
581,38474.0,452070011.0,0.0,55.87366
582,38537.0,452170018.0,0.0,55.93218
583,38602.0,452270066.0,0.0,55.98678
584,38665.0,452370051.0,0.0,56.12421
585,38727.0,452470002.0,0.0,56.12729
586,38790.0,452570033.0,0.0,56.14847
587,38853.0,452670047.0,0.0,56.21912
588,38915.0,452770019.0,0.0,56.28976
589,38982.0,452870070.0,0.0,56.25319
590,39043.0,452970006.0,0.0,56.17832
591,39105.0,453070009.0,0.0,56.07151
592,39169.0,453170019.0,0.0,55.89997
593,39234.0,453270061.0,0.0,55.7967
594,39297.0,453370013.0,0.0,55.56197
595,39359.0,453470078.0,0.0,55.4025
596,39422.0,453569984.0,0.0,55.38479
597,39485.0,453670032.0,0.0,55.54688
598,39547.0,453770004.0,0.0,55.55162
599,39611.0,453870024.0,0.0,55.61255
600,39672.0,453970015.0,0.0,55.67418
601,39734.0,454070013.0,0.0,55.77219
602,39797.0,454170097.0,0.0,55.8982
603,39861.0,454270038.0,0.0,55.85553
604,39925.0,454370007.0,0.0,55.90121
605,39987.0,454469996.0,0.0,56.01142
606,40050.0,454569999.0,0.0,55.99167
607,40113.0,454670042.0,0.0,55.77507
608,40175.0,454770031.0,0.0,55.64539
609,40239.0,454870032.0,0.0,55.61235
610,40300.0,454970063.0,0.0,55.58465
611,40362.0,455069987.0,0.0,55.58578
612,40425.0,455170036.0,0.0,55.55357
613,40489.0,455270078.0,0.0,55.73521
614,40553.0,455370063.0,0.0,55.94358
615,40615.0,455470028.0,0.0,55.90716
616,40678.0,455570033.0,0.0,55.85423
617,40741.0,455670057.0,0.0,55.77347
618,40803.0,455769985.0,0.0,55.66468
619,40867.0,455870020.0,0.0,55.65211
620,40928.0,455970079.0,0.0,55.60844
621,40990.0,456069967.0,0.0,55.68498
622,41053.0,456170046.0,0.0,55.71589
623,41117.0,456270046.0,0.0,55.69023
624,41180.0,456369963.0,0.0,55.65234
625,41243.0,456469980.0,0.0,55.55006
626,41306.0,456570051.0,0.0,55.56634
627,41369.0,456670008.0,0.0,55.43724
628,41431.0,456770069.0,0.0,55.44746
629,41495.0,456870065.0,0.0,55.52266
630,41556.0,456970003.0,0.0,55.49101
631,41618.0,457070060.0,0.0,55.47044
632,41681.0,457169991.0,0.0,55.54115
633,41745.0,457270021.0,0.0,55.49357
634,41808.0,457370037.0,0.0,55.47503
635,41871.0,457469975.0,0.0,55.54473
636,41934.0,457570023.0,0.0,55.55867
637,41997.0,457670035.0,0.0,55.50897
638,42059.0,457770048.0,0.0,55.57905
639,42123.0,457870016.0,0.0,55.53982
640,42187.0,457970008.0,0.0,55.48081
641,42249.0,458070109.0,0.0,55.49575
