,0,1,2,3,4,5,6
29,3526.0,396767724.0,5.025833,0.06527472,1.0,1.0,6.0
30,3600.0,396867650.0,5.024121,0.0821978,1.0,1.0,6.0
31,3601.0,396867650.0,5.024121,0.0821978,1.0,1.0,6.0
32,3666.0,396967711.0,5.023517,0.116044,1.0,1.0,6.0
33,3667.0,396967711.0,5.023517,0.116044,1.0,1.0,6.0
34,3739.0,397067736.0,5.021603,0.04593406,1.0,1.0,6.0
35,3740.0,397067736.0,5.021603,0.04593406,1.0,1.0,6.0
36,3805.0,397167792.0,5.024423,0.07736263,1.0,1.0,6.0
37,3806.0,397167792.0,5.024423,0.07736263,1.0,1.0,6.0
38,3880.0,397267724.0,5.022711,0.03142857,1.0,1.0,6.0
39,3881.0,397267724.0,5.022711,0.03142857,1.0,1.0,6.0
40,3948.0,397367720.0,5.019085,0.05076923,1.0,1.0,6.0
41,3949.0,397367720.0,5.019085,0.05076923,1.0,1.0,6.0
42,4021.0,397467710.0,5.026538,0.01692308,1.0,1.0,6.0
43,4022.0,397467710.0,5.026538,0.01692308,1.0,1.0,6.0
44,4088.0,397567692.0,5.024624,0.05560439,1.0,1.0,6.0
45,4089.0,397567692.0,5.024624,0.05560439,1.0,1.0,6.0
46,4164.0,397667715.0,5.024826,0.07736263,1.0,1.0,6.0
47,4165.0,397667715.0,5.024826,0.07736263,1.0,1.0,6.0
48,4230.0,397767721.0,5.025733,0.03142857,1.0,1.0,6.0
49,4231.0,397767721.0,5.025733,0.03142857,1.0,1.0,6.0
50,4304.0,397867674.0,5.025833,0.05076923,1.0,1.0,6.0
51,4305.0,397867674.0,5.025833,0.05076923,1.0,1.0,6.0
52,4370.0,397967658.0,5.024323,0.04351648,1.0,1.0,6.0
53,4371.0,397967658.0,5.024323,0.04351648,1.0,1.0,6.0
54,4443.0,398067689.0,5.022006,0.002417582,1.0,1.0,6.0
55,4444.0,398067689.0,5.022006,0.002417582,1.0,1.0,6.0
56,4510.0,398167752.0,5.024121,0.05076923,1.0,1.0,6.0
57,4511.0,398167752.0,5.024121,0.05076923,1.0,1.0,6.0
58,4585.0,398267720.0,5.022308,0.0410989,1.0,1.0,6.0
59,4586.0,398267720.0,5.022308,0.0410989,1.0,1.0,6.0
60,4652.0,398367764.0,5.024323,0.0,1.0,1.0,6.0
61,4653.0,398367764.0,5.024323,0.0,1.0,1.0,6.0
62,4725.0,398467698.0,5.01969,0.05318681,1.0,1.0,6.0
63,4726.0,398467698.0,5.01969,0.05318681,1.0,1.0,6.0
64,4794.0,398567699.0,5.02392,0.04593406,1.0,1.0,6.0
65,4795.0,398567699.0,5.02392,0.04593406,1.0,1.0,6.0
66,4870.0,398667704.0,5.018985,0.03868132,1.0,1.0,6.0
67,4871.0,398667704.0,5.018985,0.03868132,1.0,1.0,6.0
68,4936.0,398767688.0,5.025027,0.05560439,1.0,1.0,6.0
69,4937.0,398767688.0,5.025027,0.05560439,1.0,1.0,6.0
70,5011.0,398867692.0,5.02392,0.04351648,1.0,1.0,6.0
71,5012.0,398867692.0,5.02392,0.04351648,1.0,1.0,6.0
72,5076.0,398967735.0,5.023617,0.06527472,1.0,1.0,6.0
73,5077.0,398967735.0,5.023617,0.06527472,1.0,1.0,6.0
74,5150.0,399067771.0,5.028049,0.0410989,1.0,1.0,6.0
75,5151.0,399067771.0,5.028049,0.0410989,1.0,1.0,6.0
76,5217.0,399167681.0,5.023819,0.04593406,1.0,1.0,6.0
77,5218.0,399167681.0,5.023819,0.04593406,1.0,1.0,6.0
78,5291.0,399267724.0,5.026437,0.03142857,1.0,1.0,6.0
79,5292.0,399267724.0,5.026437,0.03142857,1.0,1.0,6.0
80,5359.0,399367694.0,5.019287,0.03868132,1.0,1.0,6.0
81,5360.0,399367694.0,5.019287,0.03868132,1.0,1.0,6.0
82,5431.0,399467664.0,5.023114,0.0410989,1.0,1.0,6.0
83,5432.0,399467664.0,5.023114,0.0410989,1.0,1.0,6.0
84,5499.0,399567671.0,5.014956,0.05560439,1.0,1.0,6.0
85,5500.0,399567671.0,5.014956,0.05560439,1.0,1.0,6.0
86,5574.0,399667758.0,5.025531,0.02417582,1.0,1.0,6.0
87,5575.0,399667758.0,5.025531,0.02417582,1.0,1.0,6.0
88,5640.0,399767757.0,5.02543,0.05318681,1.0,1.0,6.0
89,5641.0,399767757.0,5.02543,0.05318681,1.0,1.0,6.0
90,5715.0,399867705.0,5.02674,0.09186812,1.0,1.0,6.0
91,5716.0,399867705.0,5.02674,0.09186812,1.0,1.0,6.0
92,5781.0,399967774.0,5.026337,0.0410989,1.0,1.0,6.0
93,5782.0,399967774.0,5.026337,0.0410989,1.0,1.0,6.0
94,5855.0,400067719.0,5.024725,0.03626373,1.0,1.0,6.0
95,5856.0,400067719.0,5.024725,0.03626373,1.0,1.0,6.0
96,5922.0,400167776.0,5.027142,0.05076923,1.0,1.0,6.0
97,5923.0,400167776.0,5.027142,0.05076923,1.0,1.0,6.0
98,5996.0,400267725.0,5.027041,0.03384615,1.0,1.0,6.0
99,5997.0,400267725.0,5.027041,0.03384615,1.0,1.0,6.0
100,6064.0,400367756.0,5.025531,0.04593406,1.0,1.0,6.0
101,6137.0,400467690.0,5.020294,0.07252747,1.0,1.0,6.0
102,6204.0,400567684.0,5.025631,0.05802198,1.0,1.0,6.0
103,6205.0,400567684.0,5.025631,0.05802198,1.0,1.0,6.0
104,6279.0,400667727.0,5.026639,0.03384615,1.0,1.0,6.0
105,6345.0,400767750.0,5.025733,0.05318681,1.0,1.0,6.0
106,6346.0,400767750.0,5.025733,0.05318681,1.0,1.0,6.0
107,6420.0,400867711.0,5.024826,0.0676923,1.0,1.0,6.0
108,6421.0,400867711.0,5.024826,0.0676923,1.0,1.0,6.0
109,6489.0,400967703.0,5.020194,0.07010989,1.0,1.0,6.0
110,6563.0,401067742.0,5.02684,0.04835165,1.0,1.0,6.0
111,6630.0,401167715.0,5.023617,0.05318681,1.0,1.0,6.0
112,6706.0,401267712.0,5.026437,0.01208791,1.0,1.0,6.0
113,6773.0,401367763.0,5.028149,0.04835165,1.0,1.0,6.0
114,6774.0,401367763.0,5.028149,0.04835165,1.0,1.0,6.0
115,6846.0,401467767.0,5.025631,0.04835165,1.0,1.0,6.0
116,6914.0,401567734.0,5.024524,0.07252747,1.0,1.0,6.0
117,6987.0,401667739.0,5.023416,0.04835165,1.0,1.0,6.0
118,6988.0,401667739.0,5.023416,0.04835165,1.0,1.0,6.0
119,7052.0,401767810.0,5.024927,0.03868132,1.0,1.0,6.0
120,7053.0,401767810.0,5.024927,0.03868132,1.0,1.0,6.0
121,7131.0,401867701.0,5.022711,0.05560439,1.0,1.0,6.0
122,7132.0,401867701.0,5.022711,0.05560439,1.0,1.0,6.0
123,7197.0,401967760.0,5.02533,0.02175824,1.0,1.0,6.0
124,7198.0,401967760.0,5.02533,0.02175824,1.0,1.0,6.0
125,7272.0,402067750.0,5.023315,0.009670329,1.0,1.0,6.0
126,7339.0,402167695.0,5.021603,0.03142857,1.0,1.0,6.0
127,7413.0,402267715.0,5.025531,0.02901099,1.0,1.0,6.0
128,7480.0,402367762.0,5.02392,0.04593406,1.0,1.0,6.0
129,7481.0,402367762.0,5.02392,0.04593406,1.0,1.0,6.0
130,7552.0,402467705.0,5.024725,0.06285714,1.0,1.0,6.0
131,7553.0,402467705.0,5.024725,0.06285714,1.0,1.0,6.0
132,7620.0,402567709.0,5.026236,0.04351648,1.0,1.0,6.0
133,7621.0,402567709.0,5.026236,0.04351648,1.0,1.0,6.0
134,7694.0,402667758.0,5.025229,0.04593406,1.0,1.0,6.0
135,7695.0,402667758.0,5.025229,0.04593406,1.0,1.0,6.0
136,7760.0,402767684.0,5.023819,0.01450549,1.0,1.0,6.0
137,7761.0,402767684.0,5.023819,0.01450549,1.0,1.0,6.0
138,7836.0,402867743.0,5.024826,0.05802198,1.0,1.0,6.0
139,7837.0,402867743.0,5.024826,0.05802198,1.0,1.0,6.0
140,7902.0,402967705.0,5.022409,0.004835165,1.0,1.0,6.0
141,7903.0,402967705.0,5.022409,0.004835165,1.0,1.0,6.0
142,7975.0,403067698.0,5.02533,0.07978021,1.0,1.0,6.0
143,7976.0,403067698.0,5.02533,0.07978021,1.0,1.0,6.0
144,8040.0,403167672.0,5.020495,0.03626373,1.0,1.0,6.0
145,8108.0,403267692.0,5.026538,0.04593406,1.0,1.0,6.0
146,8168.0,403367705.0,5.026941,0.02659341,1.0,1.0,6.0
147,8233.0,403467707.0,5.021603,0.01934066,1.0,1.0,6.0
148,8293.0,403567728.0,5.024524,0.05076923,1.0,1.0,6.0
149,8360.0,403667708.0,5.025631,0.0410989,1.0,1.0,6.0
150,8418.0,403767727.0,5.028854,0.04593406,1.0,1.0,6.0
151,8485.0,403867719.0,5.026941,0.04835165,1.0,1.0,6.0
152,8544.0,403967711.0,5.026034,0.05560439,1.0,1.0,6.0
153,8610.0,404067708.0,5.02261,0.05560439,1.0,1.0,6.0
154,8669.0,404167701.0,5.024927,0.0,1.0,1.0,6.0
155,8736.0,404267720.0,5.018582,0.03142857,1.0,1.0,6.0
156,8796.0,404367695.0,5.025027,0.04593406,1.0,1.0,6.0
157,8861.0,404467796.0,5.022409,0.05318681,1.0,1.0,6.0
158,8921.0,404567691.0,5.023215,0.05318681,1.0,1.0,6.0
159,8988.0,404667730.0,5.025733,0.04593406,1.0,1.0,6.0
160,9046.0,404767668.0,5.024222,0.04351648,1.0,1.0,6.0
161,9113.0,404867732.0,5.023819,0.0,1.0,1.0,6.0
162,9172.0,404967651.0,5.025631,0.04835165,1.0,1.0,6.0
163,9238.0,405067710.0,5.02684,0.03384615,1.0,1.0,6.0
164,9297.0,405167720.0,5.02674,0.04835165,1.0,1.0,6.0
165,9364.0,405267727.0,5.02402,0.1184615,1.0,1.0,6.0
166,9424.0,405367699.0,5.02533,0.02901099,1.0,1.0,6.0
167,9489.0,405467699.0,5.026337,0.06285714,1.0,1.0,6.0
168,9549.0,405567760.0,5.018582,0.07978021,1.0,1.0,6.0
169,9616.0,405667721.0,5.020999,0.04593406,1.0,1.0,6.0
170,9674.0,405767731.0,5.025229,0.05560439,1.0,1.0,6.0
171,9741.0,405867707.0,5.024826,0.05076923,1.0,1.0,6.0
172,9799.0,405967757.0,5.02684,0.01692308,1.0,1.0,6.0
173,9866.0,406067695.0,5.021402,0.02659341,1.0,1.0,6.0
174,9925.0,406167713.0,5.025631,0.04835165,1.0,1.0,6.0
175,9992.0,406267718.0,5.027444,0.01450549,1.0,1.0,6.0
176,10052.0,406367703.0,5.025631,0.05318681,1.0,1.0,6.0
177,10117.0,406467759.0,5.027646,0.07010989,1.0,1.0,6.0
178,10177.0,406567757.0,5.021805,0.002417582,1.0,1.0,6.0
179,10244.0,406667735.0,5.023819,0.01934066,1.0,1.0,6.0
180,10302.0,406767709.0,5.022409,0.03626373,1.0,1.0,6.0
181,10369.0,406867696.0,5.02251,0.04351648,1.0,1.0,6.0
182,10430.0,406967700.0,5.024323,0.05560439,1.0,1.0,6.0
183,10497.0,407067730.0,5.027041,0.1087912,1.0,1.0,6.0
184,10557.0,407167687.0,4.988471,0.04835165,1.0,1.0,6.0
185,10622.0,407267689.0,4.995923,0.04593406,1.0,1.0,6.0
186,10680.0,407367742.0,4.989377,0.02901099,1.0,1.0,6.0
187,10743.0,407467658.0,4.993808,0.03142857,1.0,1.0,6.0
188,10801.0,407567710.0,4.989276,0.04835165,1.0,1.0,6.0
189,10866.0,407667740.0,5.022308,0.03384615,1.0,1.0,6.0
190,10922.0,407767723.0,5.02392,0.04835165,1.0,1.0,6.0
191,10987.0,407867638.0,5.029861,0.06285714,1.0,1.0,6.0
192,11043.0,407967689.0,5.023819,0.04835165,1.0,1.0,6.0
193,11107.0,408067721.0,5.02533,0.04835165,1.0,1.0,6.0
194,11165.0,408167697.0,5.022409,0.01934066,1.0,1.0,6.0
195,11230.0,408267774.0,5.016165,0.0676923,1.0,1.0,6.0
196,11288.0,408367720.0,5.002066,0.04835165,1.0,1.0,6.0
197,11351.0,408467686.0,5.001864,0.05076923,1.0,1.0,6.0
198,11409.0,408567672.0,4.992499,0.06043956,1.0,1.0,6.0
199,11474.0,408667678.0,4.988672,0.03384615,1.0,1.0,6.0
200,11530.0,408767657.0,4.977493,0.05318681,1.0,1.0,6.0
201,11595.0,408867675.0,4.970544,0.04593406,1.0,1.0,6.0
202,11652.0,408967722.0,4.960977,0.0676923,1.0,1.0,6.0
203,11715.0,409067668.0,4.959064,0.04593406,1.0,1.0,6.0
204,11774.0,409167764.0,4.968228,0.06285714,1.0,1.0,6.0
205,11839.0,409267716.0,4.976486,0.05318681,1.0,1.0,6.0
206,11897.0,409367690.0,4.980011,0.06527472,1.0,1.0,6.0
207,11960.0,409467677.0,4.981219,0.03142857,1.0,1.0,6.0
208,12018.0,409567708.0,4.983737,0.04835165,1.0,1.0,6.0
209,12083.0,409667681.0,4.985651,0.06043956,1.0,1.0,6.0
210,12139.0,409767770.0,4.986255,0.04835165,1.0,1.0,6.0
211,12204.0,409867702.0,4.977493,0.04835165,1.0,1.0,6.0
212,12260.0,409967702.0,4.984341,0.0821978,1.0,1.0,6.0
213,12323.0,410067711.0,4.985852,0.04835165,1.0,1.0,6.0
214,12381.0,410167661.0,4.981018,0.03384615,1.0,1.0,6.0
215,12447.0,410267665.0,4.978198,0.05560439,1.0,1.0,6.0
216,12505.0,410367700.0,4.977997,0.06285714,1.0,1.0,6.0
217,12568.0,410467736.0,4.976285,0.03142857,1.0,1.0,6.0
218,12626.0,410567661.0,4.977393,0.02901099,1.0,1.0,6.0
219,12691.0,410667679.0,4.973062,0.03868132,1.0,1.0,6.0
220,12747.0,410767810.0,4.9785,0.04593406,1.0,1.0,6.0
221,12812.0,410867686.0,4.968631,0.05560439,1.0,1.0,6.0
222,12869.0,410967765.0,4.974472,0.04835165,1.0,1.0,6.0
223,12932.0,411067692.0,4.97558,0.06043956,1.0,1.0,6.0
224,12990.0,411167744.0,4.97568,0.03142857,1.0,1.0,6.0
225,13056.0,411267672.0,4.978198,0.05560439,1.0,1.0,6.0
226,13114.0,411367681.0,4.977191,0.05560439,1.0,1.0,6.0
227,13177.0,411467651.0,4.981622,0.0410989,1.0,1.0,6.0
228,13235.0,411567652.0,4.981925,0.06043956,1.0,1.0,6.0
229,13300.0,411667752.0,4.979105,0.05560439,1.0,1.0,6.0
230,13356.0,411767731.0,4.972961,0.03142857,1.0,1.0,6.0
231,13421.0,411867698.0,4.976687,0.03384615,1.0,1.0,6.0
232,13477.0,411967684.0,4.981219,0.04351648,1.0,1.0,6.0
233,13543.0,412067730.0,4.982831,0.04835165,1.0,1.0,6.0
234,13601.0,412167682.0,4.981823,0.04351648,1.0,1.0,6.0
235,13667.0,412267709.0,4.983334,0.04593406,1.0,1.0,6.0
236,13726.0,412367697.0,4.981219,0.05318681,1.0,1.0,6.0
237,13789.0,412467670.0,4.981219,0.06043956,1.0,1.0,6.0
238,13847.0,412567729.0,4.979105,0.0410989,1.0,1.0,6.0
239,13912.0,412667685.0,4.976083,0.04593406,1.0,1.0,6.0
240,13968.0,412767690.0,4.980515,0.03142857,1.0,1.0,6.0
241,14033.0,412867745.0,4.976687,0.04593406,1.0,1.0,6.0
242,14089.0,412967709.0,4.977393,0.06043956,1.0,1.0,6.0
243,14152.0,413067702.0,4.977191,0.05318681,1.0,1.0,6.0
244,14210.0,413167741.0,4.975277,0.05076923,1.0,1.0,6.0
245,14276.0,413267713.0,4.98132,0.03868132,1.0,1.0,6.0
246,14335.0,413367713.0,4.977695,0.09186812,1.0,1.0,6.0
247,14398.0,413467724.0,4.979507,0.05076923,1.0,1.0,6.0
248,14456.0,413567687.0,4.981522,0.05560439,1.0,1.0,6.0
249,14521.0,413667709.0,4.979608,0.05076923,1.0,1.0,6.0
250,14577.0,413767692.0,4.976687,0.04351648,1.0,1.0,6.0
251,14642.0,413867682.0,4.977695,0.04835165,1.0,1.0,6.0
252,14698.0,413967774.0,4.981723,0.04351648,1.0,1.0,6.0
253,14761.0,414067712.0,4.971854,0.05802198,1.0,1.0,6.0
254,14819.0,414167685.0,4.981119,0.0410989,1.0,1.0,6.0
255,14884.0,414267707.0,4.977896,0.03868132,1.0,1.0,6.0
256,14942.0,414367750.0,4.976184,0.04835165,1.0,1.0,6.0
257,15006.0,414467693.0,4.97699,0.04835165,1.0,1.0,6.0
258,15064.0,414567764.0,4.9784,0.0410989,1.0,1.0,6.0
259,15129.0,414667652.0,4.981522,0.02659341,1.0,1.0,6.0
260,15185.0,414767737.0,4.975882,0.04351648,1.0,1.0,6.0
261,15250.0,414867671.0,4.971854,0.03626373,1.0,1.0,6.0
262,15306.0,414967726.0,4.975277,0.04593406,1.0,1.0,6.0
263,15369.0,415067747.0,4.969134,0.07494505,1.0,1.0,6.0
264,15427.0,415167678.0,4.971148,0.05802198,1.0,1.0,6.0
265,15492.0,415267732.0,4.973465,0.05318681,1.0,1.0,6.0
266,15550.0,415367707.0,4.971652,0.07736263,1.0,1.0,6.0
267,15614.0,415467750.0,4.973969,0.04835165,1.0,1.0,6.0
268,15672.0,415567716.0,4.975177,0.06285714,1.0,1.0,6.0
269,15737.0,415667693.0,4.976687,0.05560439,1.0,1.0,6.0
270,15793.0,415767702.0,4.977997,0.04835165,1.0,1.0,6.0
271,15858.0,415867706.0,4.977493,0.03384615,1.0,1.0,6.0
272,15914.0,415967705.0,4.982629,0.05318681,1.0,1.0,6.0
273,15977.0,416067727.0,4.975177,0.04835165,1.0,1.0,6.0
274,16035.0,416167715.0,4.981219,0.04593406,1.0,1.0,6.0
275,16100.0,416267740.0,4.979709,0.07010989,1.0,1.0,6.0
276,16158.0,416367737.0,4.983435,0.05802198,1.0,1.0,6.0
277,16221.0,416467653.0,4.977795,0.06043956,1.0,1.0,6.0
278,16280.0,416567692.0,4.977493,0.01934066,1.0,1.0,6.0
279,16345.0,416667744.0,4.979407,0.04593406,1.0,1.0,6.0
280,16401.0,416767738.0,4.975379,0.01692308,1.0,1.0,6.0
281,16466.0,416867708.0,4.973566,0.0410989,1.0,1.0,6.0
282,16522.0,416967685.0,4.976184,0.04351648,1.0,1.0,6.0
283,16585.0,417067725.0,4.975076,0.0676923,1.0,1.0,6.0
284,16646.0,417167684.0,4.97699,0.05076923,1.0,1.0,6.0
285,16711.0,417267756.0,4.981723,0.04835165,1.0,1.0,6.0
286,16769.0,417367677.0,4.973666,0.03868132,1.0,1.0,6.0
287,16832.0,417467674.0,4.977292,0.04351648,1.0,1.0,6.0
288,16891.0,417567674.0,4.9785,0.07010989,1.0,1.0,6.0
289,16956.0,417667727.0,4.9784,0.03868132,1.0,1.0,6.0
290,17012.0,417767770.0,4.97568,0.03142857,1.0,1.0,6.0
291,17077.0,417867728.0,4.977997,0.03384615,1.0,1.0,6.0
292,17133.0,417967736.0,4.977594,0.04835165,1.0,1.0,6.0
293,17196.0,418067631.0,4.97699,0.04835165,1.0,1.0,6.0
294,17253.0,418167782.0,4.979608,0.05076923,1.0,1.0,6.0
295,17319.0,418267720.0,4.981622,0.04351648,1.0,1.0,6.0
296,17377.0,418367701.0,4.978097,0.04835165,1.0,1.0,6.0
297,17441.0,418467668.0,4.980313,0.05318681,1.0,1.0,6.0
298,17500.0,418567662.0,4.980716,0.06527472,1.0,1.0,6.0
299,17566.0,418667758.0,4.980615,0.06527472,1.0,1.0,6.0
300,17622.0,418767710.0,4.974573,0.02901099,1.0,1.0,6.0
301,17687.0,418867699.0,4.9784,0.04351648,1.0,1.0,6.0
302,17743.0,418967716.0,4.978198,0.04593406,1.0,1.0,6.0
303,17806.0,419067683.0,4.975983,0.03626373,1.0,1.0,6.0
304,17863.0,419167760.0,4.975277,0.05076923,1.0,1.0,6.0
305,17929.0,419267708.0,4.975076,0.03868132,1.0,1.0,6.0
306,17987.0,419367691.0,4.975882,0.0676923,1.0,1.0,6.0
307,18050.0,419467684.0,4.975781,0.06285714,1.0,1.0,6.0
308,18108.0,419567664.0,4.977393,0.04593406,1.0,1.0,6.0
309,18174.0,419667690.0,4.978198,0.03868132,1.0,1.0,6.0
310,18230.0,419767756.0,4.975781,0.03384615,1.0,1.0,6.0
311,18295.0,419867693.0,4.972256,0.03384615,1.0,1.0,6.0
312,18351.0,419967707.0,4.975076,0.06285714,1.0,1.0,6.0
313,18414.0,420067666.0,4.976386,0.06043956,1.0,1.0,6.0
314,18471.0,420167654.0,4.975277,0.03626373,1.0,1.0,6.0
315,18537.0,420267745.0,4.97568,0.04835165,1.0,1.0,6.0
316,18595.0,420367682.0,4.977292,0.05318681,1.0,1.0,6.0
317,18658.0,420467700.0,4.97709,0.01934066,1.0,1.0,6.0
318,18716.0,420567695.0,4.980515,0.05560439,1.0,1.0,6.0
319,18782.0,420667706.0,4.980011,0.04593406,1.0,1.0,6.0
320,18840.0,420767721.0,4.980414,0.03142857,1.0,1.0,6.0
321,18905.0,420867720.0,4.977493,0.03384615,1.0,1.0,6.0
322,18962.0,420967697.0,4.978601,0.02175824,1.0,1.0,6.0
323,19027.0,421067664.0,4.975379,0.03384615,1.0,1.0,6.0
324,19084.0,421167678.0,4.978802,0.05076923,1.0,1.0,6.0
325,19150.0,421267762.0,4.979709,0.02901099,1.0,1.0,6.0
326,19208.0,421367709.0,4.979608,0.0410989,1.0,1.0,6.0
327,19271.0,421467713.0,4.977191,0.04593406,1.0,1.0,6.0
328,19329.0,421567789.0,4.978299,0.03626373,1.0,1.0,6.0
329,19393.0,421667673.0,4.974673,0.05318681,1.0,1.0,6.0
330,19451.0,421767739.0,4.975882,0.02901099,1.0,1.0,6.0
331,19516.0,421867700.0,4.975781,0.03868132,1.0,1.0,6.0
332,19572.0,421967654.0,4.97558,0.07736263,1.0,1.0,6.0
333,19635.0,422067689.0,4.975781,0.02175824,1.0,1.0,6.0
334,19692.0,422167667.0,4.975882,0.04593406,1.0,1.0,6.0
335,19761.0,422267724.0,4.979105,0.05076923,1.0,1.0,6.0
336,19819.0,422367813.0,4.974673,0.06285714,1.0,1.0,6.0
337,19882.0,422467760.0,4.976587,0.02901099,1.0,1.0,6.0
338,19940.0,422567723.0,4.975177,0.03626373,1.0,1.0,6.0
339,20004.0,422667743.0,4.978802,0.05318681,1.0,1.0,6.0
340,20061.0,422767695.0,4.975983,0.05076923,1.0,1.0,6.0
341,20127.0,422867689.0,4.977795,0.03626373,1.0,1.0,6.0
342,20183.0,422967703.0,4.978198,0.0676923,1.0,1.0,6.0
343,20246.0,423067683.0,4.978601,0.03384615,1.0,1.0,6.0
344,20303.0,423167737.0,4.978198,0.07494505,1.0,1.0,6.0
345,20370.0,423267756.0,4.973364,0.02659341,1.0,1.0,6.0
346,20428.0,423367767.0,4.973767,0.05802198,1.0,1.0,6.0
347,20491.0,423467675.0,4.972558,0.04351648,1.0,1.0,6.0
348,20549.0,423567752.0,4.976587,0.03384615,1.0,1.0,6.0
349,20613.0,423667693.0,4.977795,0.04351648,1.0,1.0,6.0
350,20670.0,423767690.0,4.977594,0.05802198,1.0,1.0,6.0
351,20736.0,423867691.0,4.975379,0.06043956,1.0,1.0,6.0
352,20792.0,423967681.0,4.977594,0.05076923,1.0,1.0,6.0
353,20855.0,424067642.0,4.973969,0.05802198,1.0,1.0,6.0
354,20912.0,424167659.0,4.977695,0.05560439,1.0,1.0,6.0
355,20978.0,424267734.0,4.968228,0.05802198,1.0,1.0,6.0
356,21036.0,424367743.0,4.976486,0.03626373,1.0,1.0,6.0
357,21099.0,424467726.0,4.980112,0.03142857,1.0,1.0,6.0
358,21157.0,424567731.0,4.974673,0.04593406,1.0,1.0,6.0
359,21221.0,424667721.0,4.977594,0.06527472,1.0,1.0,6.0
360,21279.0,424767773.0,4.943353,0.03868132,1.0,1.0,6.0
361,21346.0,424867769.0,4.940936,0.0410989,1.0,1.0,6.0
362,21405.0,424967757.0,4.94154,0.06285714,1.0,1.0,6.0
363,21470.0,425067718.0,4.938318,0.05318681,1.0,1.0,6.0
364,21529.0,425167749.0,4.94295,0.05076923,1.0,1.0,6.0
365,21597.0,425267726.0,4.976486,0.04835165,1.0,1.0,6.0
366,21657.0,425367792.0,4.974774,0.07010989,1.0,1.0,6.0
367,21722.0,425467748.0,4.973868,0.0410989,1.0,1.0,6.0
368,21782.0,425567776.0,4.973969,0.04593406,1.0,1.0,6.0
369,21848.0,425667701.0,4.971249,0.04593406,1.0,1.0,6.0
370,21907.0,425767748.0,4.977695,0.04835165,1.0,1.0,6.0
371,21974.0,425867789.0,4.975479,0.05560439,1.0,1.0,6.0
372,22033.0,425967772.0,4.976587,0.05318681,1.0,1.0,6.0
373,22098.0,426067754.0,4.968631,0.02901099,1.0,1.0,6.0
374,22157.0,426167760.0,4.976184,0.03868132,1.0,1.0,6.0
375,22225.0,426267760.0,4.972659,0.03868132,1.0,1.0,6.0
376,22285.0,426367748.0,4.973062,0.05318681,1.0,1.0,6.0
377,22350.0,426467778.0,4.971451,0.02901099,1.0,1.0,6.0
378,22410.0,426567800.0,4.974069,0.03142857,1.0,1.0,6.0
379,22476.0,426667742.0,4.972961,0.04593406,1.0,1.0,6.0
380,22535.0,426767736.0,4.973465,0.05802198,1.0,1.0,6.0
381,22601.0,426867727.0,4.97276,0.07010989,1.0,1.0,6.0
382,22659.0,426967784.0,4.974371,0.02901099,1.0,1.0,6.0
383,22725.0,427067723.0,4.974875,0.06285714,1.0,1.0,6.0
384,22784.0,427167813.0,4.975277,0.03142857,1.0,1.0,6.0
385,22852.0,427267750.0,4.977695,0.03868132,1.0,1.0,6.0
386,22915.0,427367766.0,4.976386,0.06043956,1.0,1.0,6.0
387,22980.0,427467693.0,4.979709,0.04835165,1.0,1.0,6.0
