,0,1,2,3,4,5,6,7,8,9,10,11,12
101,8612.0,404067721.0,0.0,50.49287,50.6439,0.1885481,21.75315,1.099942,0.0,0.8010041,99.0,1.0,0.0
102,8671.0,404167714.0,0.0,50.48683,50.63561,0.1857369,21.75831,1.100202,0.0,0.8010041,99.0,1.0,0.0
103,8738.0,404267779.0,0.0,50.50121,50.65208,0.1883473,21.76355,1.100467,0.0,0.8010041,99.0,1.0,0.0
104,8798.0,404367708.0,0.0,50.49729,50.65116,0.1920955,21.76888,1.100736,0.0,0.8010041,99.0,1.0,0.0
105,8863.0,404467821.0,0.0,50.49462,50.64082,0.1825242,21.77395,1.100992,0.0,0.8010041,99.0,1.0,0.0
106,8923.0,404567746.0,0.0,50.50112,50.65086,0.1869417,21.77914,1.101254,0.0,0.8010041,99.0,1.0,0.0
107,8990.0,404667743.0,0.0,50.49306,50.64473,0.1891504,21.7844,1.10152,0.0,0.8018584,99.0,1.0,0.0
108,9048.0,404767707.0,0.0,50.49096,50.6456,0.1927648,21.78975,1.10179,0.0,0.8022385,99.0,1.0,0.0
109,9115.0,404867744.0,0.0,50.49645,50.64434,0.1845321,21.79488,1.102049,0.0,0.8014571,99.0,1.0,0.0
110,9174.0,404967703.0,0.0,50.49636,50.64586,0.1865401,21.80006,1.10231,0.0,0.8014416,99.0,1.0,0.0
111,9240.0,405067723.0,0.0,50.49581,50.64093,0.1815202,21.80511,1.102565,0.0,0.799515,99.0,1.0,0.0
112,9299.0,405167733.0,0.0,50.49332,50.64854,0.1945496,21.81051,1.102838,0.0,0.7977973,99.0,1.0,0.0
113,9366.0,405267740.0,0.0,50.49874,50.64499,0.1833273,21.8156,1.103095,0.0,0.7977423,99.0,1.0,0.0
114,9426.0,405367712.0,0.0,50.50414,50.65359,0.1873433,21.82081,1.103358,0.0,0.7977423,99.0,1.0,0.0
115,9491.0,405467712.0,0.0,50.49654,50.6383,0.177705,21.82574,1.103607,0.0,0.7977423,99.0,1.0,0.0
116,9551.0,405567773.0,0.0,50.50249,50.65194,0.1873433,21.83095,1.10387,0.0,0.7977423,99.0,1.0,0.0
117,9618.0,405667740.0,0.0,50.49434,50.63979,0.1823234,21.83601,1.104126,0.0,0.7977423,99.0,1.0,0.0
118,9676.0,405767744.0,0.0,50.4937,50.64964,0.1959775,21.84146,1.104401,0.0,0.7957168,99.0,1.0,0.0
119,9743.0,405867720.0,0.0,50.49947,50.64774,0.1861385,21.84663,1.104662,0.0,0.7965348,99.0,1.0,0.0
120,9801.0,405967782.0,0.0,50.49983,50.65114,0.1899536,21.85191,1.104929,0.0,0.7965348,99.0,1.0,0.0
121,9868.0,406067708.0,0.0,50.50299,50.64369,0.1769242,21.85682,1.105177,0.0,0.7952659,99.0,1.0,0.0
122,9927.0,406167744.0,0.0,50.5002,50.64999,0.1883473,21.86205,1.105441,0.0,0.7952659,99.0,1.0,0.0
123,9994.0,406267744.0,0.0,50.48234,50.63477,0.1903552,21.86734,1.105708,0.0,0.8007551,99.0,1.0,0.0
124,10054.0,406367717.0,0.0,50.50139,50.65318,0.189552,21.8726,1.105974,0.0,0.8007551,99.0,1.0,0.0
125,10119.0,406467772.0,0.0,50.49398,50.63853,0.1805162,21.87762,1.106227,0.0,0.8007551,99.0,1.0,0.0
126,10179.0,406567787.0,0.0,50.49077,50.64161,0.1879457,21.88284,1.106491,0.0,0.8025383,99.0,1.0,0.0
127,10246.0,406667748.0,0.0,50.49159,50.63985,0.1847329,21.88797,1.10675,0.0,0.8025383,99.0,1.0,0.0
128,10304.0,406767746.0,0.0,50.49727,50.65052,0.1909576,21.89328,1.107018,0.0,0.8025383,99.0,1.0,0.0
129,10371.0,406867727.0,0.0,50.4992,50.6539,0.1927648,21.89863,1.107288,0.0,0.8025383,99.0,1.0,0.0
130,10432.0,406967713.0,0.0,50.49841,50.65311,0.1927648,21.90399,1.107558,0.0,0.8025383,99.0,1.0,0.0
131,10499.0,407067743.0,0.0,50.49636,50.64333,0.1835281,21.90909,1.107816,0.0,0.8007956,99.0,1.0,0.0
132,10559.0,407167700.0,0.0,50.47941,50.59888,0.1491919,21.91323,1.108025,0.0,0.8007956,99.0,1.0,0.0
133,10624.0,407267702.0,0.0,50.45625,50.54179,0.1068238,21.9162,1.108175,0.0,0.8007956,99.0,1.0,0.0
134,10682.0,407367755.0,0.0,50.4632,50.55614,0.1160605,21.91942,1.108338,0.0,0.8007956,99.0,1.0,0.0
135,10745.0,407467671.0,0.0,50.45185,50.54287,0.1136509,21.92258,1.108497,0.0,0.8007956,99.0,1.0,0.0
136,10803.0,407567757.0,0.0,50.44855,50.53699,0.1104382,21.92565,1.108652,0.0,0.8007956,99.0,1.0,0.0
137,10868.0,407667771.0,0.0,50.46641,50.5645,0.122486,21.92905,1.108823,0.0,0.8007956,99.0,1.0,0.0
138,10924.0,407767752.0,0.0,50.49251,50.64302,0.1879457,21.93427,1.109087,0.0,0.8007956,99.0,1.0,0.0
139,10989.0,407867658.0,0.0,50.49078,50.63942,0.1856253,21.93942,1.109347,0.0,0.8007956,99.0,1.0,0.0
140,11045.0,407967701.0,0.0,50.49462,50.64689,0.1901544,21.94471,1.109614,0.0,0.8007956,99.0,1.0,0.0
141,11109.0,408067734.0,0.0,50.48912,50.6311,0.1773035,21.94963,1.109863,0.0,0.8007956,99.0,1.0,0.0
142,11167.0,408167729.0,0.0,50.42813,50.56582,0.1674644,21.95429,1.110097,0.0,0.8221974,99.0,1.0,0.0
143,11232.0,408267787.0,0.0,50.08895,50.13567,0.05682545,21.95587,1.110176,0.0,0.8221974,99.0,1.0,0.0
144,11290.0,408367733.0,0.0,49.09144,49.09276,0.001606373,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
145,11353.0,408467698.0,0.0,48.70866,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
146,11411.0,408567684.0,0.0,48.27699,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
147,11476.0,408667748.0,0.0,47.70182,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
148,11532.0,408767673.0,0.0,47.04763,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
149,11597.0,408867687.0,0.0,46.33839,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
150,11654.0,408967734.0,0.0,45.5297,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
151,11717.0,409067680.0,0.0,44.99336,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
152,11776.0,409167778.0,0.0,45.64087,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
153,11841.0,409267728.0,0.0,46.20185,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
154,11899.0,409367702.0,0.0,46.50542,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
155,11962.0,409467689.0,0.0,46.70523,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
156,12020.0,409567720.0,0.0,46.85075,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
157,12085.0,409667721.0,0.0,47.0402,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
158,12141.0,409767793.0,0.0,46.97317,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
159,12206.0,409867727.0,0.0,46.85367,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
160,12262.0,409967713.0,0.0,46.70935,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
161,12325.0,410067723.0,0.0,46.73251,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
162,12383.0,410167673.0,0.0,46.71796,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
163,12449.0,410267677.0,0.0,46.56988,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
164,12507.0,410367730.0,0.0,46.48069,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
165,12570.0,410467751.0,0.0,46.46716,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
166,12628.0,410567702.0,0.0,46.41329,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
167,12693.0,410667691.0,0.0,46.35477,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
168,12749.0,410767840.0,0.0,46.25588,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
169,12814.0,410867740.0,0.0,46.23408,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
170,12871.0,410967777.0,0.0,46.22346,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
171,12934.0,411067704.0,0.0,46.18876,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
172,12992.0,411167756.0,0.0,46.12731,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
173,13058.0,411267697.0,0.0,46.08713,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
174,13116.0,411367693.0,0.0,46.20487,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
175,13179.0,411467663.0,0.0,46.47538,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
176,13237.0,411567664.0,0.0,46.70413,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
177,13302.0,411667794.0,0.0,46.56229,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
178,13358.0,411767743.0,0.0,46.32694,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
179,13423.0,411867709.0,0.0,46.24315,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
180,13479.0,411967696.0,0.0,46.44388,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
181,13545.0,412067742.0,0.0,46.57748,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
182,13603.0,412167694.0,0.0,46.50704,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
183,13669.0,412267721.0,0.0,46.49369,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
184,13728.0,412367709.0,0.0,46.46302,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
185,13791.0,412467686.0,0.0,46.27749,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
186,13849.0,412567740.0,0.0,46.17612,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
187,13914.0,412667697.0,0.0,46.20936,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
188,13970.0,412767737.0,0.0,46.29626,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
189,14035.0,412867757.0,0.0,46.26595,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
190,14091.0,412967739.0,0.0,46.21595,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
191,14154.0,413067714.0,0.0,46.16354,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
192,14212.0,413167753.0,0.0,46.1165,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
193,14278.0,413267725.0,0.0,46.09599,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
194,14337.0,413367743.0,0.0,46.06724,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
195,14400.0,413467736.0,0.0,46.04462,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
196,14458.0,413567717.0,0.0,46.08519,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
197,14523.0,413667721.0,0.0,46.09324,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
198,14579.0,413767703.0,0.0,46.07502,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
199,14644.0,413867694.0,0.0,46.13189,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
200,14700.0,413967785.0,0.0,46.17321,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
201,14763.0,414067740.0,0.0,46.16806,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
202,14821.0,414167697.0,0.0,46.14553,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
203,14886.0,414267719.0,0.0,46.11595,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
204,14944.0,414367762.0,0.0,46.10295,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
205,15008.0,414467743.0,0.0,46.0709,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
206,15066.0,414567775.0,0.0,46.0459,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
207,15131.0,414667676.0,0.0,46.06348,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
208,15187.0,414767749.0,0.0,45.99004,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
209,15252.0,414867701.0,0.0,45.72521,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
210,15308.0,414967738.0,0.0,45.66532,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
211,15371.0,415067759.0,0.0,45.69609,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
212,15429.0,415167690.0,0.0,45.72503,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
213,15494.0,415267744.0,0.0,45.74874,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
214,15552.0,415367731.0,0.0,45.76743,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
215,15616.0,415467762.0,0.0,45.76248,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
216,15674.0,415567727.0,0.0,45.81266,49.09276,0.0,21.95591,1.110179,0.0,0.8221974,99.0,1.0,0.0
