,0,1,2,3,4,5,Nsats,Hdop,Latitude,Longitude,Altitude,Speed,12,13,14,15
943,132539,545311530,0,4,195754000,2377,27,0.58,18.0777351,73.9755211,703.87,9.484,284.7329,-0.268,0,0
944,132673,545491622,0,4,195754200,2377,27,0.58,18.0777394,73.9755032,703.88,9.525001,284.4059,-0.145,0,0
945,132821,545691666,0,4,195754400,2377,27,0.58,18.0777437,73.9754853,703.87,9.514001,284.349,-0.068,0,0
946,132963,545891644,0,4,195754600,2377,27,0.58,18.0777479,73.9754675,703.84,9.450001,284.2134,-0.047,0,0
947,133103,546091674,0,4,195754800,2377,27,0.58,18.0777522,73.9754498,703.82,9.447001,284.2808,-0.033,0,0
948,133244,546311609,0,4,195755000,2377,27,0.58,18.0777565,73.9754322,703.77,9.319,284.2522,0.055,0,0
949,133378,546491700,0,4,195755200,2377,27,0.58,18.0777608,73.9754147,703.75,9.376,284.0009,-0.146,0,0
950,133526,546691712,0,4,195755400,2377,27,0.58,18.0777651,73.9753972,703.74,9.345,284.3393,-0.133,0,0
951,133668,546891698,0,4,195755600,2377,27,0.58,18.0777695,73.9753798,703.7,9.327001,284.6594,0.016,0,0
952,133811,547091726,0,4,195755800,2377,27,0.58,18.0777739,73.9753625,703.64,9.284,284.8047,0.064,0,0
953,133951,547311529,0,4,195756000,2377,27,0.58,18.0777784,73.9753452,703.57,9.320001,285.1903,-0.005,0,0
954,134086,547491667,0,4,195756200,2377,27,0.58,18.0777829,73.975328,703.49,9.321,285.2405,0.212,0,0
955,134234,547691667,0,4,195756400,2377,27,0.58,18.0777875,73.9753106,703.44,9.450001,285.1219,-0.037,0,0
956,134376,547891687,0,4,195756600,2377,27,0.58,18.077792,73.9752932,703.44,9.439,285.126,-0.097,0,0
957,134516,548091686,0,4,195756800,2377,27,0.58,18.0777966,73.9752757,703.36,9.48,285.266,-0.008,0,0
958,134656,548311566,0,4,195757000,2377,27,0.58,18.0778013,73.9752582,703.28,9.421,285.2664,0,0,0
959,134793,548491741,0,4,195757200,2377,27,0.58,18.077806,73.9752407,703.2,9.400001,285.6126,0.112,0,0
960,134941,548691782,0,4,195757400,2377,27,0.58,18.0778106,73.9752231,703.08,9.553,285.2247,0.061,0,0
961,135082,548891665,0,4,195757600,2377,27,0.58,18.0778153,73.9752055,703.03,9.477,285.6737,0.013,0,0
962,135225,549091624,0,4,195757800,2377,27,0.58,18.0778201,73.9751879,702.95,9.589001,285.9716,0.138,0,0
963,135365,549311548,0,4,195758000,2377,27,0.58,18.077825,73.9751703,702.86,9.599001,286.3817,0.067,0,0
964,135500,549491671,0,4,195758200,2377,27,0.58,18.0778301,73.9751527,702.75,9.603001,286.4586,0.323,0,0
965,135650,549691803,0,4,195758400,2377,27,0.58,18.0778351,73.9751349,702.61,9.693001,286.424,0.255,0,0
966,135794,549891652,0,4,195758600,2377,27,0.58,18.07784,73.9751174,702.53,9.397,286.4015,0.21,0,0
967,135935,550091703,0,4,195758800,2377,27,0.58,18.0778448,73.9751003,702.51,9.096001,286.2679,0.03,0,0
968,136076,550311560,0,4,195759000,2377,27,0.58,18.0778493,73.9750841,702.48,8.541,286.3791,0.103,0,0
969,136211,550491661,0,4,195759200,2377,27,0.58,18.0778536,73.9750688,702.43,8.09,286.3107,0.178,0,0
970,136360,550691674,0,4,195759400,2377,27,0.58,18.0778577,73.9750544,702.35,7.587,286.7476,0.374,0,0
971,136500,550891694,0,4,195759600,2377,27,0.58,18.0778615,73.9750408,702.29,7.205,286.382,0.25,0,0
972,136642,551091732,0,4,195759800,2377,26,0.59,18.0778651,73.9750281,702.22,6.54,286.3547,0.146,0,0
973,136782,551311615,0,4,195760000,2377,27,0.58,18.0778684,73.9750164,702.19,6.116,286.7047,0.019,0,0
974,136917,551491711,0,4,195760200,2377,27,0.58,18.0778715,73.9750057,702.15,5.635,287.0876,0.043,0,0
975,137064,551691673,0,4,195760400,2377,27,0.58,18.0778745,73.9749958,702.13,5.101,287.4157,0.032,0,0
976,137204,551891764,0,4,195760600,2377,27,0.58,18.0778772,73.9749868,702.11,4.744,287.3448,-0.11,0,0
977,137349,552091703,0,4,195760800,2377,27,0.58,18.0778796,73.9749786,702.12,4.232,287.7229,-0.155,0,0
978,137488,552311567,0,4,195761000,2377,27,0.58,18.077882,73.9749712,702.14,3.855,288.4564,-0.285,0,0
979,137626,552511515,0,4,195761200,2377,27,0.58,18.0778841,73.9749645,702.22,3.403,288.2347,-0.407,0,0
980,137771,552691707,0,4,195761400,2377,27,0.58,18.0778859,73.9749585,702.26,3.143,288.0873,-0.367,0,0
981,137910,552891700,0,4,195761600,2377,27,0.58,18.0778875,73.974953,702.33,2.857,287.681,-0.485,0,0
982,138051,553091642,0,4,195761800,2377,27,0.58,18.077889,73.974948,702.41,2.585,287.5934,-0.486,0,0
983,138191,553311616,0,4,195762000,2377,27,0.58,18.0778903,73.9749434,702.5,2.341,286.1577,-0.55,0,0
984,138327,553491644,0,4,195762200,2377,27,0.58,18.0778913,73.9749394,702.6,2.022,286.107,-0.49,0,0
985,138474,553691706,0,4,195762400,2377,27,0.58,18.0778923,73.9749357,702.69,1.871,285.6876,-0.504,0,0
986,138615,553891683,0,4,195762600,2377,26,0.59,18.077893,73.9749324,702.8,1.668,284.3816,-0.501,0,0
987,138756,554091608,0,4,195762800,2377,26,0.59,18.0778937,73.9749295,702.9,1.432,283.0975,-0.6620001,0,0
988,138895,554291614,0,4,195763000,2377,26,0.59,18.0778942,73.9749269,703.01,1.297,283.0948,-0.665,0,0
989,139032,554491629,0,4,195763200,2377,27,0.58,18.0778946,73.9749247,703.16,1.119,279.5559,-0.641,0,0
990,139179,554691797,0,4,195763400,2377,27,0.58,18.0778947,73.9749226,703.27,1.069,275.0248,-0.628,0,0
991,139320,554891683,0,4,195763600,2377,27,0.58,18.0778948,73.9749207,703.33,0.9020001,275.3125,-0.377,0,0
992,139461,555091638,0,4,195763800,2377,27,0.58,18.0778951,73.9749188,703.34,1.039,277.8807,-0.299,0,0
993,139600,555291664,0,4,195764000,2377,27,0.58,18.0778954,73.974917,703.45,0.9,278.2765,-0.451,0,0
994,139738,555491658,0,4,195764200,2377,27,0.58,18.077896,73.9749154,703.52,0.9110001,287.5804,-0.429,0,0
995,139885,555691718,0,4,195764400,2377,27,0.58,18.0778971,73.9749139,703.57,1.037,303.5141,-0.395,0,0
996,140024,555891677,0,4,195764600,2377,27,0.58,18.0778986,73.9749126,703.64,1.109,315.5258,-0.433,0,0
997,140165,556091652,0,4,195764800,2377,27,0.58,18.0779006,73.9749116,703.72,1.279,328.6718,-0.437,0,0
998,140306,556311475,0,4,195765000,2377,27,0.58,18.0779028,73.9749107,703.81,1.334,335.4601,-0.41,0,0
999,140440,556491658,0,4,195765200,2377,27,0.58,18.0779051,73.9749099,703.89,1.232,338.0927,-0.412,0,0
1000,140589,556691685,0,4,195765400,2377,27,0.58,18.0779072,73.9749091,703.96,1.161,340.8062,-0.355,0,0
1001,140728,556891608,0,4,195765600,2377,27,0.58,18.0779091,73.9749084,704.01,1.024,341.4302,-0.316,0,0
1002,140869,557091721,0,4,195765800,2377,27,0.58,18.0779106,73.9749078,704.09,0.823,339.5742,-0.33,0,0
1003,141014,557311595,0,4,195766000,2377,27,0.58,18.077912,73.9749071,704.15,0.791,338.3759,-0.187,0,0
1004,141148,557491738,0,4,195766200,2377,27,0.58,18.0779132,73.9749064,704.17,0.7180001,337.1743,-0.182,0,0
1005,141295,557691669,0,4,195766400,2377,27,0.58,18.0779143,73.9749059,704.21,0.522,336.1336,-0.194,0,0
1006,141434,557891717,0,4,195766600,2377,27,0.58,18.0779151,73.9749054,704.23,0.442,334.9132,-0.171,0,0
1007,141575,558091678,0,4,195766800,2377,27,0.58,18.0779158,73.974905,704.24,0.396,337.1348,-0.105,0,0
1008,141715,558311551,0,4,195767000,2377,27,0.58,18.0779165,73.9749046,704.24,0.382,332.3311,0.027,0,0
1009,141850,558491615,0,4,195767200,2377,27,0.58,18.0779171,73.9749042,704.21,0.422,327.368,0.048,0,0
1010,141997,558691668,0,4,195767400,2377,27,0.58,18.0779177,73.9749035,704.18,0.557,315.9297,0,0,0
1011,142137,558891676,0,4,195767600,2377,26,0.59,18.0779185,73.9749024,704.15,0.774,308.3056,0.058,0,0
1012,142278,559091674,0,4,195767800,2377,26,0.59,18.0779193,73.9749009,704.11,0.973,300.3032,0.037,0,0
1013,142417,559311550,0,4,195768000,2377,27,0.58,18.0779202,73.9748989,704.09,1.294,296.4232,-0.027,0,0
1014,142553,559491661,0,4,195768200,2377,27,0.58,18.0779214,73.9748964,704.04,1.534,296.0577,0.005,0,0
1015,142701,559691792,0,4,195768400,2377,27,0.58,18.0779226,73.9748934,704.04,1.841,293.6669,-0.01,0,0
1016,142842,559891705,0,4,195768600,2377,27,0.58,18.077924,73.9748899,704.04,2.165,292.1732,-0.053,0,0
1017,142983,560091656,0,4,195768800,2377,26,0.59,18.0779255,73.9748857,704.05,2.465,289.8792,-0.147,0,0
1018,143123,560311577,0,4,195769000,2377,27,0.58,18.077927,73.974881,704.04,2.763,289.1117,-0.052,0,0
1019,143259,560491620,0,4,195769200,2377,27,0.58,18.0779286,73.9748758,704.05,2.933,288.4087,-0.036,0,0
1020,143407,560691743,0,4,195769400,2377,27,0.58,18.0779303,73.9748702,704.07,3.222,288.2173,-0.094,0,0
1021,143547,560891703,0,4,195769600,2377,27,0.58,18.0779322,73.9748641,704.05,3.445,287.6945,-0.034,0,0
1022,143695,561111458,0,4,195769800,2377,27,0.58,18.0779341,73.9748577,704.04,3.584,287.4622,-0.126,0,0
1023,143833,561311546,0,4,195770000,2377,27,0.58,18.077936,73.974851,704.06,3.803,286.462,-0.09,0,0
1024,143970,561491611,0,4,195770200,2377,27,0.58,18.0779379,73.974844,704.06,3.84,286.5978,0.131,0,0
1025,144120,561691690,0,4,195770400,2377,27,0.58,18.07794,73.9748367,704,4.129,286.9186,0.184,0,0
1026,144261,561891672,0,4,195770600,2377,27,0.58,18.0779421,73.974829,703.97,4.287,286.2558,0.029,0,0
1027,144402,562091629,0,4,195770800,2377,27,0.58,18.0779442,73.974821,703.96,4.394,285.6101,0.011,0,0
1028,144545,562311573,0,4,195771000,2377,27,0.58,18.0779463,73.9748128,703.97,4.478,285.1538,-0.029,0,0
1029,144680,562491583,0,4,195771200,2377,27,0.58,18.0779483,73.9748045,703.97,4.613,284.8452,0.082,0,0
1030,144828,562691729,0,4,195771400,2377,27,0.58,18.0779504,73.9747958,703.93,4.748,284.5633,0.046,0,0
1031,144968,562891719,0,4,195771600,2377,27,0.58,18.0779526,73.974787,703.91,4.844,284.7822,0.152,0,0
1032,145109,563091650,0,4,195771800,2377,27,0.58,18.0779549,73.974778,703.89,4.923,284.9221,0.165,0,0
1033,145248,563311569,0,4,195772000,2377,27,0.58,18.0779571,73.9747689,703.86,4.988,284.5858,0.26,0,0
1034,145384,563491659,0,4,195772200,2377,27,0.58,18.0779594,73.9747596,703.81,5.119,284.7896,0.173,0,0
1035,145532,563691676,0,4,195772400,2377,27,0.58,18.0779618,73.9747501,703.77,5.23,284.6384,0.318,0,0
1036,145671,563891707,0,4,195772600,2377,27,0.58,18.0779642,73.9747404,703.7,5.37,284.5684,0.228,0,0
1037,145812,564091665,0,4,195772800,2377,27,0.58,18.0779666,73.9747305,703.65,5.386,285.0007,0.315,0,0
1038,145952,564311604,0,4,195773000,2377,27,0.58,18.0779692,73.9747205,703.64,5.473,285.264,0.138,0,0
1039,146087,564491677,0,4,195773200,2377,27,0.58,18.0779719,73.9747104,703.6,5.538,285.3467,0.06900001,0,0
1040,146235,564691802,0,4,195773400,2377,26,0.59,18.0779745,73.9747003,703.6,5.556,285.1493,0.06500001,0,0
1041,146377,564891681,0,4,195773600,2377,27,0.58,18.077977,73.97469,703.58,5.676,284.7572,0.215,0,0
1042,146518,565091682,0,4,195773800,2377,27,0.58,18.0779797,73.9746796,703.58,5.651,285.2188,0.179,0,0
1043,146657,565311555,0,4,195774000,2377,27,0.58,18.0779824,73.9746692,703.54,5.738,285.4078,0.187,0,0
1044,146792,565491756,0,4,195774200,2377,27,0.58,18.0779852,73.9746586,703.5,5.81,285.6768,0.273,0,0
1045,146939,565691635,0,4,195774400,2377,27,0.58,18.0779881,73.9746481,703.48,5.834,286.46,0.225,0,0
1046,147079,565891680,0,4,195774600,2377,27,0.58,18.0779912,73.9746374,703.45,5.939,287.0896,0.115,0,0
1047,147220,566091654,0,4,195774800,2377,27,0.58,18.0779944,73.9746267,703.47,5.909,287.0809,0.047,0,0
1048,147361,566311551,0,4,195775000,2377,27,0.58,18.0779976,73.9746161,703.49,5.889,287.5504,-0.015,0,0
1049,147495,566491679,0,4,195775200,2377,27,0.58,18.0780008,73.9746055,703.53,5.884,287.1544,0.04,0,0
1050,147642,566691693,0,4,195775400,2377,26,0.59,18.0780038,73.9745947,703.55,5.989,286.2647,-0.018,0,0
1051,147783,566891660,0,4,195775600,2377,26,0.59,18.0780067,73.9745839,703.56,5.923,286.1507,0.003,0,0
1052,147924,567091661,0,4,195775800,2377,26,0.59,18.0780097,73.9745731,703.56,5.909,285.8597,-0.007,0,0
1053,148064,567311553,0,4,195776000,2377,26,0.59,18.0780125,73.9745622,703.56,6.027,285.1917,0.052,0,0
1054,148202,567491690,0,4,195776200,2377,26,0.59,18.0780153,73.9745513,703.55,5.905,285.7418,0.158,0,0
1055,148349,567691777,0,4,195776400,2377,27,0.58,18.0780182,73.9745405,703.54,5.941,285.7434,0.115,0,0
1056,148489,567891678,0,4,195776600,2377,27,0.58,18.0780212,73.9745296,703.53,5.993001,286.0493,0.012,0,0
1057,148630,568091654,0,4,195776800,2377,27,0.58,18.0780241,73.9745187,703.54,5.984,285.5447,-0.113,0,0
1058,148771,568311515,0,4,195777000,2377,27,0.58,18.0780269,73.9745077,703.56,5.989,285.8289,0.159,0,0
1059,148906,568491659,0,4,195777200,2377,27,0.58,18.0780299,73.9744967,703.53,6.056,286.3282,0.106,0,0
1060,149053,568691697,0,4,195777400,2377,27,0.58,18.0780331,73.9744856,703.51,6.156,286.538,0.164,0,0
1061,149194,568891631,0,4,195777600,2377,27,0.58,18.0780363,73.9744744,703.48,6.202,286.7531,0.074,0,0
1062,149335,569091689,0,4,195777800,2377,27,0.58,18.0780395,73.9744631,703.47,6.245,287.0627,0.153,0,0
1063,149475,569311536,0,4,195778000,2377,27,0.58,18.0780428,73.9744517,703.49,6.285,287.5075,0.147,0,0
1064,149611,569491650,0,4,195778200,2377,27,0.58,18.0780462,73.9744402,703.48,6.399,287.4668,0.2,0,0
1065,149759,569691927,0,4,195778400,2377,27,0.58,18.0780496,73.9744284,703.47,6.5,287.1049,0.135,0,0
1066,149900,569891687,0,4,195778600,2377,27,0.58,18.078053,73.9744166,703.43,6.554,286.7418,0.112,0,0
1067,150042,570091699,0,4,195778800,2377,26,0.59,18.0780565,73.9744047,703.39,6.552001,287.3624,0.257,0,0
1068,150183,570311516,0,4,195779000,2377,26,0.59,18.0780601,73.9743927,703.33,6.691,286.8619,0.129,0,0
1069,150319,570491658,0,4,195779200,2377,27,0.58,18.0780636,73.9743805,703.28,6.705,286.4833,0.119,0,0
1070,150467,570691676,0,4,195779400,2377,27,0.58,18.0780669,73.9743682,703.25,6.738,286.262,0.066,0,0
1071,150607,570891701,0,4,195779600,2377,27,0.58,18.0780702,73.974356,703.23,6.64,285.8199,0.093,0,0
1072,150749,571091646,0,4,195779800,2377,27,0.58,18.0780735,73.9743439,703.23,6.634,285.9061,0.07300001,0,0
1073,150889,571311536,0,4,195780000,2377,27,0.58,18.0780768,73.9743318,703.23,6.7,285.7754,-0.139,0,0
1074,151025,571491700,0,4,195780200,2377,27,0.58,18.0780801,73.9743196,703.24,6.636,285.7163,0,0,0
1075,151172,571691724,0,4,195780400,2377,27,0.58,18.0780833,73.9743073,703.22,6.777,284.9383,0.05,0,0
1076,151312,571891703,0,4,195780600,2377,27,0.58,18.0780863,73.9742948,703.22,6.802001,284.4701,-0.026,0,0
1077,151454,572091722,0,4,195780800,2377,27,0.58,18.0780893,73.9742823,703.22,6.857,283.8315,0.027,0,0
1078,151594,572311568,0,4,195781000,2377,27,0.58,18.0780923,73.9742697,703.22,6.8,284.5212,0.108,0,0
1079,151780,572491639,0,4,195781200,2377,27,0.58,18.0780954,73.9742571,703.22,6.918,284.3269,0.06,0,0
1080,151927,572691657,0,4,195781400,2377,26,0.59,18.0780985,73.9742443,703.18,6.891,284.4439,0.06500001,0,0
1081,152067,572891728,0,4,195781600,2377,27,0.58,18.0781016,73.9742316,703.17,6.940001,284.5521,0.08000001,0,0
1082,152211,573091618,0,4,195781800,2377,27,0.58,18.0781047,73.9742188,703.19,6.960001,284.2018,0.08400001,0,0
1083,152355,573311589,0,4,195782000,2377,27,0.58,18.0781077,73.9742061,703.22,6.765,284.1351,-0.105,0,0
1084,152492,573491680,0,4,195782200,2377,27,0.58,18.0781105,73.9741939,703.25,6.498,283.4875,-0.314,0,0
1085,152641,573691709,0,4,195782400,2377,27,0.58,18.0781131,73.9741822,703.33,6.113,283.4884,-0.187,0,0
1086,152782,573891713,0,4,195782600,2377,27,0.58,18.0781155,73.9741713,703.35,5.694,282.568,0.001,0,0
1087,152923,574091683,0,4,195782800,2377,27,0.58,18.0781175,73.974161,703.32,5.31,281.6408,0.042,0,0
1088,153063,574311619,0,4,195783000,2377,27,0.58,18.0781192,73.9741515,703.31,4.885,281.1588,0.124,0,0
1089,153199,574491718,0,4,195783200,2377,27,0.58,18.0781208,73.9741427,703.3,4.527,281.1765,0.078,0,0
1090,153347,574691816,0,4,195783400,2377,27,0.58,18.0781222,73.9741347,703.32,4.098,280.263,-0.059,0,0
1091,153487,574891702,0,4,195783600,2377,27,0.58,18.0781234,73.9741272,703.34,3.846,280.2794,-0.107,0,0
1092,153628,575091637,0,4,195783800,2377,27,0.58,18.0781247,73.9741204,703.34,3.394,280.7341,-0.121,0,0
1093,153769,575311607,0,4,195784000,2377,27,0.58,18.0781258,73.9741144,703.36,3.058,280.7279,-0.09900001,0,0
1094,153904,575491757,0,4,195784200,2377,27,0.58,18.0781267,73.974109,703.43,2.688,281.1425,-0.268,0,0
1095,154051,575691704,0,4,195784400,2377,27,0.58,18.0781277,73.9741043,703.49,2.369,282.6809,-0.22,0,0
1096,154190,575891700,0,4,195784600,2377,27,0.58,18.0781286,73.9741001,703.56,2.131,282.7543,-0.391,0,0
1097,154331,576091685,0,4,195784800,2377,26,0.59,18.0781294,73.9740966,703.65,1.791,283.8441,-0.355,0,0
1098,154472,576311488,0,4,195785000,2377,26,0.59,18.0781303,73.9740935,703.67,1.566,285.0951,-0.163,0,0
1099,154607,576491637,0,4,195785200,2377,26,0.59,18.078131,73.9740909,703.76,1.282,286.3872,-0.265,0,0
1100,154754,576691695,0,4,195785400,2377,26,0.59,18.0781316,73.9740887,703.85,1.156,285.3184,-0.366,0,0
1101,154896,576891657,0,4,195785600,2377,26,0.59,18.0781321,73.9740868,703.9,0.965,284.3212,-0.429,0,0
1102,155037,577091675,0,4,195785800,2377,26,0.59,18.0781325,73.9740853,704.03,0.7780001,288.1382,-0.365,0,0
1103,155175,577291673,0,4,195786000,2377,26,0.59,18.078133,73.9740841,704.14,0.587,289.8768,-0.588,0,0
1104,155312,577491697,0,4,195786200,2377,26,0.59,18.0781335,73.9740831,704.29,0.617,296.1239,-0.5470001,0,0
1105,155462,577691719,0,4,195786400,2377,26,0.59,18.0781339,73.9740822,704.37,0.521,291.1456,-0.394,0,0
1106,155601,577891646,0,4,195786600,2377,26,0.59,18.0781342,73.9740813,704.43,0.492,291.8967,-0.259,0,0
1107,155742,578091734,0,4,195786800,2377,26,0.59,18.0781346,73.9740806,704.46,0.391,302.1379,-0.02,0,0
1108,155879,578291614,0,4,195787000,2377,27,0.59,18.0781351,73.9740801,704.5,0.392,300.8497,-0.148,0,0
1109,156017,578491669,0,4,195787200,2377,27,0.58,18.0781354,73.9740795,704.56,0.382,302.0742,-0.09100001,0,0
1110,156164,578691685,0,4,195787400,2377,27,0.58,18.0781358,73.974079,704.58,0.356,308.2201,-0.023,0,0
1111,156303,578891736,0,4,195787600,2377,27,0.58,18.0781362,73.9740786,704.61,0.323,312.5174,-0.066,0,0
1112,156444,579091692,0,4,195787800,2377,27,0.58,18.0781366,73.9740782,704.64,0.292,313.7448,-0.046,0,0
1113,156580,579291703,0,4,195788000,2377,27,0.58,18.0781369,73.9740778,704.65,0.299,315.1668,0.017,0,0
1114,156719,579491649,0,4,195788200,2377,27,0.58,18.0781373,73.9740774,704.67,0.295,310.6645,-0.009000001,0,0
1115,156867,579691761,0,4,195788400,2377,27,0.58,18.0781376,73.974077,704.69,0.265,309.6923,-0.08800001,0,0
1116,157007,579891737,0,4,195788600,2377,27,0.58,18.0781379,73.9740767,704.72,0.261,309.2634,-0.028,0,0
1117,157148,580091634,0,4,195788800,2377,27,0.58,18.0781381,73.9740764,704.75,0.199,303.7506,-0.061,0,0
1118,157286,580291643,0,4,195789000,2377,27,0.58,18.0781383,73.974076,704.78,0.204,295.2809,-0.066,0,0
1119,157424,580491667,0,4,195789200,2377,27,0.58,18.0781384,73.9740757,704.8,0.171,290.2247,-0.071,0,0
1120,157575,580711508,0,4,195789400,2377,27,0.58,18.0781385,73.9740755,704.82,0.185,283.6067,0.028,0,0
1121,157711,580891668,0,4,195789600,2377,27,0.58,18.0781386,73.9740751,704.83,0.301,272.2397,-0.047,0,0
1122,157852,581091652,0,4,195789800,2377,27,0.58,18.0781387,73.9740745,704.84,0.415,272.6356,0.103,0,0
1123,157993,581311459,0,4,195790000,2377,27,0.58,18.0781389,73.9740735,704.82,0.743,275.3942,0.068,0,0
1124,158128,581491617,0,4,195790200,2377,27,0.58,18.0781392,73.9740719,704.82,1.05,277.9614,0.086,0,0
1125,158275,581691688,0,4,195790400,2377,27,0.58,18.0781396,73.9740697,704.81,1.385,280.9511,0.142,0,0
1126,158416,581891672,0,4,195790600,2377,27,0.58,18.0781403,73.9740669,704.8,1.712,282.6097,0.027,0,0
1127,158556,582091644,0,4,195790800,2377,27,0.58,18.0781412,73.9740636,704.81,1.947,282.5282,-0.05,0,0
1128,158696,582311548,0,4,195791000,2377,27,0.58,18.0781421,73.9740599,704.81,2.196,283.1672,-0.09200001,0,0
1129,158832,582491721,0,4,195791200,2377,27,0.58,18.0781431,73.9740557,704.85,2.423,283.0299,-0.224,0,0
1130,158983,582691733,0,4,195791400,2377,27,0.58,18.0781443,73.9740512,704.91,2.54,284.438,-0.283,0,0
1131,159124,582891695,0,4,195791600,2377,27,0.58,18.0781455,73.9740464,704.96,2.733,283.6794,-0.277,0,0
1132,159266,583091625,0,4,195791800,2377,27,0.58,18.0781467,73.9740411,705.02,3,282.2672,-0.409,0,0
1133,159408,583311535,0,4,195792000,2377,27,0.58,18.0781479,73.9740356,705.08,2.959,282.9647,-0.284,0,0
1134,159546,583491634,0,4,195792200,2377,27,0.58,18.0781492,73.9740301,705.14,3.1,282.9789,-0.422,0,0
1135,159696,583691688,0,4,195792400,2377,27,0.58,18.0781505,73.9740244,705.19,2.974,282.42,-0.283,0,0
1136,159836,583891656,0,4,195792600,2377,27,0.58,18.0781517,73.974019,705.22,2.856,282.5757,-0.291,0,0
1137,159979,584091631,0,4,195792800,2377,27,0.58,18.078153,73.9740138,705.23,2.753,283.1298,-0.154,0,0
1138,160124,584311605,0,4,195793000,2377,27,0.58,18.0781542,73.9740091,705.24,2.439,284.4077,-0.086,0,0
1139,160262,584491734,0,4,195793200,2377,27,0.58,18.0781554,73.9740049,705.27,2.138,284.8398,-0.157,0,0
1140,160412,584691725,0,4,195793400,2377,27,0.58,18.0781564,73.9740012,705.27,1.821,285.6028,-0.114,0,0
1141,160554,584891697,0,4,195793600,2377,27,0.58,18.0781573,73.9739982,705.28,1.479,286.5487,-0.046,0,0
1142,160697,585091667,0,4,195793800,2377,27,0.58,18.0781581,73.9739957,705.33,1.299,286.7125,-0.307,0,0
1143,160839,585311538,0,4,195794000,2377,27,0.58,18.0781588,73.9739936,705.35,0.934,289.2911,0.027,0,0
1144,160976,585491627,0,4,195794200,2377,27,0.58,18.0781596,73.9739923,705.3,0.688,294.4819,0.138,0,0
1145,161126,585691734,0,4,195794400,2377,27,0.58,18.0781603,73.9739914,705.27,0.473,305.8646,0.051,0,0
1146,161266,585891613,0,4,195794600,2377,27,0.58,18.078161,73.9739913,705.25,0.424,339.0377,0.123,0,0
1147,161409,586091718,0,4,195794800,2377,27,0.58,18.0781617,73.9739916,705.2,0.455,16.64909,0.075,0,0
1148,161552,586311525,0,4,195795000,2377,27,0.58,18.0781622,73.9739923,705.18,0.6,44.7584,0.204,0,0
1149,161689,586491731,0,4,195795200,2377,27,0.58,18.0781627,73.9739934,705.12,0.689,57.25809,0.134,0,0
1150,161837,586691667,0,4,195795400,2377,27,0.58,18.0781632,73.9739947,705.09,0.7460001,65.88938,0.17,0,0
1151,161978,586891685,0,4,195795600,2377,27,0.58,18.0781635,73.973996,705.05,0.733,71.61892,0.025,0,0
1152,162121,587091656,0,4,195795800,2377,27,0.58,18.0781637,73.9739974,705.05,0.715,76.85028,-0.068,0,0
1153,162264,587311491,0,4,195796000,2377,27,0.58,18.0781639,73.9739986,705.02,0.583,81.479,-0.06900001,0,0
1154,162400,587491638,0,4,195796200,2377,27,0.58,18.0781638,73.9739996,705.03,0.529,86.46212,-0.041,0,0
1155,162551,587691639,0,4,195796400,2377,27,0.58,18.0781637,73.9740005,705.02,0.39,93.2272,0.037,0,0
1156,162695,587891641,0,4,195796600,2377,27,0.58,18.0781635,73.9740011,705,0.253,102.4132,0.019,0,0
1157,162838,588091740,0,4,195796800,2377,27,0.58,18.0781631,73.9740014,704.99,0.221,128.0526,-0.007,0,0
1158,162980,588311529,0,4,195797000,2377,27,0.58,18.0781627,73.9740014,704.98,0.251,169.5253,0.03,0,0
1159,163117,588491672,0,4,195797200,2377,27,0.58,18.0781622,73.9740011,704.96,0.383,200.9204,-0.012,0,0
1160,163266,588691666,0,4,195797400,2377,27,0.58,18.0781616,73.9740005,704.95,0.512,219.7246,0.089,0,0
1161,163407,588891726,0,4,195797600,2377,27,0.58,18.078161,73.9739998,704.94,0.544,228.1777,-0.028,0,0
1162,163550,589091659,0,4,195797800,2377,27,0.58,18.0781604,73.9739988,704.94,0.665,233.8728,0.038,0,0
1163,163692,589311486,0,4,195798000,2377,27,0.58,18.0781598,73.9739976,704.95,0.749,241.5618,-0.068,0,0
1164,163829,589491720,0,4,195798200,2377,27,0.58,18.0781592,73.9739962,704.95,0.8330001,246.0584,-0.048,0,0
1165,163979,589691857,0,4,195798400,2377,27,0.58,18.0781587,73.9739948,704.96,0.798,249.5231,0.043,0,0
1166,164121,589891706,0,4,195798600,2377,27,0.58,18.0781583,73.9739934,704.96,0.78,253.1408,-0.039,0,0
1167,164264,590091685,0,4,195798800,2377,27,0.58,18.0781581,73.973992,704.95,0.717,257.7198,0,0,0
1168,164407,590311524,0,4,195799000,2377,27,0.58,18.0781579,73.9739907,704.95,0.721,259.5098,0.004,0,0
1169,164544,590491657,0,4,195799200,2377,27,0.58,18.0781578,73.9739894,704.94,0.654,263.5317,0.09900001,0,0
1170,164694,590691761,0,4,195799400,2377,27,0.58,18.0781579,73.9739882,704.9,0.638,270.9819,0.119,0,0
1171,164833,590891659,0,4,195799600,2377,27,0.58,18.0781582,73.9739871,704.86,0.539,275.7593,0.09100001,0,0
1172,164977,591091663,0,4,195799800,2377,27,0.58,18.0781585,73.9739863,704.85,0.451,286.0569,0.044,0,0
1173,165120,591311569,0,4,195800000,2377,27,0.58,18.0781589,73.9739856,704.85,0.437,296.0767,0.072,0,0
