,0,1,2,3,4,5,Nsats,Hdop,Latitude,Longitude,Altitude,Speed,12,13,14,15
36,5720,367111459,0,4,195575800,2377,27,0.58,18.0756299,73.9830266,681.59,0.013,0,-0.05,0,0
37,5721,367111459,0,4,195575800,2377,27,0.58,18.0756299,73.9830266,681.59,0.013,0,-0.05,0,0
38,5874,367311506,0,4,195576000,2377,27,0.58,18.07563,73.9830267,681.6,0.027,0,-0.026,0,0
39,5875,367311506,0,4,195576000,2377,27,0.58,18.07563,73.9830267,681.6,0.027,0,-0.026,0,0
40,6028,367511464,0,4,195576200,2377,27,0.58,18.07563,73.9830267,681.61,0.001,0,-0.074,0,0
41,6029,367511464,0,4,195576200,2377,27,0.58,18.07563,73.9830267,681.61,0.001,0,-0.074,0,0
42,6191,367711530,0,4,195576400,2377,27,0.58,18.07563,73.9830267,681.63,0.024,0,-0.064,0,0
43,6192,367711530,0,4,195576400,2377,27,0.58,18.07563,73.9830267,681.63,0.024,0,-0.064,0,0
44,6345,367911544,0,4,195576600,2377,27,0.58,18.07563,73.9830267,681.64,0.03,0,-0.106,0,0
45,6346,367911544,0,4,195576600,2377,27,0.58,18.07563,73.9830267,681.64,0.03,0,-0.106,0,0
46,6500,368111468,0,4,195576800,2377,27,0.58,18.07563,73.9830268,681.64,0.079,0,-0.1,0,0
47,6501,368111468,0,4,195576800,2377,27,0.58,18.07563,73.9830268,681.64,0.079,0,-0.1,0,0
48,6653,368311608,0,4,195577000,2377,27,0.58,18.07563,73.9830269,681.64,0.027,0,-0.066,0,0
49,6654,368311608,0,4,195577000,2377,27,0.58,18.07563,73.9830269,681.64,0.027,0,-0.066,0,0
50,6811,368511592,0,4,195577200,2377,27,0.58,18.0756299,73.9830268,681.65,0.07,0,-0.209,0,0
51,6974,368711613,0,4,195577400,2377,27,0.58,18.0756299,73.9830268,681.66,0.038,0,-0.051,0,0
52,6975,368711613,0,4,195577400,2377,27,0.58,18.0756299,73.9830268,681.66,0.038,0,-0.051,0,0
53,7128,368911552,0,4,195577600,2377,27,0.58,18.0756299,73.9830269,681.67,0.022,0,-0.101,0,0
54,7129,368911552,0,4,195577600,2377,27,0.58,18.0756299,73.9830269,681.67,0.022,0,-0.101,0,0
55,7282,369111450,0,4,195577800,2377,27,0.58,18.0756299,73.9830269,681.67,0.028,0,-0.08400001,0,0
56,7283,369111450,0,4,195577800,2377,27,0.58,18.0756299,73.9830269,681.67,0.028,0,-0.08400001,0,0
57,7435,369311538,0,4,195578000,2377,27,0.58,18.0756299,73.9830268,681.68,0.016,0,-0.101,0,0
58,7436,369311538,0,4,195578000,2377,27,0.58,18.0756299,73.9830268,681.68,0.016,0,-0.101,0,0
59,7590,369511589,0,4,195578200,2377,27,0.58,18.0756298,73.9830268,681.69,0.045,0,0.042,0,0
60,7591,369511589,0,4,195578200,2377,27,0.58,18.0756298,73.9830268,681.69,0.045,0,0.042,0,0
61,7757,369711748,0,4,195578400,2377,27,0.58,18.0756298,73.9830267,681.67,0.028,0,-0.011,0,0
62,7910,369911601,0,4,195578600,2377,27,0.58,18.0756298,73.9830267,681.68,0.032,0,0.017,0,0
63,7911,369911601,0,4,195578600,2377,27,0.58,18.0756298,73.9830267,681.68,0.032,0,0.017,0,0
64,8066,370091645,0,4,195578800,2377,27,0.58,18.0756298,73.9830267,681.68,0.022,0,0.024,0,0
65,8226,370311597,0,4,195579000,2377,27,0.58,18.0756298,73.9830267,681.68,0.056,0,0.087,0,0
66,8380,370511546,0,4,195579200,2377,27,0.58,18.0756299,73.9830266,681.67,0.07600001,0,0.021,0,0
67,8381,370511546,0,4,195579200,2377,27,0.58,18.0756299,73.9830266,681.67,0.07600001,0,0.021,0,0
68,8545,370711551,0,4,195579400,2377,27,0.58,18.0756301,73.9830266,681.66,0.117,0,-0.003,0,0
69,8546,370711551,0,4,195579400,2377,27,0.58,18.0756301,73.9830266,681.66,0.117,0,-0.003,0,0
70,8699,370911537,0,4,195579600,2377,27,0.58,18.0756303,73.9830265,681.69,0.17,0,-0.09100001,0,0
71,8700,370911537,0,4,195579600,2377,27,0.58,18.0756303,73.9830265,681.69,0.17,0,-0.09100001,0,0
72,8850,371111577,0,4,195579800,2377,27,0.58,18.0756306,73.9830265,681.74,0.191,355.5977,-0.214,0,0
73,8987,371311655,0,4,195580000,2377,27,0.58,18.0756311,73.9830265,681.8,0.307,355.0812,-0.294,0,0
74,9127,371511464,0,4,195580200,2377,27,0.58,18.0756315,73.9830265,681.86,0.222,353.7338,-0.171,0,0
75,9275,371711551,0,4,195580400,2377,27,0.58,18.075632,73.9830263,681.96,0.304,345.2194,-0.508,0,0
76,9413,371911553,0,4,195580600,2377,27,0.58,18.0756324,73.9830262,682.06,0.238,348.3491,-0.469,0,0
77,9552,372111554,0,4,195580800,2377,27,0.58,18.0756331,73.983026,682.06,0.404,343.2039,-0.205,0,0
78,9688,372311610,0,4,195581000,2377,27,0.58,18.0756336,73.983026,682.16,0.228,348.5005,-0.401,0,0
79,9825,372491606,0,4,195581200,2377,27,0.58,18.075634,73.9830259,682.24,0.204,346.1956,-0.441,0,0
80,9976,372711637,0,4,195581400,2377,27,0.58,18.0756344,73.9830258,682.32,0.285,343.7252,-0.374,0,0
81,10114,372911559,0,4,195581600,2377,27,0.58,18.0756349,73.9830258,682.39,0.303,1.43052,-0.305,0,0
82,10253,373111467,0,4,195581800,2377,27,0.58,18.0756353,73.9830258,682.46,0.158,1.43052,-0.413,0,0
83,10390,373311622,0,4,195582000,2377,27,0.58,18.0756356,73.9830256,682.53,0.162,1.43052,-0.438,0,0
84,10529,373511514,0,4,195582200,2377,27,0.58,18.0756358,73.9830256,682.65,0.14,1.43052,-0.271,0,0
85,10681,373711637,0,4,195582400,2377,27,0.58,18.0756359,73.983026,682.71,0.255,32.64955,-0.328,0,0
86,10819,373911562,0,4,195582600,2377,27,0.58,18.0756359,73.9830264,682.79,0.182,53.72607,-0.314,0,0
87,10958,374111521,0,4,195582800,2377,27,0.58,18.0756357,73.9830268,682.89,0.291,97.56261,-0.397,0,0
88,11096,374311582,0,4,195583000,2377,27,0.58,18.0756353,73.9830272,682.95,0.326,126.3475,-0.316,0,0
89,11233,374491635,0,4,195583200,2377,27,0.58,18.0756348,73.9830276,683.09,0.378,137.1477,-0.476,0,0
90,11386,374711696,0,4,195583400,2377,27,0.58,18.0756342,73.9830279,683.19,0.336,141.5357,-0.544,0,0
91,11524,374911543,0,4,195583600,2377,27,0.58,18.0756336,73.9830284,683.34,0.453,138.8651,-0.45,0,0
92,11667,375111524,0,4,195583800,2377,27,0.58,18.075633,73.9830286,683.34,0.42,162.2217,-0.36,0,0
93,11804,375311651,0,4,195584000,2377,27,0.58,18.0756322,73.9830284,683.42,0.447,182.7451,-0.319,0,0
94,11943,375511607,0,4,195584200,2377,27,0.58,18.0756315,73.9830284,683.55,0.364,175.5555,-0.452,0,0
95,12092,375711600,0,4,195584400,2377,27,0.58,18.0756308,73.9830285,683.64,0.323,179.4238,-0.434,0,0
96,12230,375911594,0,4,195584600,2377,27,0.58,18.0756303,73.9830283,683.76,0.35,196.8288,-0.576,0,0
97,12369,376111540,0,4,195584800,2377,27,0.58,18.0756297,73.9830281,683.9,0.355,194.1504,-0.7550001,0,0
98,12506,376311574,0,4,195585000,2377,27,0.58,18.075629,73.983028,684.07,0.348,187.5355,-0.789,0,0
99,12645,376511605,0,4,195585200,2377,27,0.58,18.0756285,73.9830282,684.25,0.315,167.407,-0.767,0,0
100,12794,376711524,0,4,195585400,2377,27,0.58,18.0756283,73.9830287,684.47,0.283,123.9449,-1.002,0,0
101,12932,376911533,0,4,195585600,2377,27,0.58,18.0756283,73.9830294,684.65,0.398,100.6713,-1.009,0,0
102,13072,377111587,0,4,195585800,2377,27,0.58,18.0756284,73.9830299,684.8,0.212,92.51654,-0.8050001,0,0
103,13209,377311604,0,4,195586000,2377,27,0.58,18.0756287,73.9830301,684.92,0.191,67.21038,-0.608,0,0
104,13348,377511463,0,4,195586200,2377,27,0.58,18.075629,73.9830304,685.06,0.294,40.57881,-0.505,0,0
105,13496,377711597,0,4,195586400,2377,27,0.58,18.0756296,73.9830304,685.1,0.321,13.67497,-0.46,0,0
106,13635,377911474,0,4,195586600,2377,27,0.58,18.0756302,73.98303,685.2,0.545,336.2842,-0.5,0,0
107,13774,378111522,0,4,195586800,2377,27,0.58,18.0756308,73.9830296,685.3,0.224,336.4767,-0.463,0,0
108,13911,378311563,0,4,195587000,2377,27,0.58,18.0756311,73.9830295,685.46,0.176,336.4767,-0.557,0,0
109,14050,378511530,0,4,195587200,2377,27,0.58,18.0756314,73.9830293,685.5,0.154,336.4767,-0.449,0,0
110,14201,378711490,0,4,195587400,2377,27,0.58,18.0756315,73.9830291,685.61,0.051,336.4767,-0.456,0,0
111,14340,378911523,0,4,195587600,2377,27,0.58,18.0756314,73.9830291,685.77,0.027,336.4767,-0.659,0,0
112,14479,379111529,0,4,195587800,2377,27,0.58,18.0756314,73.9830288,685.88,0.256,303.5743,-0.728,0,0
113,14616,379311590,0,4,195588000,2377,27,0.58,18.0756315,73.9830284,686,0.193,290.4948,-0.599,0,0
114,14755,379511508,0,4,195588200,2377,27,0.58,18.0756315,73.9830282,686.14,0.04,290.4948,-0.417,0,0
115,14905,379711677,0,4,195588400,2377,27,0.58,18.0756316,73.983028,686.17,0.117,290.4948,-0.348,0,0
116,15044,379911448,0,4,195588600,2377,27,0.58,18.0756316,73.9830279,686.27,0.049,290.4948,-0.284,0,0
117,15184,380111459,0,4,195588800,2377,27,0.58,18.0756316,73.9830278,686.31,0.048,290.4948,-0.087,0,0
118,15322,380311592,0,4,195589000,2377,27,0.58,18.0756317,73.9830277,686.31,0.089,290.4948,0.019,0,0
119,15461,380511474,0,4,195589200,2377,27,0.58,18.0756318,73.9830275,686.28,0.106,290.4948,0.154,0,0
120,15610,380711638,0,4,195589400,2377,27,0.58,18.0756319,73.9830273,686.28,0.133,290.4948,0.031,0,0
121,15749,380911569,0,4,195589600,2377,27,0.58,18.0756321,73.9830273,686.32,0.067,290.4948,-0.234,0,0
122,15888,381111609,0,4,195589800,2377,27,0.58,18.0756321,73.9830272,686.43,0.063,290.4948,-0.536,0,0
123,16025,381311541,0,4,195590000,2377,27,0.58,18.0756323,73.9830272,686.56,0.106,290.4948,-0.758,0,0
124,16164,381511523,0,4,195590200,2377,27,0.58,18.0756326,73.9830271,686.71,0.324,321.9269,-0.8520001,0,0
125,16312,381711537,0,4,195590400,2377,27,0.58,18.0756331,73.9830268,686.83,0.221,323.8093,-0.661,0,0
126,16452,381911538,0,4,195590600,2377,27,0.58,18.0756333,73.9830265,686.93,0.186,303.2892,-0.6,0,0
127,16592,382111525,0,4,195590800,2377,27,0.58,18.0756334,73.9830261,687.07,0.186,303.3411,-0.7320001,0,0
128,16729,382311584,0,4,195591000,2377,27,0.58,18.0756336,73.9830258,687.24,0.235,297.4228,-0.645,0,0
129,16868,382511554,0,4,195591200,2377,27,0.58,18.0756337,73.9830255,687.36,0.123,297.4228,-0.575,0,0
130,17016,382711560,0,4,195591400,2377,27,0.58,18.0756339,73.9830253,687.55,0.14,297.4228,-0.7920001,0,0
131,17154,382911654,0,4,195591600,2377,27,0.58,18.0756341,73.9830252,687.69,0.113,297.4228,-0.7640001,0,0
132,17299,383111540,0,4,195591800,2377,27,0.58,18.0756343,73.9830253,687.9,0.156,297.4228,-0.978,0,0
133,17445,383311567,0,4,195592000,2377,27,0.58,18.0756345,73.9830253,688.04,0.103,297.4228,-0.8520001,0,0
134,17592,383511513,0,4,195592200,2377,27,0.58,18.0756346,73.9830251,688.29,0.16,297.4228,-1.089,0,0
135,17745,383711548,0,4,195592400,2377,27,0.58,18.0756348,73.983025,688.46,0.055,297.4228,-0.882,0,0
136,17888,383911512,0,4,195592600,2377,27,0.58,18.0756347,73.983025,688.66,0.06500001,297.4228,-0.9400001,0,0
137,18034,384111502,0,4,195592800,2377,27,0.58,18.0756346,73.983025,688.88,0.07600001,297.4228,-0.929,0,0
138,18180,384311634,0,4,195593000,2377,27,0.58,18.0756345,73.983025,689.02,0.027,297.4228,-0.951,0,0
139,18328,384511525,0,4,195593200,2377,27,0.58,18.0756344,73.983025,689.22,0.119,297.4228,-0.9590001,0,0
140,18486,384711730,0,4,195593400,2377,27,0.58,18.0756342,73.983025,689.4,0.066,297.4228,-0.876,0,0
141,18629,384911461,0,4,195593600,2377,27,0.58,18.0756341,73.9830249,689.61,0.129,297.4228,-0.9950001,0,0
142,18771,385111544,0,4,195593800,2377,27,0.58,18.0756338,73.9830249,689.86,0.171,267.546,-1.161,0,0
143,18915,385311644,0,4,195594000,2377,27,0.58,18.0756334,73.9830247,690.13,0.196,224.2157,-1.182,0,0
144,19063,385511583,0,4,195594200,2377,27,0.58,18.0756332,73.9830247,690.38,0.115,224.2157,-1.145,0,0
145,19219,385711503,0,4,195594400,2377,27,0.58,18.075633,73.9830246,690.62,0.11,224.2157,-1.272,0,0
146,19361,385911529,0,4,195594600,2377,27,0.58,18.075633,73.9830244,690.83,0.275,265.074,-0.994,0,0
147,19500,386111561,0,4,195594800,2377,27,0.58,18.0756334,73.9830236,690.96,0.588,296.147,-0.623,0,0
148,19638,386311622,0,4,195595000,2377,27,0.58,18.0756339,73.9830224,691.14,0.883,291.5918,-0.877,0,0
149,19777,386511559,0,4,195595200,2377,27,0.58,18.0756345,73.9830207,691.27,1.013,293.6508,-0.821,0,0
150,19926,386711494,0,4,195595400,2377,27,0.58,18.0756354,73.9830187,691.43,1.309,294.146,-0.7960001,0,0
151,20072,386911578,0,4,195595600,2377,27,0.58,18.0756363,73.9830164,691.66,1.349,292.0343,-1.007,0,0
152,20220,387111600,0,4,195595800,2377,27,0.58,18.0756372,73.9830139,691.87,1.513,291.9007,-1.018,0,0
153,20359,387311646,0,4,195596000,2377,27,0.58,18.0756382,73.9830113,692.05,1.392,291.8787,-0.872,0,0
154,20498,387511525,0,4,195596200,2377,27,0.58,18.0756391,73.9830087,692.25,1.568,289.6818,-0.7970001,0,0
155,20647,387711475,0,4,195596400,2377,27,0.58,18.07564,73.9830058,692.42,1.666,289.4817,-0.9580001,0,0
156,20785,387911604,0,4,195596600,2377,27,0.58,18.0756409,73.9830027,692.63,1.767,287.3619,-1.058,0,0
157,20924,388111589,0,4,195596800,2377,27,0.58,18.0756417,73.9829997,692.81,1.505,286.1161,-0.928,0,0
158,21063,388311586,0,4,195597000,2377,27,0.58,18.0756424,73.9829968,692.97,1.564,284.5991,-0.934,0,0
159,21205,388511543,0,4,195597200,2377,27,0.58,18.0756431,73.9829938,693.18,1.788,285.2682,-0.895,0,0
160,21353,388711541,0,4,195597400,2377,27,0.58,18.0756438,73.9829905,693.36,1.752,283.5053,-0.9170001,0,0
161,21495,388911576,0,4,195597600,2377,27,0.58,18.0756443,73.9829875,693.55,1.516,280.9731,-0.887,0,0
162,21634,389111557,0,4,195597800,2377,27,0.58,18.0756448,73.9829847,693.71,1.429,281.2006,-0.883,0,0
163,21772,389311603,0,4,195598000,2377,27,0.58,18.0756453,73.9829822,693.88,1.299,283.0103,-0.85,0,0
164,21911,389511612,0,4,195598200,2377,27,0.58,18.075646,73.9829799,694,1.267,285.9351,-0.679,0,0
165,22061,389711697,0,4,195598400,2377,27,0.58,18.0756469,73.9829777,694.11,1.145,289.2535,-0.7180001,0,0
166,22199,389911549,0,4,195598600,2377,27,0.58,18.0756477,73.9829761,694.29,0.924,296.5814,-0.734,0,0
167,22342,390111524,0,4,195598800,2377,27,0.58,18.0756485,73.9829747,694.41,0.74,293.4597,-0.855,0,0
168,22480,390311611,0,4,195599000,2377,27,0.58,18.0756489,73.9829736,694.62,0.552,294.8075,-0.974,0,0
169,22620,390511468,0,4,195599200,2377,27,0.58,18.0756493,73.9829725,694.83,0.691,292.012,-0.956,0,0
170,22770,390711550,0,4,195599400,2377,27,0.58,18.0756498,73.9829712,695,0.7410001,290.9399,-0.8700001,0,0
171,22909,390911516,0,4,195599600,2377,27,0.58,18.0756503,73.9829697,695.14,0.9530001,290.3318,-0.823,0,0
172,23048,391111533,0,4,195599800,2377,27,0.58,18.0756509,73.9829678,695.35,1.238,290.8452,-0.776,0,0
173,23191,391311632,0,4,195600000,2377,27,0.58,18.0756517,73.9829654,695.52,1.453,289.1034,-0.984,0,0
174,23339,391511537,0,4,195600200,2377,27,0.58,18.0756526,73.9829625,695.77,1.752,288.7996,-1.094,0,0
175,23492,391711627,0,4,195600400,2377,27,0.58,18.0756536,73.9829591,696.01,2.031,286.6494,-1.14,0,0
176,23634,391911542,0,4,195600600,2377,27,0.58,18.0756545,73.9829551,696.26,2.239,285.5733,-1.216,0,0
177,23773,392091610,0,4,195600800,2377,27,0.58,18.0756556,73.9829509,696.55,2.412,284.8474,-1.319,0,0
178,23912,392311623,0,4,195601000,2377,27,0.58,18.0756566,73.9829464,696.82,2.476,284.6702,-1.393,0,0
179,24051,392511498,0,4,195601200,2377,27,0.58,18.0756577,73.9829418,697.08,2.512,284.3156,-1.368,0,0
180,24200,392711552,0,4,195601400,2377,27,0.58,18.0756588,73.9829372,697.33,2.536,283.3335,-1.283,0,0
181,24341,392911504,0,4,195601600,2377,27,0.58,18.0756598,73.9829325,697.58,2.575,283.2285,-1.243,0,0
182,24487,393111461,0,4,195601800,2377,27,0.58,18.0756609,73.9829276,697.86,2.659,282.9306,-1.268,0,0
183,24630,393311616,0,4,195602000,2377,27,0.58,18.075662,73.9829227,698.05,2.694,283.9109,-1.038,0,0
184,24769,393511514,0,4,195602200,2377,27,0.58,18.0756634,73.9829178,698.21,2.669,285.4076,-0.9490001,0,0
185,24922,393711556,0,4,195602400,2377,27,0.58,18.0756647,73.9829132,698.42,2.429,286.463,-1.037,0,0
186,25070,393911479,0,4,195602600,2377,27,0.58,18.075666,73.982909,698.62,2.266,286.5239,-1.11,0,0
187,25210,394091649,0,4,195602800,2377,27,0.58,18.075667,73.9829052,698.84,1.923,286.6631,-0.84,0,0
188,25349,394311564,0,4,195603000,2377,27,0.58,18.0756678,73.982902,698.99,1.603,285.4803,-0.568,0,0
189,25487,394511475,0,4,195603200,2377,27,0.58,18.0756686,73.9828992,699.05,1.411,286.4031,-0.208,0,0
190,25639,394711687,0,4,195603400,2377,27,0.58,18.0756692,73.9828967,699.08,1.307,285.5718,-0.129,0,0
191,25777,394911486,0,4,195603600,2377,27,0.58,18.0756698,73.9828945,699.12,1.093,287.7863,-0.203,0,0
192,25916,395111577,0,4,195603800,2377,27,0.58,18.0756704,73.9828928,699.16,0.836,288.6882,-0.122,0,0
193,26056,395311630,0,4,195604000,2377,27,0.58,18.0756708,73.9828915,699.18,0.622,290.1353,-0.093,0,0
194,26194,395511460,0,4,195604200,2377,27,0.58,18.0756711,73.9828905,699.22,0.485,289.1901,-0.155,0,0
195,26344,395711559,0,4,195604400,2377,27,0.58,18.0756713,73.9828897,699.27,0.392,289.7691,-0.074,0,0
196,26483,395911530,0,4,195604600,2377,27,0.58,18.0756714,73.9828891,699.3,0.252,287.2268,-0.09,0,0
197,26622,396111535,0,4,195604800,2377,27,0.58,18.0756714,73.9828886,699.33,0.265,281.4438,-0.005,0,0
198,26759,396311602,0,4,195605000,2377,27,0.58,18.0756714,73.9828882,699.35,0.184,279.2396,-0.057,0,0
199,26894,396491578,0,4,195605200,2377,27,0.58,18.0756713,73.9828879,699.39,0.147,279.2396,-0.093,0,0
200,27047,396711535,0,4,195605400,2377,27,0.58,18.0756713,73.9828876,699.43,0.126,279.2396,-0.17,0,0
201,27185,396911533,0,4,195605600,2377,27,0.58,18.0756713,73.9828874,699.45,0.097,279.2396,0.048,0,0
202,27324,397111522,0,4,195605800,2377,27,0.58,18.0756712,73.9828872,699.48,0.14,279.2396,-0.093,0,0
203,27462,397311580,0,4,195606000,2377,27,0.58,18.0756713,73.9828869,699.55,0.176,288.6913,-0.44,0,0
204,27597,397491697,0,4,195606200,2377,27,0.58,18.0756714,73.9828866,699.73,0.275,303.3646,-0.8880001,0,0
205,27751,397711524,0,4,195606400,2377,27,0.58,18.0756717,73.9828862,699.88,0.286,299.0705,-0.8430001,0,0
206,27889,397911555,0,4,195606600,2377,27,0.58,18.0756719,73.9828856,700.03,0.323,296.5312,-0.876,0,0
207,28032,398111516,0,4,195606800,2377,27,0.58,18.0756721,73.9828852,700.32,0.326,307.8427,-1.067,0,0
208,28171,398311577,0,4,195607000,2377,27,0.58,18.0756724,73.9828848,700.56,0.272,304.5995,-1.377,0,0
209,28307,398491651,0,4,195607200,2377,27,0.58,18.0756726,73.9828844,700.79,0.163,304.5995,-1.256,0,0
210,28460,398711509,0,4,195607400,2377,27,0.58,18.0756727,73.9828842,701.03,0.098,304.5995,-1.15,0,0
211,28606,398911474,0,4,195607600,2377,27,0.58,18.0756726,73.9828842,701.27,0.113,304.5995,-1.164,0,0
212,28756,399111472,0,4,195607800,2377,27,0.58,18.0756724,73.9828843,701.5,0.119,304.5995,-1.097,0,0
213,28897,399311600,0,4,195608000,2377,27,0.58,18.0756723,73.9828842,701.68,0.101,304.5995,-0.9580001,0,0
214,29034,399491664,0,4,195608200,2377,27,0.58,18.0756724,73.9828837,701.84,0.461,281.0251,-0.7730001,0,0
215,29188,399711662,0,4,195608400,2377,27,0.58,18.0756725,73.9828826,702,0.763,279.1247,-0.9,0,0
216,29327,399911473,0,4,195608600,2377,27,0.58,18.075673,73.9828808,702.2,1.22,287.4371,-0.8560001,0,0
217,29468,400111520,0,4,195608800,2377,27,0.58,18.0756739,73.9828784,702.37,1.568,291.3498,-1.009,0,0
218,29614,400311576,0,4,195609000,2377,27,0.58,18.0756751,73.9828754,702.59,1.96,290.2218,-1.215,0,0
219,29761,400511518,0,4,195609200,2377,27,0.58,18.0756764,73.9828716,702.87,2.305,290.5266,-1.259,0,0
220,29916,400711519,0,4,195609400,2377,27,0.58,18.0756778,73.9828673,703.16,2.566,288.4195,-1.384,0,0
221,30061,400911531,0,4,195609600,2377,27,0.58,18.0756791,73.9828625,703.43,2.691,287.2439,-1.323,0,0
222,30207,401111574,0,4,195609800,2377,27,0.58,18.0756805,73.9828574,703.67,2.938,286.2537,-1.29,0,0
223,30353,401311615,0,4,195610000,2377,27,0.58,18.0756819,73.982852,703.9,3.108,286.0771,-1.259,0,0
224,30499,401511546,0,4,195610200,2377,27,0.58,18.0756835,73.9828461,704.11,3.34,285.4903,-1.202,0,0
225,30660,401711549,0,4,195610400,2377,27,0.58,18.0756851,73.9828399,704.32,3.463,285.4804,-1.098,0,0
226,30806,401891608,0,4,195610600,2377,27,0.58,18.0756867,73.9828334,704.5,3.674,284.7899,-1.137,0,0
227,30956,402111606,0,4,195610800,2377,27,0.58,18.0756883,73.9828266,704.71,3.797,284.3206,-1.03,0,0
228,31103,402311591,0,4,195611000,2377,27,0.58,18.0756901,73.9828194,704.92,4.043,284.4483,-1.113,0,0
229,31249,402511596,0,4,195611200,2377,27,0.58,18.075692,73.9828119,705.17,4.191,284.9368,-1.097,0,0
230,31406,402711539,0,4,195611400,2377,27,0.58,18.0756939,73.9828041,705.41,4.337,285.0437,-1.183,0,0
231,31553,402911487,0,4,195611600,2377,27,0.58,18.075696,73.9827962,705.62,4.369,285.5187,-1.123,0,0
232,31702,403111543,0,4,195611800,2377,27,0.58,18.0756983,73.9827883,705.87,4.449,286.0912,-1.227,0,0
233,31848,403311638,0,4,195612000,2377,27,0.58,18.0757006,73.98278,706.09,4.634,286.152,-1.211,0,0
