,0,1,2,3,4,5,6,7,8
99,9295.0,371714053.0,-2.762177,-0.3554431,1.736958,2.646202,288.5385,291.6415,3.0
100,9361.0,371813918.0,-2.791807,-0.6294656,1.874431,2.328074,288.5317,291.9512,3.0
101,9433.0,371913974.0,-2.778487,-1.237037,2.010099,2.055775,288.5251,292.213,3.0
102,9498.0,372013949.0,-2.939473,-1.425744,2.062573,2.535561,288.5225,292.5156,3.0
103,9572.0,372113957.0,-3.113625,-0.8479992,2.279187,2.714253,288.5109,292.7275,3.0
104,9637.0,372213910.0,-3.179237,-0.844897,2.398886,2.971921,288.5043,292.8769,3.0
105,9709.0,372313921.0,-3.286977,-1.075876,2.457007,3.515382,288.501,292.7632,3.0
106,9775.0,372413931.0,-3.424242,-1.556363,2.549253,3.793692,288.4956,292.5677,3.0
107,9856.0,372513962.0,-3.583504,-2.166057,2.608917,3.317722,288.4919,292.2449,3.0
108,9924.0,372613939.0,-3.701658,-2.710549,2.648397,2.818776,288.4894,291.6571,3.0
109,9996.0,372713872.0,-3.765528,-2.767622,2.690759,2.736742,288.4867,290.9808,3.0
110,10062.0,372813942.0,-3.808553,-2.800081,2.749304,2.656165,288.4828,290.1157,3.0
111,10134.0,372913920.0,-3.958645,-2.515298,2.798777,2.923538,288.4795,289.2134,3.0
112,10199.0,373013970.0,-4.16451,-2.152421,2.781678,3.363725,288.4807,288.3022,3.0
113,10273.0,373113936.0,-4.321949,-2.248285,2.765355,3.061989,288.4819,287.3218,3.0
114,10338.0,373213902.0,-4.436555,-3.14049,2.608133,2.912873,288.494,286.4833,3.0
115,10410.0,373313919.0,-4.565749,-3.788217,2.456214,2.877522,288.506,285.3524,3.0
116,10476.0,373413922.0,-4.641489,-4.586583,2.324957,2.741318,288.5165,284.4112,3.0
117,10556.0,373513882.0,-4.685541,-4.787158,2.140972,2.535887,288.5316,283.4147,3.0
118,10629.0,373613914.0,-4.571032,-4.940316,1.995385,2.437591,288.5435,282.5176,3.0
119,10701.0,373713954.0,-4.33621,-4.975802,1.867396,2.266506,288.5534,281.8314,3.0
120,10767.0,373814056.0,-4.19839,-4.670733,1.653524,2.224936,288.5693,280.9713,3.0
121,10839.0,373913942.0,-4.047103,-4.241625,1.51013,1.91603,288.5797,280.4305,3.0
122,10904.0,374013938.0,-3.923061,-3.966827,1.373225,1.274639,288.5892,280.0794,3.0
123,10978.0,374113957.0,-3.863755,-3.845846,1.234634,0.818717,288.5986,279.8452,3.0
124,11043.0,374213937.0,-3.756881,-3.760566,1.119352,0.4375699,288.6063,279.9158,3.0
125,11116.0,374313964.0,-3.554906,-3.689468,1.008461,0.6101056,288.6134,279.9876,3.0
126,11182.0,374413915.0,-3.357419,-3.516487,0.9341628,0.9072807,288.6179,279.9391,3.0
127,11262.0,374513983.0,-3.148088,-3.140301,0.8468093,1.343914,288.6229,280.2088,3.0
128,11332.0,374613938.0,-2.984068,-3.016501,0.6638999,1.370901,288.6326,280.3362,3.0
129,11406.0,374713927.0,-2.870502,-2.903505,0.5436857,1.235568,288.6388,280.907,3.0
130,11472.0,374813950.0,-2.736399,-3.08041,0.5882426,0.1344422,288.6366,281.5143,3.0
131,11544.0,374913941.0,-2.690113,-2.972948,0.6181712,0.005130539,288.6352,282.311,3.0
132,11609.0,375013907.0,-2.613903,-2.448097,0.7359372,-0.3080806,288.6297,283.0906,3.0
133,11687.0,375113950.0,-2.395892,-1.975769,0.9289287,-0.3049773,287.6019,283.0069,3.0
134,11752.0,375213946.0,-2.303937,-1.828823,1.073968,-0.0540095,287.5959,283.8323,3.0
135,11824.0,375313950.0,-2.168353,-2.038132,1.197346,0.297363,287.5912,284.5349,3.0
136,11890.0,375413932.0,-2.057778,-2.199378,1.338865,0.6670377,287.5859,285.2599,3.0
137,11970.0,375513932.0,-1.867526,-2.167409,1.530156,0.855457,287.5794,285.9681,3.0
138,12039.0,375613940.0,-1.720245,-1.822002,1.51425,1.382881,287.5798,286.8763,3.0
139,12112.0,375713972.0,-1.555709,-1.445796,1.504513,1.822265,287.5801,287.7814,3.0
140,12178.0,375813917.0,-1.408345,-1.199043,1.554384,1.856095,287.5788,288.4214,3.0
141,12250.0,375913921.0,-1.245825,-1.015292,1.630585,1.53951,287.577,288.8513,3.0
142,12315.0,376013946.0,-1.142844,-1.047824,1.825414,1.499971,287.573,288.988,3.0
143,12389.0,376113956.0,-0.6932161,-0.4165076,2.268304,1.419077,287.5656,289.1517,3.0
144,12454.0,376213866.0,0.3322721,0.5411266,2.740523,1.589917,287.5635,289.2054,3.0
145,12526.0,376313958.0,1.210505,1.389665,2.986023,2.119614,287.5668,289.3318,3.0
146,12592.0,376413993.0,1.676019,2.09996,2.965189,3.64186,287.566,289.6058,3.0
147,12672.0,376513914.0,1.728208,2.632747,2.914025,4.357151,287.5645,289.5744,3.0
148,12741.0,376613967.0,1.43162,2.459948,2.542723,4.275135,287.5542,289.8044,3.0
149,12814.0,376713919.0,0.2489983,2.142987,1.842396,3.691146,287.5428,289.9153,3.0
150,12880.0,376813970.0,-0.9514714,0.7826883,1.070627,2.29414,287.549,290.3182,3.0
151,12952.0,376913948.0,-1.534136,-1.359166,0.01181389,0.2352289,287.5735,290.7855,3.0
152,13018.0,377013992.0,-2.051821,-2.412033,-1.494001,-1.971014,287.6203,291.5935,3.0
153,13092.0,377113939.0,-2.316434,-2.564228,-2.469814,-3.82422,287.6577,291.9648,3.0
154,13157.0,377213929.0,-2.287832,-2.697534,-2.814209,-4.008887,287.6717,292.1472,3.0
155,13229.0,377313952.0,-2.244201,-2.366238,-2.875586,-2.945367,287.6741,292.2548,3.0
156,13295.0,377413895.0,-2.221988,-2.070779,-2.559714,-2.29612,287.6617,291.9499,3.0
157,13375.0,377513995.0,-2.098616,-2.037428,-2.047743,-1.309256,287.6423,291.4005,3.0
158,13444.0,377613869.0,-2.10803,-2.290248,-1.497326,-0.1546197,287.6223,291.0622,3.0
159,13516.0,377713943.0,-2.147125,-2.46094,-1.197715,0.4012825,287.6111,290.3491,3.0
160,13583.0,377813928.0,-2.311944,-2.192598,-1.264522,0.4951281,287.6138,289.515,3.0
161,13655.0,377913938.0,-2.244653,-2.555447,-1.229515,0.9494754,287.6125,288.7782,3.0
162,13720.0,378013950.0,-2.322177,-3.176133,-1.088297,0.538681,287.6069,288.2338,3.0
163,13794.0,378113955.0,-2.633684,-3.246834,-0.6634967,0.3669448,287.5885,287.5506,3.0
164,13859.0,378213956.0,-2.668454,-3.591551,-0.6871564,0.4579014,287.5897,286.8129,3.0
165,13931.0,378314037.0,-2.563626,-4.026132,-0.7081243,0.2788826,287.5906,286.2183,3.0
166,13997.0,378413950.0,-2.333047,-3.881723,-0.8777067,-0.07925452,287.5979,285.6066,3.0
167,14077.0,378513953.0,-2.03431,-3.396857,-1.073702,-0.3395906,287.6054,285.0587,3.0
168,14146.0,378613984.0,-1.774131,-2.750911,-1.104235,-0.4881147,287.6065,284.8293,3.0
169,14221.0,378713938.0,-1.556461,-2.124187,-1.0641,-1.393612,287.6053,284.6972,3.0
170,14288.0,378813914.0,-1.413287,-1.693856,-1.047847,-1.627023,287.6049,284.5994,3.0
171,14360.0,378913936.0,-1.369417,-1.556409,-1.046422,-1.50304,287.6049,284.7525,3.0
172,14425.0,379013937.0,-1.403969,-1.377698,-0.9908337,-1.361416,287.6036,284.6685,3.0
173,14499.0,379113983.0,-1.401651,-1.506783,-0.9751238,-1.270457,287.6032,284.733,3.0
174,14564.0,379213940.0,-1.382044,-1.540072,-0.9641923,-1.029858,287.6029,284.9023,3.0
175,14636.0,379313970.0,-1.381276,-1.852789,-0.959719,-0.8252656,287.6028,285.2115,3.0
176,14702.0,379413934.0,-1.337855,-1.9838,-0.9536896,-0.4635912,287.6027,285.5243,3.0
177,14782.0,379513927.0,-1.296076,-1.927562,-0.9299716,-0.7406461,287.6021,285.8803,3.0
178,14851.0,379613939.0,-1.22262,-1.820455,-0.9643607,-0.9753638,287.6028,286.2146,3.0
179,14925.0,379713912.0,-1.086128,-1.59027,-1.025377,-1.047545,287.6041,286.7054,3.0
180,14991.0,379813913.0,-1.014913,-1.444567,-1.091081,-1.331878,287.6053,286.9041,3.0
181,15064.0,379913942.0,-0.9851653,-1.173498,-1.171462,-1.261204,287.6067,287.1585,3.0
182,15130.0,380014005.0,-0.9704511,-0.9346282,-1.219717,-1.104705,287.6075,287.3933,3.0
183,15204.0,380114000.0,-0.9847115,-0.81433,-1.271733,-1.321481,287.6084,287.4564,3.0
184,15270.0,380213871.0,-1.008274,-1.105873,-1.333836,-1.024471,287.6095,287.606,3.0
185,15342.0,380313945.0,-1.038067,-1.188246,-1.382432,-1.350212,287.6104,287.519,3.0
186,15408.0,380413918.0,-1.062889,-1.322471,-1.402228,-1.177782,287.6107,287.6338,3.0
187,15489.0,380513955.0,-1.110415,-1.212483,-1.45277,-1.064662,287.6117,287.4937,3.0
188,15558.0,380613977.0,-1.133702,-1.03794,-1.457941,-0.8395485,287.6118,287.4169,3.0
189,15630.0,380713938.0,-1.11911,-1.153866,-1.441853,-0.8268417,287.6115,287.4597,3.0
190,15696.0,380813947.0,-1.134542,-1.305403,-1.454365,-0.7301954,287.6117,287.4362,3.0
191,15769.0,380913926.0,-1.140463,-1.237288,-1.482935,-0.5669512,287.6122,287.4377,3.0
192,15834.0,381013946.0,-1.162708,-1.298496,-1.460736,-0.6184066,287.6118,287.496,3.0
193,15908.0,381113978.0,-1.235533,-1.271132,-1.430308,-0.8546193,287.6111,287.7331,3.0
194,15973.0,381213882.0,-1.248929,-1.366632,-1.437184,-0.5725487,287.6113,287.785,3.0
195,16045.0,381313970.0,-1.277838,-1.253688,-1.356222,-0.8027854,287.6095,287.877,3.0
196,16111.0,381413947.0,-1.255981,-1.489887,-1.235496,-1.404339,287.6068,288.0801,3.0
197,16191.0,381513921.0,-1.197191,-1.69801,-1.113299,-1.562732,287.6042,288.3663,3.0
198,16260.0,381613934.0,-1.197441,-1.488059,-0.9553718,-1.613353,287.6009,288.5567,3.0
199,16332.0,381713972.0,-1.145859,-1.120592,-0.7765195,-1.111963,287.5972,288.7086,3.0
200,16400.0,381813938.0,-1.160406,-0.9161568,-0.5361556,-1.096019,287.5924,288.8957,3.0
201,16472.0,381913932.0,-1.179893,-1.111441,-0.2601567,-0.9494662,287.5868,288.9961,3.0
202,16538.0,382013961.0,-1.174829,-1.508475,-0.0899229,-0.8393414,287.5833,289.0491,3.0
203,16612.0,382113878.0,-1.222363,-1.552019,0.007377171,-0.3856148,287.5813,288.9292,3.0
204,16677.0,382213987.0,-1.251843,-1.783775,0.1185525,-0.09844052,287.5789,288.8298,3.0
205,16749.0,382313963.0,-1.269349,-1.527302,0.183147,0.1163728,287.5774,288.8631,3.0
206,16815.0,382413950.0,-1.316978,-1.634159,0.2122578,0.208379,287.5768,288.6718,3.0
207,16895.0,382513893.0,-1.354171,-1.432391,0.1970968,0.5090943,287.5771,288.553,3.0
208,16963.0,382613927.0,-1.398023,-1.485178,0.1190365,0.4814818,287.579,288.1389,3.0
209,17036.0,382713988.0,-1.432869,-1.582716,0.003149066,0.3170078,287.5819,288.0111,3.0
210,17102.0,382813921.0,-1.480765,-1.64233,-0.130911,0.3228726,287.5853,287.6756,3.0
211,17174.0,382913975.0,-1.537755,-1.403711,-0.2947565,0.2995657,287.5896,287.3529,3.0
212,17242.0,383013912.0,-1.584573,-1.137882,-0.4075967,0.3046017,287.5927,287.444,3.0
213,17319.0,383113923.0,-1.619101,-1.180953,-0.5297111,0.0172712,287.5961,287.4901,3.0
214,17388.0,383213926.0,-1.689011,-1.435861,-0.5834482,-0.5298929,287.5976,287.5858,3.0
215,17465.0,383313979.0,-1.778218,-1.394099,-0.6768398,-0.7954493,287.6004,287.5163,3.0
216,17535.0,383413918.0,-1.838245,-1.94024,-0.7418985,-0.8976191,287.6024,287.4637,3.0
217,17619.0,383513896.0,-1.859597,-2.408121,-0.7125395,-0.9883087,287.6015,287.3936,3.0
218,17691.0,383613954.0,-1.871069,-2.576083,-0.620918,-1.349083,287.5985,287.3046,3.0
219,17765.0,383713975.0,-1.899441,-2.320517,-0.6021767,-1.303275,287.598,287.1496,3.0
220,17835.0,383813941.0,-1.900268,-1.983313,-0.4740914,-1.140758,287.5937,286.9133,3.0
221,17908.0,383913873.0,-1.874593,-1.551139,-0.3284268,-0.7127593,287.5889,286.642,3.0
222,17975.0,384013975.0,-1.835781,-1.422431,-0.2758666,-0.5354499,287.5872,286.0825,3.0
223,18054.0,384113961.0,-1.688118,-1.667863,-0.2772015,-0.3363262,287.5873,285.5627,3.0
224,18123.0,384213929.0,-1.549228,-2.304622,-0.3179345,-0.4603127,287.5884,285.0872,3.0
225,18200.0,384314009.0,-1.410792,-2.589823,-0.3915766,-0.6208894,287.5903,284.7447,3.0
226,18269.0,384413897.0,-1.234653,-2.203929,-0.5019168,-0.5095645,287.5929,284.4388,3.0
227,18355.0,384513967.0,-1.055217,-1.779676,-0.5812249,-0.4100387,287.5945,284.1658,3.0
228,18427.0,384613934.0,-0.8581001,-1.510848,-0.6631068,-0.7272311,287.5958,284.1714,3.0
229,18506.0,384713962.0,-0.6375396,-0.9965321,-0.7472889,-0.5204728,287.5969,283.9493,3.0
230,18575.0,384813924.0,-0.5796238,-0.7729425,-0.8921879,-0.3659265,287.5984,283.9908,3.0
231,18649.0,384913925.0,-0.5545548,-0.5574974,-0.9797028,-0.3749067,287.5992,283.7682,3.0
232,18714.0,385013941.0,-0.4653346,-0.2604581,-1.099174,-0.6956663,287.6003,283.7285,3.0
233,18791.0,385113872.0,-0.4061249,-0.5292315,-1.246782,-1.15046,287.6014,283.7773,3.0
234,18859.0,385213929.0,-0.3990587,-0.7543612,-1.750489,-1.476306,287.6049,283.8752,3.0
235,18935.0,385313917.0,-0.4511794,-0.7027013,-2.575682,-2.278928,287.611,284.0663,3.0
236,19004.0,385413936.0,-0.511516,-0.3221095,-3.504494,-3.258351,287.6187,284.2635,3.0
237,19090.0,385513957.0,-0.6434253,0.6307447,-4.570315,-4.356833,287.6293,284.5569,3.0
238,19162.0,385613994.0,-0.7051125,0.744525,-5.487997,-5.431776,287.6402,284.9091,3.0
239,19240.0,385713977.0,-0.8309132,0.2286113,-6.575252,-6.174694,287.6547,285.3822,3.0
240,19308.0,385813953.0,-0.9459722,-0.4512882,-7.355011,-7.567142,287.6667,285.9336,3.0
241,19382.0,385913988.0,-1.084175,-1.052667,-8.160115,-8.81908,287.6812,286.6065,3.0
242,19446.0,386013971.0,-1.194366,-1.060038,-8.845691,-9.919569,287.695,287.1038,3.0
243,19520.0,386113877.0,-1.328428,-0.8618442,-9.288935,-10.42693,287.7049,287.5798,3.0
244,19586.0,386213853.0,-1.36342,-0.6971269,-9.392299,-9.981711,287.7073,287.6935,3.0
245,19658.0,386313971.0,-1.415918,-0.6226179,-9.239256,-9.408095,287.7036,287.8019,3.0
246,19723.0,386413959.0,-1.561471,-0.7386321,-8.902781,-8.784599,287.6947,288.084,3.0
247,19804.0,386513979.0,-1.647166,-1.310744,-8.489731,-8.225994,287.6831,288.2255,3.0
248,19872.0,386613871.0,-1.82765,-1.51768,-8.03144,-7.82378,287.669,287.9223,3.0
249,19946.0,386713946.0,-1.991581,-1.615772,-7.214636,-7.182391,287.6413,287.576,3.0
250,20016.0,386813943.0,-2.051752,-1.76379,-6.501711,-5.912256,287.6159,286.9657,3.0
251,20093.0,386913913.0,-2.030272,-2.276657,-6.052501,-5.447413,287.5998,286.2664,3.0
252,20162.0,387013953.0,-1.994062,-2.977878,-5.88947,-5.21429,287.594,285.6384,3.0
253,20240.0,387113954.0,-2.040606,-3.183114,-5.827528,-5.276472,287.5918,285.0302,3.0
254,20307.0,387213968.0,-2.049053,-3.111862,-5.777262,-5.752731,287.59,284.6418,3.0
255,20379.0,387313941.0,-2.000755,-2.838136,-5.694513,-6.02918,287.5871,284.1952,3.0
256,20444.0,387413978.0,-2.021262,-2.207051,-5.51783,-5.871124,287.5809,283.6885,3.0
257,20525.0,387513900.0,-2.065807,-1.876083,-5.383865,-6.066213,287.576,283.3924,3.0
258,20594.0,387613918.0,-2.140328,-1.466773,-5.231287,-5.437519,287.5704,283.1201,3.0
259,20667.0,387713948.0,-2.162903,-1.376915,-5.1804,-4.837477,287.5685,282.8535,3.0
260,20733.0,387813959.0,-2.165639,-1.774419,-5.131809,-4.624321,287.5667,282.7921,3.0
261,20805.0,387913914.0,-2.139809,-1.808241,-5.133795,-4.589649,287.5667,282.4468,3.0
262,20870.0,388013937.0,-2.142883,-2.145719,-5.119315,-4.801589,287.5662,282.4105,3.0
263,20944.0,388114006.0,-2.165845,-2.145422,-5.053792,-4.946178,287.5637,282.4188,3.0
264,21009.0,388213899.0,-2.106675,-1.919669,-4.926247,-4.927668,287.5589,282.494,3.0
265,21083.0,388313988.0,-2.005597,-1.978594,-4.871005,-4.502772,287.5569,282.6197,3.0
266,21151.0,388413907.0,-1.890888,-2.109888,-4.784748,-4.715465,287.554,282.7209,3.0
267,21232.0,388513929.0,-1.800226,-2.189223,-4.694207,-4.801517,287.5511,283.0879,3.0
268,21300.0,388613944.0,-1.666386,-2.226861,-3.591288,-4.420985,287.5178,283.5585,3.0
269,21373.0,388713950.0,-1.567347,-1.306179,-1.262922,-3.028195,287.4525,283.9808,3.0
270,21439.0,388813866.0,-1.495861,-0.5407152,0.2845685,-0.6160286,287.4109,284.5046,3.0
