,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
64,6008.0,400270106.0,-2.72507,0.3028056,-0.008878715,-7.361025,-0.1480573,-0.02124316,0.04779142,-0.1864004,9.216159e-05,-3.527069,-3.527069,0.0,0.0
65,6079.0,400370135.0,-2.68789,0.2558524,-0.00908694,-7.389952,-0.08846764,-0.02128028,0.03410226,-0.1989883,1.191905e-05,-9.877586,-9.877586,0.0,0.0
66,6148.0,400470070.0,-2.640156,0.04959317,-0.008559429,-7.395718,0.062867,-0.02194989,0.01744815,0.3330008,5.07981e-05,6.010628,6.010628,0.0,0.0
67,6219.0,400570093.0,-2.623436,-0.3700103,-0.006630276,-7.387375,0.09264541,-0.02226342,0.03123294,0.2501212,0.0001305127,1.232815,1.232815,0.0,0.0
68,6291.0,400670134.0,-2.664317,-0.2600961,-0.00681392,-7.36795,0.09772531,-0.02237415,0.05834281,0.1360938,0.0002652273,-5.775261,-5.775261,0.0,0.0
69,6360.0,400770138.0,-2.700105,-0.09711061,-0.007109954,-7.348201,-0.003032381,-0.02199236,0.0705129,-0.3740586,0.0001918365,3.060627,3.060627,0.0,0.0
70,6432.0,400870093.0,-2.738469,0.2699781,-0.008681625,-7.344549,-0.1166745,-0.02132577,0.05695315,-0.2392466,0.000122743,-1.216316,-1.216316,0.0,0.0
71,6504.0,400970125.0,-2.712337,0.3790466,-0.009689113,-7.342736,-0.1160858,-0.02113354,0.02499921,-0.08416811,-5.423282e-06,-1.958084,-1.958084,0.0,0.0
72,6574.0,401070175.0,-2.680674,-0.0072808,-0.008410408,-7.382082,0.08406852,-0.02200941,0.02504421,0.2689219,6.746643e-05,3.895092,3.895092,0.0,0.0
73,6647.0,401170101.0,-2.635716,-0.3079742,-0.006975716,-7.375364,0.156449,-0.0224419,0.04456765,0.2627314,0.0001987146,0.814724,0.814724,0.0,0.0
74,6717.0,401270164.0,-2.671101,-0.2845632,-0.006712258,-7.361667,0.1040867,-0.02236284,0.07227067,0.06063926,0.0002976313,-7.337761,-7.337761,0.0,0.0
75,6788.0,401370131.0,-2.695799,-0.1020527,-0.007089564,-7.343072,-0.002051313,-0.02195902,0.08569137,-0.3500206,0.0002492904,6.56929,6.56929,0.0,0.0
76,6857.0,401470062.0,-2.712626,0.2326897,-0.008427187,-7.348384,-0.1330649,-0.02130251,0.06098306,-0.2338502,0.0001272107,-2.609158,-2.609158,0.0,0.0
77,6929.0,401570139.0,-2.683455,0.3162928,-0.009309538,-7.341834,-0.1734139,-0.02092991,0.03299071,-0.09206744,2.371627e-05,-3.89986,-3.89986,0.0,0.0
78,7000.0,401670117.0,-2.648744,0.01240927,-0.008480725,-7.375473,0.1067678,-0.02215282,0.02233724,0.2896939,5.950047e-05,9.407425,9.407425,0.0,0.0
79,7069.0,401770090.0,-2.635975,-0.2947609,-0.006919401,-7.377182,0.1895529,-0.02263676,0.03999361,0.3142652,0.0001769982,-0.02632141,-0.02632141,0.0,0.0
80,7144.0,401870118.0,-2.661141,-0.3147599,-0.006491048,-7.351871,0.07897031,-0.02221193,0.06937,0.05849235,0.000285849,-4.827499,-4.827499,0.0,0.0
81,7213.0,401970122.0,-2.700884,-0.09842679,-0.007081338,-7.361327,-0.03266191,-0.02182085,0.07232934,-0.2753853,0.0002029585,5.039692,5.039692,0.0,0.0
82,7283.0,402070146.0,-2.72271,0.2240348,-0.008424777,-7.375283,-0.1217998,-0.02145926,0.06051528,-0.2987009,0.0001166275,-1.232624,-1.232624,0.0,0.0
83,7355.0,402170113.0,-2.699001,0.4443639,-0.009998482,-7.389715,-0.1169418,-0.0212853,0.04221513,-0.05807856,6.282469e-05,-3.1991,-3.1991,0.0,0.0
84,7424.0,402270098.0,-2.654311,0.04159803,-0.008593535,-7.41634,0.1564722,-0.02243905,0.03324308,0.2920533,9.479372e-05,3.210163,3.210163,0.0,0.0
85,7495.0,402370074.0,-2.621549,-0.2654799,-0.00705477,-7.407091,0.1456423,-0.02249463,0.05164691,0.2934698,0.0002187655,-2.506828,-2.506828,0.0,0.0
86,7564.0,402470101.0,-2.640411,-0.3419258,-0.006382668,-7.382279,0.06264351,-0.02216404,0.07468186,0.04919802,0.0002912139,-1.165104,-1.165104,0.0,0.0
87,7635.0,402570095.0,-2.681953,-0.07024607,-0.007192159,-7.385436,-0.05470936,-0.02184175,0.09130865,-0.319337,0.0002636935,2.702713,2.702713,0.0,0.0
88,7706.0,402670126.0,-2.705789,0.3270344,-0.008895184,-7.371003,-0.1868378,-0.02118953,0.06702712,-0.2678656,0.000146378,-2.55146,-2.55146,0.0,0.0
89,7775.0,402770099.0,-2.673488,0.3811114,-0.009641019,-7.400887,-0.06602412,-0.02151382,0.03658017,-0.0239694,4.085731e-05,3.220558,3.220558,0.0,0.0
90,7848.0,402870128.0,-2.611483,0.05375486,-0.008511631,-7.429635,0.113728,-0.02228153,0.03187111,0.2986274,9.301788e-05,4.891491,4.891491,0.0,0.0
91,7917.0,402970105.0,-2.59362,-0.3044408,-0.006814055,-7.414065,0.1492327,-0.02255119,0.0444053,0.3304979,0.0001998572,-6.364632,-6.364632,0.0,0.0
92,7987.0,403070140.0,-2.631449,-0.3537185,-0.006256313,-7.402628,-0.01283592,-0.02188857,0.07030554,0.04200022,0.0002745391,-1.068592,-1.068592,0.0,0.0
93,8057.0,403170114.0,-2.675758,-0.01248543,-0.007443678,-7.3934,-0.03193565,-0.02198081,0.07491092,-0.2897378,0.0002089904,4.230404,4.230404,0.0,0.0
94,8119.0,403270102.0,-2.707329,0.3353193,-0.009014281,-7.403812,-0.09157363,-0.02166145,0.04960945,-0.2588639,7.11665e-05,-7.37133,-7.37133,0.0,0.0
95,8182.0,403370135.0,-2.680621,0.3774233,-0.009730183,-7.409725,-0.06906553,-0.02153451,0.02783718,0.00493557,1.915969e-05,-0.5853653,-0.5853653,0.0,0.0
96,8244.0,403470116.0,-2.6441,-0.0727564,-0.007955358,-7.422835,0.1028147,-0.02218716,0.02074987,0.279377,5.497992e-05,2.408791,2.408791,0.0,0.0
97,8307.0,403570105.0,-2.640134,-0.3694955,-0.006575287,-7.424248,0.108601,-0.02235415,0.03475409,0.2773869,0.0001580204,-6.334114,-6.334114,0.0,0.0
98,8371.0,403670116.0,-2.686332,-0.3017098,-0.006671567,-7.396235,0.007806055,-0.0220425,0.06207131,-0.02108413,0.0002461692,3.620338,3.620338,0.0,0.0
99,8432.0,403770147.0,-2.719684,-0.06745932,-0.007302606,-7.394522,-0.02006098,-0.02202841,0.06065032,-0.2601286,0.0001688926,4.324245,4.324245,0.0,0.0
100,8496.0,403870124.0,-2.734103,0.3639266,-0.009273627,-7.395874,-0.139696,-0.02138032,0.0450081,-0.2578568,7.784653e-05,-5.989742,-5.989742,0.0,0.0
101,8558.0,403970139.0,-2.712911,0.3167434,-0.009438254,-7.417933,-0.1040438,-0.02132379,0.02770215,0.0364619,3.155007e-05,2.886963,2.886963,0.0,0.0
102,8621.0,404070086.0,-2.667044,-0.07603861,-0.007983854,-7.4478,0.1391549,-0.02240564,0.02064619,0.3034197,6.558642e-05,8.276939,8.276939,0.0,0.0
103,8685.0,404170116.0,-2.673557,-0.2955488,-0.007019736,-7.443574,0.1335422,-0.02255074,0.03880168,0.2700614,0.0001735873,-7.256031,-7.256031,0.0,0.0
104,8747.0,404270150.0,-2.686248,-0.2480164,-0.006837706,-7.414339,0.04532913,-0.02226367,0.06610122,-0.03171381,0.0002663323,0.7127762,0.7127762,0.0,0.0
105,8810.0,404370087.0,-2.734103,0.01364351,-0.00765352,-7.428188,-0.01209726,-0.02217871,0.06214365,-0.2722974,0.0001633689,9.029007,9.029007,0.0,0.0
106,8872.0,404470145.0,-2.735441,0.2928507,-0.008884519,-7.424852,-0.1808189,-0.02130291,0.04516081,-0.2464853,6.889684e-05,-3.478146,-3.478146,0.0,0.0
107,8935.0,404570125.0,-2.7265,0.4122111,-0.009956861,-7.440458,-0.1193017,-0.02127542,0.01997106,0.05686859,4.926319e-07,-2.258873,-2.258873,0.0,0.0
108,8999.0,404670146.0,-2.656145,-0.08682469,-0.008064045,-7.470581,0.1383611,-0.02247326,0.01527164,0.2991527,5.094533e-05,9.356499,9.356499,0.0,0.0
109,9060.0,404770130.0,-2.640492,-0.3253049,-0.006804535,-7.460089,0.1375435,-0.02269792,0.0276258,0.2854479,0.0001433031,-2.662659,-2.662659,0.0,0.0
110,9124.0,404870144.0,-2.678686,-0.2217219,-0.006936789,-7.450245,0.06438258,-0.02240541,0.05977746,-0.06753071,0.0002371648,-2.348042,-2.348042,0.0,0.0
111,9186.0,404970140.0,-2.710272,-0.03312441,-0.007384805,-7.450168,-0.004207323,-0.02228109,0.0605603,-0.3087464,0.0001541134,8.843708,8.843708,0.0,0.0
112,9249.0,405070099.0,-2.707765,0.2537445,-0.008673223,-7.45108,-0.136656,-0.02160335,0.04888931,-0.2219149,9.157773e-05,-6.552124,-6.552124,0.0,0.0
113,9313.0,405170096.0,-2.708208,0.3039588,-0.009470476,-7.476403,-0.0985252,-0.02146292,0.01589212,0.09515395,2.332291e-06,-3.477859,-3.477859,0.0,0.0
114,9375.0,405270097.0,-2.680196,-0.07749271,-0.008108539,-7.507164,0.1479991,-0.02264897,0.01889647,0.2952983,7.378474e-05,11.79504,11.79504,0.0,0.0
115,9438.0,405370074.0,-2.665074,-0.3253598,-0.006851309,-7.509732,0.1427379,-0.0228308,0.04092513,0.2343319,0.000189247,-3.625584,-3.625584,0.0,0.0
116,9500.0,405470116.0,-2.699345,-0.2293222,-0.00691398,-7.490901,0.006294708,-0.02225903,0.05918431,-0.07634006,0.0002217746,-2.960491,-2.960491,0.0,0.0
117,9563.0,405570151.0,-2.709668,-0.01651531,-0.007478529,-7.487175,-0.04598475,-0.02215718,0.05551849,-0.3114828,0.0001376716,5.811405,5.811405,0.0,0.0
118,9627.0,405670119.0,-2.702006,0.2763178,-0.00884574,-7.489943,-0.1407562,-0.02171782,0.02892543,-0.2140038,5.322313e-06,0.8735657,0.8735657,0.0,0.0
119,9688.0,405770147.0,-2.654971,0.3056236,-0.009466575,-7.492653,-0.1165358,-0.02154411,0.004747585,0.1029392,-3.014065e-05,-4.465485,-4.465485,0.0,0.0
120,9752.0,405870088.0,-2.598811,-0.08434895,-0.007814888,-7.506689,0.1162273,-0.02251593,0.003551627,0.3369868,3.59883e-05,4.839134,4.839134,0.0,0.0
121,9813.0,405970063.0,-2.568274,-0.2836061,-0.006656718,-7.498426,0.1390696,-0.02281098,0.02512057,0.2236899,0.000134673,-0.9364128,-0.9364128,0.0,0.0
122,9877.0,406070088.0,-2.564856,-0.277828,-0.006282556,-7.483608,0.04775194,-0.02248527,0.04533682,-0.06081332,0.0001838002,-3.547955,-3.547955,0.0,0.0
123,9941.0,406170131.0,-2.58478,0.05685088,-0.0074509,-7.48993,-0.07190488,-0.02205993,0.04090184,-0.3272224,7.608774e-05,5.477905,5.477905,0.0,0.0
124,10003.0,406270116.0,-2.560724,0.2446297,-0.008321855,-7.482199,-0.1315115,-0.02167351,0.0105899,-0.1771464,-4.847035e-05,-4.106522,-4.106522,0.0,0.0
125,10066.0,406370083.0,-2.523219,0.3376342,-0.009125692,-7.492109,-0.09800572,-0.02152817,-0.007152461,0.1315572,-6.206975e-05,-1.909065,-1.909065,0.0,0.0
126,10128.0,406470149.0,-2.460509,-0.1635528,-0.007065182,-7.487577,0.1247579,-0.02258992,-0.01152877,0.3082341,-2.6984e-05,4.997635,4.997635,0.0,0.0
127,10191.0,406570086.0,-2.439823,-0.3619054,-0.005933503,-7.467977,0.09051287,-0.0224804,0.02243128,0.2028311,0.0001370844,-3.374863,-3.374863,0.0,0.0
128,10255.0,406670139.0,-2.470636,-0.2746488,-0.006027339,-7.459731,0.03270727,-0.0223623,0.03103925,-0.1317145,0.0001159142,-1.775742,-1.775742,0.0,0.0
129,10316.0,406770078.0,-2.495596,0.01680561,-0.006988818,-7.472186,-0.1165361,-0.02179967,0.03351715,-0.3157391,6.996912e-05,3.007793,3.007793,0.0,0.0
130,10380.0,406870117.0,-2.510591,0.3303843,-0.008490901,-7.486948,-0.1461443,-0.0216188,0.006937754,-0.1759052,-5.42825e-05,-6.199837,-6.199837,0.0,0.0
131,10444.0,406970114.0,-2.463455,0.2747788,-0.008731266,-7.506344,-0.04253783,-0.02182307,-0.00621692,0.1754433,-4.483419e-05,1.757908,1.757908,0.0,0.0
132,10508.0,407070110.0,-2.418071,-0.1068597,-0.007191564,-7.535121,0.1694533,-0.0228394,-0.0005819551,0.2982832,2.044374e-05,4.519081,4.519081,0.0,0.0
133,10573.0,407170081.0,-2.406719,-0.3130308,-0.006136245,-7.520595,0.09907109,-0.02267485,0.02388693,0.2183029,0.0001512574,-7.1064,-7.1064,0.0,0.0
134,10633.0,407270084.0,-2.437921,-0.2240928,-0.00616942,-7.50866,0.02386215,-0.02249234,0.03929443,-0.1951586,0.0001329292,1.651382,1.651382,0.0,0.0
135,10694.0,407370106.0,-2.468683,0.05555375,-0.007081343,-7.496721,-0.1129417,-0.02193836,0.03520179,-0.2904694,6.612169e-05,2.239132,2.239132,0.0,0.0
136,10754.0,407470080.0,-2.463356,0.3682141,-0.008620184,-7.503171,-0.1287787,-0.02167847,0.01055619,-0.1646594,-4.63959e-05,-7.487583,-7.487583,0.0,0.0
137,10815.0,407570146.0,-2.440938,0.2464747,-0.008513848,-7.506743,-0.06684298,-0.02170118,-0.005454126,0.1458342,-4.960653e-05,3.150558,3.150558,0.0,0.0
138,10877.0,407670110.0,-2.39877,-0.1704775,-0.006773676,-7.503446,0.1164364,-0.02249108,0.00536172,0.3186237,5.021973e-05,2.579784,2.579784,0.0,0.0
139,10936.0,407770097.0,-2.402118,-0.2733035,-0.006244175,-7.484512,0.1140683,-0.022677,0.02485378,0.1490829,0.0001316445,-4.58746,-4.58746,0.0,0.0
140,10998.0,407870053.0,-2.439412,-0.2090972,-0.006134336,-7.46206,0.02020261,-0.02239113,0.04611724,-0.2282054,0.0001599147,-0.7787704,-0.7787704,0.0,0.0
141,11057.0,407970060.0,-2.474467,0.1316535,-0.007465553,-7.455234,-0.07545947,-0.02194767,0.04570811,-0.3521292,9.821197e-05,3.168011,3.168011,0.0,0.0
142,11118.0,408070099.0,-2.464564,0.2840006,-0.008817882,-7.453791,-0.1377156,-0.02323133,0.01049343,-0.1003228,-3.17166e-05,-5.185699,-5.185699,0.01828157,0.3152046
143,11181.0,408170045.0,-2.396035,0.03253147,-0.008723788,-7.389858,-0.2448228,-0.02443028,-0.06829559,0.4236875,-0.000270328,2.597332,2.597332,0.0590167,0.4464002
144,11241.0,408270079.0,-2.28879,-0.002575867,-0.009214455,-7.110682,-0.4723242,-0.02548264,0.03834083,-0.1167207,0.0001453909,0.539875,0.539875,0.1063364,0.4846476
145,11302.0,408370072.0,-1.775637,-0.7632825,-0.005783066,-7.149274,0.4855359,-0.03027201,-0.0816438,0.1409623,-0.0003466331,3.491592,3.491592,0.1555654,0.4955395
146,11362.0,408470112.0,-1.867034,-1.233255,-0.001065636,-7.536252,0.3919787,-0.03065352,0.07752757,0.3080677,-2.888614e-05,4.293537,4.293537,0.2053506,0.4988609
147,11423.0,408570048.0,-1.977525,1.156345,-0.015726,-6.993076,-0.2782768,-0.03149048,-0.02833262,0.3315409,2.329913e-05,-4.703045,-4.703045,0.2552995,0.4997495
148,11485.0,408670062.0,-2.188174,-0.4479443,-0.007652167,-7.198291,0.05407668,-0.03502978,0.04548296,-0.3750067,0.0002607224,39.09121,39.09121,0.3052936,0.5000669
149,11544.0,408770101.0,-1.884319,-0.3654204,-0.009065978,-7.330029,-0.3323767,-0.03507315,0.06403024,-0.01219906,0.0002797391,-29.00324,-29.00324,0.3553003,0.5001785
150,11606.0,408870086.0,-1.564506,-0.4394354,-0.008605555,-7.496608,1.395726,-0.04417151,0.4428566,-1.309433,0.001245712,0.921154,0.921154,0.4053098,0.5001339
