,0,1,2,3,4,5,6,7,8,9,10
89,7847.0,402870122.0,0.0,0.43,0.0,1.23,260.69,260.68,0.02,0.0,3.0
90,7916.0,402970100.0,0.0,0.43,0.0,1.23,260.69,260.68,0.02,0.0,3.0
91,7986.0,403070135.0,0.0,0.43,0.0,1.23,260.69,260.67,0.01,0.0,3.0
92,8056.0,403170108.0,0.0,0.44,0.0,1.23,260.69,260.67,0.01,0.0,3.0
93,8118.0,403270097.0,0.0,0.45,0.0,1.23,260.69,260.68,0.01,0.0,3.0
94,8181.0,403370111.0,0.0,0.44,0.0,1.23,260.69,260.68,0.01,0.0,3.0
95,8243.0,403470111.0,0.0,0.44,0.0,1.23,260.69,260.68,0.01,0.0,3.0
96,8306.0,403570100.0,0.0,0.43,0.0,1.23,260.69,260.68,0.01,0.0,3.0
97,8370.0,403670111.0,0.0,0.44,0.0,1.23,260.69,260.67,0.01,0.0,3.0
98,8431.0,403770142.0,0.0,0.45,0.0,1.23,260.69,260.67,0.01,0.0,3.0
99,8495.0,403870102.0,0.0,0.45,0.0,1.23,260.69,260.68,0.01,0.0,3.0
100,8557.0,403970134.0,0.0,0.45,0.0,1.23,260.69,260.68,0.01,0.0,3.0
101,8620.0,404070059.0,0.0,0.44,0.0,1.24,260.69,260.68,0.01,0.0,3.0
102,8684.0,404170107.0,0.0,0.44,0.0,1.24,260.69,260.68,0.01,0.0,3.0
103,8746.0,404270144.0,0.0,0.44,0.0,1.23,260.69,260.67,0.01,0.0,3.0
104,8809.0,404370083.0,0.0,0.45,0.0,1.23,260.69,260.67,0.01,0.0,3.0
105,8871.0,404470139.0,0.0,0.45,0.0,1.23,260.69,260.68,0.01,0.0,3.0
106,8934.0,404570120.0,0.0,0.45,0.0,1.24,260.69,260.68,0.01,0.0,3.0
107,8998.0,404670129.0,0.0,0.44,0.0,1.24,260.69,260.69,0.01,0.0,3.0
108,9059.0,404770125.0,0.0,0.44,0.0,1.24,260.69,260.68,0.01,0.0,3.0
109,9123.0,404870139.0,0.0,0.44,0.0,1.24,260.69,260.67,0.01,0.0,3.0
110,9185.0,404970122.0,0.0,0.45,0.0,1.24,260.69,260.67,0.01,0.0,3.0
111,9248.0,405070094.0,0.0,0.45,0.0,1.24,260.69,260.68,0.01,0.0,3.0
112,9312.0,405170091.0,0.0,0.45,0.0,1.24,260.69,260.69,0.01,0.0,3.0
113,9374.0,405270080.0,0.0,0.44,0.0,1.25,260.69,260.68,0.01,0.0,3.0
114,9437.0,405370069.0,0.0,0.44,0.0,1.25,260.69,260.68,0.01,0.0,3.0
115,9499.0,405470111.0,0.0,0.44,0.0,1.24,260.69,260.67,0.01,0.0,3.0
116,9562.0,405570146.0,0.0,0.45,0.0,1.24,260.69,260.68,0.01,0.0,3.0
117,9626.0,405670114.0,0.0,0.45,0.0,1.24,260.69,260.68,0.01,0.0,3.0
118,9687.0,405770143.0,0.0,0.44,0.0,1.24,260.69,260.69,0.01,0.0,3.0
119,9751.0,405870083.0,0.0,0.43,0.0,1.25,260.69,260.69,0.01,0.0,3.0
120,9812.0,405970056.0,0.0,0.42,0.0,1.24,260.69,260.68,0.01,0.0,3.0
121,9876.0,406070083.0,0.0,0.42,0.0,1.24,260.69,260.68,0.01,0.0,3.0
122,9940.0,406170126.0,0.0,0.43,0.0,1.24,260.69,260.68,0.01,0.0,3.0
123,10002.0,406270111.0,0.0,0.42,0.0,1.24,260.69,260.69,0.01,0.0,3.0
124,10065.0,406370079.0,0.0,0.42,0.0,1.24,260.69,260.69,0.01,0.0,3.0
125,10127.0,406470144.0,0.0,0.41,0.0,1.24,260.69,260.69,0.01,0.0,3.0
126,10190.0,406570082.0,0.0,0.4,0.0,1.24,260.69,260.68,0.01,0.0,3.0
127,10254.0,406670134.0,0.0,0.41,0.0,1.24,260.69,260.68,0.01,0.0,3.0
128,10315.0,406770071.0,0.0,0.41,0.0,1.24,260.69,260.68,0.01,0.0,3.0
129,10379.0,406870112.0,0.0,0.41,0.0,1.24,260.69,260.69,0.01,0.0,3.0
130,10443.0,406970109.0,0.0,0.41,0.0,1.25,260.69,260.69,0.01,0.0,3.0
131,10507.0,407070105.0,0.0,0.4,0.0,1.25,260.69,260.69,0.01,0.0,3.0
132,10572.0,407170072.0,0.0,0.4,0.0,1.25,260.69,260.68,0.01,0.0,3.0
133,10632.0,407270079.0,0.0,0.4,0.0,1.25,260.69,260.68,0.01,0.0,3.0
134,10693.0,407370100.0,0.0,0.41,0.0,1.24,260.69,260.68,0.01,0.0,3.0
135,10753.0,407470075.0,0.0,0.41,0.0,1.25,260.69,260.69,0.01,0.0,3.0
136,10814.0,407570140.0,0.0,0.4,0.0,1.25,260.69,260.69,0.01,0.0,3.0
137,10876.0,407670092.0,0.0,0.39,0.0,1.25,260.69,260.69,0.01,0.0,3.0
138,10935.0,407770089.0,0.0,0.4,0.0,1.24,260.69,260.68,0.01,0.0,3.0
139,10997.0,407870048.0,0.0,0.4,0.0,1.24,260.69,260.68,0.01,0.0,3.0
140,11056.0,407970052.0,0.0,0.41,0.0,1.24,260.69,260.68,0.01,0.0,3.0
141,11117.0,408070094.0,0.0,0.41,0.0,1.24,260.69,260.69,0.01,0.0,3.0
142,11180.0,408170040.0,0.0,0.39,0.0,1.23,260.69,260.71,0.01,0.0,3.0
143,11240.0,408270074.0,0.0,0.38,0.0,1.18,260.69,260.68,0.01,0.0,3.0
144,11301.0,408370046.0,0.0,0.29,0.0,1.19,260.69,260.71,0.01,0.0,3.0
145,11361.0,408470107.0,0.0,0.31,0.0,1.25,260.69,260.67,0.01,0.0,3.0
146,11422.0,408570043.0,0.0,0.32,0.0,1.16,260.69,260.7,0.01,0.0,3.0
147,11484.0,408670056.0,0.0,0.36,0.0,1.19,260.69,260.68,0.01,0.0,3.0
148,11543.0,408770096.0,0.0,0.31,0.0,1.22,260.69,260.68,0.01,0.0,3.0
149,11605.0,408870082.0,0.0,0.26,0.0,1.24,260.69,260.58,0.01,0.01,3.0
150,11665.0,408970082.0,0.0,-0.04,0.0,1.47,260.69,260.25,0.01,0.01,3.0
151,11726.0,409070078.0,0.0,-1.24,0.0,1.79,260.69,259.73,0.01,0.01,3.0
152,11789.0,409170052.0,0.0,-2.49,0.0,2.06,260.69,258.95,0.01,0.01,3.0
153,11849.0,409270092.0,0.0,-2.78,0.0,2.27,260.69,257.94,0.02,0.01,3.0
154,11910.0,409370129.0,0.0,-1.7,0.0,2.1,260.69,256.71,0.02,0.01,3.0
155,11970.0,409470089.0,0.0,-1.04,0.0,2.02,260.69,255.41,0.02,0.01,3.0
156,12031.0,409570064.0,0.0,-0.82,0.0,1.69,260.69,253.94,0.02,0.01,3.0
157,12093.0,409670084.0,0.0,-0.54,0.0,1.22,260.69,252.57,0.02,0.01,3.0
158,12152.0,409770121.0,0.0,-0.4,0.0,1.14,260.69,251.23,0.02,0.01,3.0
159,12214.0,409870062.0,0.0,-0.1,0.0,0.52,260.69,249.91,0.02,0.01,3.0
160,12273.0,409970081.0,0.0,-0.11,0.0,-0.02,260.69,248.71,0.02,0.01,3.0
161,12333.0,410070124.0,0.0,-0.09,0.0,-0.29,260.69,247.64,0.03,0.01,3.0
162,12396.0,410170053.0,0.0,-0.2,0.0,0.25,260.69,246.76,0.03,0.01,3.0
163,12457.0,410270099.0,0.0,-0.51,0.0,0.81,260.69,245.96,0.05,0.0,3.0
164,12518.0,410370053.0,0.0,-0.45,0.0,0.8,260.69,245.27,0.05,0.0,3.0
165,12578.0,410470061.0,0.0,-0.32,0.0,0.7,260.69,244.64,0.07,0.0,3.0
166,12639.0,410570105.0,0.0,-0.17,0.0,0.8,260.69,244.17,0.07,0.0,3.0
167,12701.0,410670110.0,0.0,-0.12,0.0,0.62,260.69,243.85,0.08,0.01,3.0
168,12760.0,410770032.0,0.0,-0.71,0.0,0.38,260.69,243.54,0.08,0.01,3.0
169,12822.0,410870109.0,0.0,-0.59,0.0,0.19,260.69,243.36,0.07,0.01,3.0
170,12882.0,410970105.0,0.0,-0.43,0.0,-0.17,260.69,243.07,0.07,0.01,3.0
171,12942.0,411070096.0,0.0,-0.42,0.0,-0.06,260.69,242.91,0.06,0.01,3.0
172,13005.0,411170154.0,0.0,-0.02,0.0,0.1,260.69,242.8,0.06,0.01,3.0
173,13066.0,411270095.0,0.0,0.31,0.0,0.05,260.69,242.71,0.05,0.01,3.0
174,13127.0,411370098.0,0.0,0.18,0.0,0.04,260.69,242.81,0.05,0.01,3.0
175,13187.0,411470082.0,0.0,0.08,0.0,-0.04,260.69,243.08,0.06,0.01,3.0
176,13248.0,411570059.0,0.0,0.12,0.0,-0.04,260.69,243.44,0.06,0.01,3.0
177,13310.0,411670048.0,0.0,0.16,0.0,-0.06,260.69,243.94,0.05,0.01,3.0
178,13369.0,411770152.0,0.0,0.27,0.0,-0.02,260.69,244.58,0.05,0.01,3.0
179,13431.0,411870151.0,0.0,0.31,0.0,0.2,260.69,245.11,0.05,0.01,3.0
180,13490.0,411970108.0,0.0,0.43,0.0,0.32,260.69,245.75,0.05,0.01,3.0
181,13553.0,412070126.0,0.0,0.19,0.0,0.18,260.69,246.35,0.05,0.01,3.0
182,13617.0,412170027.0,0.0,-0.08,0.0,0.14,260.69,246.96,0.05,0.01,3.0
183,13677.0,412270090.0,0.0,-0.25,0.0,0.12,260.69,247.57,0.06,0.01,3.0
184,13739.0,412370106.0,0.0,-0.32,0.0,0.07,260.69,248.13,0.06,0.01,3.0
185,13799.0,412470074.0,0.0,-0.21,0.0,-0.05,260.69,248.69,0.06,0.01,3.0
186,13860.0,412570090.0,0.0,-0.08,0.0,-0.03,260.69,249.29,0.06,0.01,3.0
187,13922.0,412670088.0,0.0,-0.18,0.0,0.03,260.69,249.85,0.05,0.01,3.0
188,13981.0,412770119.0,0.0,-0.09,0.0,0.15,260.69,250.38,0.05,0.01,3.0
189,14043.0,412870067.0,0.01,-0.21,0.0,0.32,260.69,250.92,0.04,0.01,3.0
190,14102.0,412970155.0,1.52,-0.07,0.0,0.48,260.69,251.44,0.04,0.01,3.0
191,14162.0,413070071.0,2.97,1.78,0.0,0.87,260.69,251.88,0.04,0.0,3.0
192,14226.0,413170049.0,4.76,4.1,0.0,1.24,260.69,252.24,0.04,0.0,3.0
193,14286.0,413270107.0,6.93,6.67,0.0,1.54,260.69,252.6,0.04,0.0,3.0
194,14348.0,413370088.0,6.76,8.79,0.0,1.68,260.69,252.78,0.04,0.0,3.0
195,14408.0,413470090.0,5.52,8.51,0.0,1.45,260.69,252.99,0.03,0.0,3.0
196,14469.0,413570082.0,3.39,5.63,0.0,0.87,260.69,253.22,0.03,0.0,3.0
197,14531.0,413670117.0,1.76,1.65,0.0,0.45,260.69,253.53,0.04,0.0,3.0
198,14590.0,413770099.0,0.9,-1.5,0.0,0.33,260.69,253.86,0.04,0.0,3.0
199,14652.0,413870099.0,0.45,-2.48,0.0,0.47,260.69,254.18,0.04,0.0,3.0
200,14711.0,413970080.0,0.23,-1.7,0.0,0.37,260.69,254.52,0.04,0.0,3.0
201,14771.0,414070116.0,0.11,-0.63,0.0,0.07,260.69,254.75,0.03,0.0,3.0
202,14834.0,414170062.0,0.06,-0.01,0.0,-0.14,260.69,255.08,0.03,0.0,3.0
203,14894.0,414270066.0,0.03,0.0,0.0,-0.09,260.69,255.41,0.03,0.0,3.0
204,14955.0,414370114.0,0.01,-0.26,0.0,-0.02,260.69,255.75,0.03,0.0,3.0
205,15016.0,414470103.0,0.0,-0.2,0.0,-0.03,260.69,256.19,0.03,0.0,3.0
206,15077.0,414570117.0,0.0,-0.18,0.0,-0.18,260.69,256.58,0.03,0.0,3.0
207,15139.0,414670093.0,0.0,-0.01,0.0,-0.12,260.69,256.93,0.03,0.0,3.0
208,15198.0,414770131.0,0.0,0.06,0.0,0.06,260.69,257.35,0.03,0.0,3.0
209,15260.0,414870108.0,0.0,0.17,0.0,0.14,260.69,257.77,0.02,0.0,3.0
210,15319.0,414970126.0,0.0,0.32,0.0,0.23,260.69,258.2,0.02,0.0,3.0
211,15379.0,415070128.0,0.0,0.43,0.0,0.3,260.69,258.52,0.03,0.0,3.0
212,15442.0,415170039.0,0.0,0.55,0.0,0.5,260.69,258.82,0.03,0.0,3.0
213,15502.0,415270070.0,0.0,0.4,0.0,0.66,260.69,258.95,0.03,0.01,3.0
214,15563.0,415370089.0,0.79,0.23,0.0,0.57,260.69,259.21,0.03,0.01,3.0
215,15624.0,415470107.0,2.29,0.9,0.0,0.43,260.69,259.37,0.02,0.01,3.0
216,15686.0,415570103.0,3.14,2.81,0.0,0.16,260.69,259.56,0.02,0.01,3.0
217,15748.0,415670118.0,3.96,4.33,0.0,-0.1,260.69,259.7,0.04,0.01,3.0
218,15807.0,415770108.0,4.96,5.08,0.28,-0.14,260.69,259.9,0.04,0.01,3.0
219,15868.0,415870075.0,6.13,6.13,0.64,0.42,260.69,260.13,0.04,0.01,3.0
220,15927.0,415970068.0,6.7,7.3,0.8,1.2,260.69,260.31,0.04,0.01,3.0
221,15987.0,416070133.0,6.94,7.86,0.89,1.48,260.69,260.45,0.05,0.01,3.0
222,16050.0,416170092.0,5.57,7.85,0.61,1.43,260.69,260.47,0.05,0.01,3.0
223,16110.0,416270136.0,2.94,5.81,0.33,0.68,260.69,260.45,0.04,0.01,3.0
224,16171.0,416370100.0,1.5,1.93,0.64,0.19,260.69,260.5,0.04,0.01,3.0
225,16231.0,416470081.0,0.76,-1.08,1.17,0.53,260.69,260.59,0.06,0.01,3.0
226,16293.0,416570139.0,0.39,-2.22,1.77,1.36,260.69,260.46,0.06,0.01,3.0
227,16355.0,416670101.0,0.19,-1.85,2.39,2.26,260.69,260.32,0.06,0.01,3.0
228,16414.0,416770065.0,0.1,-0.81,2.86,3.08,260.69,260.15,0.06,0.01,3.0
229,16476.0,416870040.0,0.09,-0.01,3.26,3.54,260.69,260.03,0.06,0.01,3.0
230,16535.0,416970118.0,0.15,0.33,3.49,3.94,260.69,259.81,0.06,0.01,3.0
231,16595.0,417070087.0,0.1,0.66,3.23,3.98,260.69,259.66,0.05,0.01,3.0
232,16661.0,417170146.0,0.06,0.56,2.84,3.2,260.69,259.34,0.05,0.01,3.0
233,16721.0,417270125.0,0.22,0.55,2.6,2.12,260.69,259.0,0.04,0.0,3.0
234,16782.0,417370094.0,0.5,0.44,2.5,1.61,260.69,258.58,0.04,0.0,3.0
235,16842.0,417470107.0,0.67,0.28,2.23,1.66,260.69,258.11,0.03,0.0,3.0
236,16904.0,417570081.0,0.58,0.33,2.07,1.64,260.69,257.64,0.03,0.0,3.0
237,16966.0,417670055.0,0.51,0.27,2.34,1.63,260.69,257.1,0.03,0.0,3.0
238,17025.0,417770057.0,0.54,0.31,2.71,2.03,260.69,256.53,0.03,0.0,3.0
239,17087.0,417870093.0,0.54,0.24,3.19,2.72,260.69,256.16,0.03,0.0,3.0
240,17146.0,417970067.0,0.4,0.32,3.47,3.43,260.69,255.93,0.03,0.0,3.0
241,17206.0,418070083.0,0.21,0.05,3.62,3.82,260.69,255.8,0.03,0.01,3.0
242,17269.0,418170101.0,0.11,0.06,3.53,3.83,260.69,255.74,0.03,0.01,3.0
243,17329.0,418270105.0,0.05,0.03,2.42,3.42,260.69,255.71,0.03,0.01,3.0
244,17390.0,418370135.0,0.02,0.28,1.23,1.85,260.69,255.78,0.03,0.01,3.0
245,17451.0,418470134.0,0.01,0.35,0.63,0.13,260.69,255.81,0.02,0.01,3.0
246,17513.0,418570061.0,0.0,0.54,0.32,-0.51,260.69,255.84,0.02,0.01,3.0
247,17576.0,418670075.0,0.0,0.53,0.16,-0.5,260.69,255.99,0.02,0.01,3.0
248,17635.0,418770094.0,0.0,0.4,0.08,-0.27,260.69,256.09,0.02,0.01,3.0
249,17697.0,418870074.0,0.0,0.27,0.04,-0.03,260.69,256.25,0.02,0.01,3.0
250,17756.0,418970132.0,0.0,0.11,0.02,0.09,260.69,256.4,0.02,0.0,3.0
251,17816.0,419070108.0,0.0,0.11,0.01,0.02,260.69,256.52,0.02,0.0,3.0
252,17879.0,419170056.0,0.0,-0.16,0.0,-0.18,260.69,256.71,0.02,0.0,3.0
253,17939.0,419270143.0,0.0,-0.14,0.0,-0.46,260.69,256.83,0.02,0.0,3.0
254,18000.0,419370084.0,0.0,-0.12,0.0,-0.45,260.69,256.95,0.02,0.0,3.0
255,18060.0,419470149.0,0.0,0.13,0.0,-0.25,260.69,257.14,0.02,0.0,3.0
256,18121.0,419570056.0,0.0,0.22,0.0,-0.03,260.69,257.37,0.02,0.0,3.0
257,18184.0,419670065.0,0.0,0.29,0.0,-0.06,260.69,257.64,0.02,0.0,3.0
258,18243.0,419770092.0,0.0,0.04,0.0,-0.19,260.69,257.9,0.02,0.0,3.0
259,18305.0,419870088.0,0.0,-0.18,0.0,-0.25,260.69,258.27,0.01,0.0,3.0
260,18364.0,419970104.0,0.0,-0.47,0.0,-0.04,260.69,258.61,0.01,0.0,3.0
261,18424.0,420070102.0,0.0,-0.5,0.0,0.23,260.69,258.87,0.01,0.0,3.0
262,18487.0,420170147.0,0.0,-0.45,0.0,0.31,260.69,259.17,0.01,0.0,3.0
263,18547.0,420270117.0,0.0,-0.18,0.0,0.3,260.69,259.51,0.02,0.0,3.0
264,18608.0,420370092.0,0.0,-0.14,0.0,0.13,260.69,259.71,0.02,0.0,3.0
265,18668.0,420470086.0,0.0,-0.01,0.0,0.0,260.69,259.86,0.02,0.0,3.0
266,18729.0,420570129.0,0.0,0.03,0.0,-0.11,260.69,259.95,0.02,0.01,3.0
267,18793.0,420670096.0,-0.03,0.11,0.0,-0.16,261.31,260.57,0.02,0.01,3.0
268,18853.0,420770060.0,-0.01,0.3,0.0,-0.14,261.31,260.4,0.02,0.01,3.0
269,18915.0,420870081.0,0.0,0.28,0.0,-0.1,261.31,260.19,0.03,0.01,3.0
270,18975.0,420970077.0,0.0,0.13,0.0,-0.18,261.31,259.91,0.03,0.01,3.0
271,19037.0,421070125.0,0.0,0.09,0.0,-0.19,261.31,259.63,0.03,0.01,3.0
272,19099.0,421170052.0,0.0,0.14,0.0,-0.13,261.31,259.36,0.03,0.01,3.0
273,19160.0,421270093.0,0.0,0.17,0.0,-0.04,261.31,259.11,0.03,0.01,3.0
274,19221.0,421370121.0,0.0,0.07,0.0,0.03,261.31,259.02,0.03,0.01,3.0
275,19281.0,421470070.0,0.0,0.01,0.0,0.1,261.31,258.9,0.02,0.01,3.0
276,19342.0,421570053.0,0.0,0.0,0.0,0.24,261.31,258.94,0.02,0.01,3.0
277,19404.0,421670130.0,0.0,0.08,0.0,0.4,261.31,259.12,0.02,0.01,3.0
278,19464.0,421770125.0,0.0,0.17,0.0,0.58,261.31,259.22,0.02,0.01,3.0
279,19526.0,421870086.0,0.0,0.26,0.0,0.62,261.31,259.44,0.02,0.0,3.0
280,19585.0,421970076.0,0.0,0.39,0.0,0.43,261.31,259.53,0.02,0.0,3.0
281,19645.0,422070088.0,0.0,0.41,0.0,0.33,261.31,259.73,0.01,0.0,3.0
